chrom	length	bases	mean	min	max
ptg000157l_1	1182189	2608005	2.21	0	13
ptg000157l_1_region	1182189	2608005	2.21	0	13
ptg000158l_1	1623674	6241309	3.84	0	15
ptg000158l_1_region	1623674	6241309	3.84	0	15
ptg000159l_1	1008278	3393475	3.37	0	23
ptg000159l_1_region	1008278	3393475	3.37	0	23
ptg000160l_1	224206	699643	3.12	0	9
ptg000160l_1_region	224206	699643	3.12	0	9
ptg000161l_1	160579	340075	2.12	0	7
ptg000161l_1_region	160579	340075	2.12	0	7
ptg000162l_1	321650	1107208	3.44	0	10
ptg000162l_1_region	321650	1107208	3.44	0	10
ptg000163l_1	823142	2086703	2.54	0	18
ptg000163l_1_region	823142	2086703	2.54	0	18
ptg000166l_1	2051859	7684303	3.75	0	13
ptg000166l_1_region	2051859	7684303	3.75	0	13
ptg000167l_1	552886	2041911	3.69	0	19
ptg000167l_1_region	552886	2041911	3.69	0	19
ptg000168l_1	2396652	9668705	4.03	0	16
ptg000168l_1_region	2396652	9668705	4.03	0	16
ptg000170l_1	71920	182310	2.53	0	12
ptg000170l_1_region	71920	182310	2.53	0	12
ptg000172l_1	996812	3156639	3.17	0	14
ptg000172l_1_region	996812	3156639	3.17	0	14
ptg000173l_1	2831687	13235705	4.67	0	103
ptg000173l_1_region	2831687	13235705	4.67	0	103
ptg000174l_1	2837679	10940151	3.86	0	65
ptg000174l_1_region	2837679	10940151	3.86	0	65
ptg000176l_1	734222	2202674	3.00	0	11
ptg000176l_1_region	734222	2202674	3.00	0	11
ptg000177l_1	380365	1286697	3.38	0	11
ptg000177l_1_region	380365	1286697	3.38	0	11
ptg000178l_1	899325	3399421	3.78	0	11
ptg000178l_1_region	899325	3399421	3.78	0	11
ptg000179l_1	1589938	5262962	3.31	0	13
ptg000179l_1_region	1589938	5262962	3.31	0	13
ptg000180l_1	4958610	17012609	3.43	0	27
ptg000180l_1_region	4958610	17012609	3.43	0	27
ptg000181l_1	1076598	5262724	4.89	0	22
ptg000181l_1_region	1076598	5262724	4.89	0	22
ptg000182l_1	726590	1924437	2.65	0	10
ptg000182l_1_region	726590	1924437	2.65	0	10
ptg000183l_1	1486283	5481459	3.69	0	14
ptg000183l_1_region	1486283	5481459	3.69	0	14
ptg000184l_1	1328294	2757065	2.08	0	14
ptg000184l_1_region	1328294	2757065	2.08	0	14
ptg000186l_1	1078385	1844798	1.71	0	34
ptg000186l_1_region	1078385	1844798	1.71	0	34
ptg000187l_1	555860	1545447	2.78	0	13
ptg000187l_1_region	555860	1545447	2.78	0	13
ptg000189l_1	950716	3476405	3.66	0	16
ptg000189l_1_region	950716	3476405	3.66	0	16
ptg000190l_1	695878	2241584	3.22	0	12
ptg000190l_1_region	695878	2241584	3.22	0	12
ptg000191l_1	560346	1600675	2.86	0	10
ptg000191l_1_region	560346	1600675	2.86	0	10
ptg000193l_1	1088742	2683101	2.46	0	49
ptg000193l_1_region	1088742	2683101	2.46	0	49
ptg000194l_1	343069	797021	2.32	0	8
ptg000194l_1_region	343069	797021	2.32	0	8
ptg000196l_1	500977	1179712	2.35	0	10
ptg000196l_1_region	500977	1179712	2.35	0	10
ptg000197l_1	2050182	6687917	3.26	0	11
ptg000197l_1_region	2050182	6687917	3.26	0	11
ptg000198l_1	77175	180819	2.34	0	7
ptg000198l_1_region	77175	180819	2.34	0	7
ptg000199l_1	270854	1017184	3.76	0	10
ptg000199l_1_region	270854	1017184	3.76	0	10
ptg000201l_1	1194432	4102356	3.43	0	13
ptg000201l_1_region	1194432	4102356	3.43	0	13
ptg000202l_1	338903	1408310	4.16	0	22
ptg000202l_1_region	338903	1408310	4.16	0	22
ptg000203l_1	1285271	4685041	3.65	0	13
ptg000203l_1_region	1285271	4685041	3.65	0	13
ptg000204l_1	177711	371119	2.09	0	78
ptg000204l_1_region	177711	371119	2.09	0	78
ptg000205l_1	1218044	3784130	3.11	0	15
ptg000205l_1_region	1218044	3784130	3.11	0	15
ptg000210l_1	593359	1875981	3.16	0	11
ptg000210l_1_region	593359	1875981	3.16	0	11
ptg000212l_1	305324	732614	2.40	0	10
ptg000212l_1_region	305324	732614	2.40	0	10
ptg000213l_1	242993	858126	3.53	0	10
ptg000213l_1_region	242993	858126	3.53	0	10
ptg000216l_1	4834949	16083409	3.33	0	13
ptg000216l_1_region	4834949	16083409	3.33	0	13
ptg000217l_1	1345822	4244009	3.15	0	13
ptg000217l_1_region	1345822	4244009	3.15	0	13
ptg000218l_1	1256994	4415111	3.51	0	12
ptg000218l_1_region	1256994	4415111	3.51	0	12
ptg000219l_1	38657	108373	2.80	0	15
ptg000219l_1_region	38657	108373	2.80	0	15
ptg000220l_1	417906	1198091	2.87	0	10
ptg000220l_1_region	417906	1198091	2.87	0	10
ptg000221l_1	1634945	8184237	5.01	0	77
ptg000221l_1_region	1634945	8184237	5.01	0	77
ptg000224l_1	392325	1855187	4.73	0	39
ptg000224l_1_region	392325	1855187	4.73	0	39
ptg000225l_1	764210	2578410	3.37	0	12
ptg000225l_1_region	764210	2578410	3.37	0	12
ptg000226l_1	3213748	14021496	4.36	0	60
ptg000226l_1_region	3213748	14021496	4.36	0	60
ptg000227l_1	2462771	9046088	3.67	0	14
ptg000227l_1_region	2462771	9046088	3.67	0	14
ptg000228l_1	531801	1710182	3.22	0	14
ptg000228l_1_region	531801	1710182	3.22	0	14
ptg000229l_1	2590128	9119104	3.52	0	18
ptg000229l_1_region	2590128	9119104	3.52	0	18
ptg000230l_1	627622	1812375	2.89	0	9
ptg000230l_1_region	627622	1812375	2.89	0	9
ptg000231l_1	719154	2388989	3.32	0	11
ptg000231l_1_region	719154	2388989	3.32	0	11
ptg000232l_1	993414	4661587	4.69	0	17
ptg000232l_1_region	993414	4661587	4.69	0	17
ptg000233l_1	524192	932354	1.78	0	17
ptg000233l_1_region	524192	932354	1.78	0	17
ptg000235l_1	1180006	3957965	3.35	0	24
ptg000235l_1_region	1180006	3957965	3.35	0	24
ptg000236l_1	2007253	7705248	3.84	0	13
ptg000236l_1_region	2007253	7705248	3.84	0	13
ptg000237l_1	1396942	3462343	2.48	0	20
ptg000237l_1_region	1396942	3462343	2.48	0	20
ptg000238l_1	354683	1162490	3.28	0	10
ptg000238l_1_region	354683	1162490	3.28	0	10
ptg000239l_1	963045	4432440	4.60	0	65
ptg000239l_1_region	963045	4432440	4.60	0	65
ptg000240l_1	2143447	6662086	3.11	0	16
ptg000240l_1_region	2143447	6662086	3.11	0	16
ptg000241l_1	3017794	10372180	3.44	0	29
ptg000241l_1_region	3017794	10372180	3.44	0	29
ptg000242l_1	818506	2010420	2.46	0	12
ptg000242l_1_region	818506	2010420	2.46	0	12
ptg000243l_1	263463	853951	3.24	0	9
ptg000243l_1_region	263463	853951	3.24	0	9
ptg000244l_1	1152493	4051724	3.52	0	28
ptg000244l_1_region	1152493	4051724	3.52	0	28
ptg000246l_1	823475	2515001	3.05	0	13
ptg000246l_1_region	823475	2515001	3.05	0	13
ptg000247l_1	199791	1178037	5.90	0	28
ptg000247l_1_region	199791	1178037	5.90	0	28
ptg000248l_1	1457400	5875966	4.03	0	16
ptg000248l_1_region	1457400	5875966	4.03	0	16
ptg000250l_1	253398	722466	2.85	0	8
ptg000250l_1_region	253398	722466	2.85	0	8
ptg000251l_1	1320901	4850144	3.67	0	12
ptg000251l_1_region	1320901	4850144	3.67	0	12
ptg000252l_1	618470	1667670	2.70	0	10
ptg000252l_1_region	618470	1667670	2.70	0	10
ptg000253l_1	805007	3430841	4.26	0	145
ptg000253l_1_region	805007	3430841	4.26	0	145
ptg000254l_1	1250170	4880347	3.90	0	87
ptg000254l_1_region	1250170	4880347	3.90	0	87
ptg000255l_1	831340	3043475	3.66	0	16
ptg000255l_1_region	831340	3043475	3.66	0	16
ptg000256l_1	1025818	3233656	3.15	0	11
ptg000256l_1_region	1025818	3233656	3.15	0	11
ptg000257l_1	762619	2594497	3.40	0	14
ptg000257l_1_region	762619	2594497	3.40	0	14
ptg000258l_1	1965244	7336267	3.73	0	13
ptg000258l_1_region	1965244	7336267	3.73	0	13
ptg000259l_1	238620	749990	3.14	0	12
ptg000259l_1_region	238620	749990	3.14	0	12
ptg000260l_1	415691	1282182	3.08	0	12
ptg000260l_1_region	415691	1282182	3.08	0	12
ptg000261l_1	433214	1732833	4.00	0	12
ptg000261l_1_region	433214	1732833	4.00	0	12
ptg000262l_1	3886901	13206490	3.40	0	16
ptg000262l_1_region	3886901	13206490	3.40	0	16
ptg000264l_1	3169550	11248753	3.55	0	24
ptg000264l_1_region	3169550	11248753	3.55	0	24
ptg000265l_1	1518816	4953581	3.26	0	89
ptg000265l_1_region	1518816	4953581	3.26	0	89
ptg000266l_1	590855	2033875	3.44	0	12
ptg000266l_1_region	590855	2033875	3.44	0	12
ptg000269l_1	969621	3815095	3.93	0	17
ptg000269l_1_region	969621	3815095	3.93	0	17
ptg000270l_1	222292	629871	2.83	0	10
ptg000270l_1_region	222292	629871	2.83	0	10
ptg000272l_1	391583	1906517	4.87	0	43
ptg000272l_1_region	391583	1906517	4.87	0	43
ptg000274l_1	159812	309548	1.94	0	16
ptg000274l_1_region	159812	309548	1.94	0	16
ptg000275l_1	950644	2445804	2.57	0	11
ptg000275l_1_region	950644	2445804	2.57	0	11
ptg000277l_1	653682	2126731	3.25	0	10
ptg000277l_1_region	653682	2126731	3.25	0	10
ptg000278l_1	1146462	2926759	2.55	0	13
ptg000278l_1_region	1146462	2926759	2.55	0	13
ptg000280l_1	1112809	2671736	2.40	0	14
ptg000280l_1_region	1112809	2671736	2.40	0	14
ptg000281l_1	204536	507850	2.48	0	8
ptg000281l_1_region	204536	507850	2.48	0	8
ptg000282l_1	962993	1886861	1.96	0	9
ptg000282l_1_region	962993	1886861	1.96	0	9
ptg000286l_1	499241	1382484	2.77	0	9
ptg000286l_1_region	499241	1382484	2.77	0	9
ptg000287l_1	486252	1332090	2.74	0	13
ptg000287l_1_region	486252	1332090	2.74	0	13
ptg000288l_1	781569	2653586	3.40	0	11
ptg000288l_1_region	781569	2653586	3.40	0	11
ptg000289l_1	402491	1639306	4.07	0	18
ptg000289l_1_region	402491	1639306	4.07	0	18
ptg000290l_1	230781	802812	3.48	0	10
ptg000290l_1_region	230781	802812	3.48	0	10
ptg000291l_1	449828	1522951	3.39	0	14
ptg000291l_1_region	449828	1522951	3.39	0	14
ptg000292l_1	290188	509101	1.75	0	17
ptg000292l_1_region	290188	509101	1.75	0	17
ptg000293l_1	3251132	12129297	3.73	0	20
ptg000293l_1_region	3251132	12129297	3.73	0	20
ptg000294l_1	456701	1012531	2.22	0	18
ptg000294l_1_region	456701	1012531	2.22	0	18
ptg000295l_1	390530	595881	1.53	0	11
ptg000295l_1_region	390530	595881	1.53	0	11
ptg000298l_1	539519	1731854	3.21	0	9
ptg000298l_1_region	539519	1731854	3.21	0	9
ptg000299l_1	2667197	11357563	4.26	0	23
ptg000299l_1_region	2667197	11357563	4.26	0	23
ptg000300l_1	477177	1041259	2.18	0	10
ptg000300l_1_region	477177	1041259	2.18	0	10
ptg000301l_1	2056047	7038678	3.42	0	15
ptg000301l_1_region	2056047	7038678	3.42	0	15
ptg000302l_1	272914	469485	1.72	0	8
ptg000302l_1_region	272914	469485	1.72	0	8
ptg000303l_1	814266	4726564	5.80	0	45
ptg000303l_1_region	814266	4726564	5.80	0	45
ptg000305l_1	2359397	8123708	3.44	0	15
ptg000305l_1_region	2359397	8123708	3.44	0	15
ptg000306l_1	875252	3110606	3.55	0	14
ptg000306l_1_region	875252	3110606	3.55	0	14
ptg000308l_1	3281943	11134157	3.39	0	15
ptg000308l_1_region	3281943	11134157	3.39	0	15
ptg000309l_1	2550652	9084594	3.56	0	13
ptg000309l_1_region	2550652	9084594	3.56	0	13
ptg000310l_1	1232748	4665220	3.78	0	29
ptg000310l_1_region	1232748	4665220	3.78	0	29
ptg000311l_1	361223	1279895	3.54	0	11
ptg000311l_1_region	361223	1279895	3.54	0	11
ptg000312l_1	514372	1759972	3.42	0	12
ptg000312l_1_region	514372	1759972	3.42	0	12
ptg000313l_1	1596209	5308138	3.33	0	18
ptg000313l_1_region	1596209	5308138	3.33	0	18
ptg000314l_1	1727544	6277354	3.63	0	22
ptg000314l_1_region	1727544	6277354	3.63	0	22
ptg000316l_1	2678725	9049454	3.38	0	29
ptg000316l_1_region	2678725	9049454	3.38	0	29
ptg000318l_1	1089565	4340953	3.98	0	18
ptg000318l_1_region	1089565	4340953	3.98	0	18
ptg000319l_1	1884544	5926908	3.15	0	11
ptg000319l_1_region	1884544	5926908	3.15	0	11
ptg000321l_1	310073	953759	3.08	0	105
ptg000321l_1_region	310073	953759	3.08	0	105
ptg000323l_1	8967193	33508048	3.74	0	42
ptg000323l_1_region	8967193	33508048	3.74	0	42
ptg000324l_1	1116591	3335936	2.99	0	11
ptg000324l_1_region	1116591	3335936	2.99	0	11
ptg000325l_1	2509470	10086901	4.02	0	64
ptg000325l_1_region	2509470	10086901	4.02	0	64
ptg000326l_1	768526	2526878	3.29	0	14
ptg000326l_1_region	768526	2526878	3.29	0	14
ptg000327l_1	622577	1663701	2.67	0	17
ptg000327l_1_region	622577	1663701	2.67	0	17
ptg000329l_1	294202	947229	3.22	0	10
ptg000329l_1_region	294202	947229	3.22	0	10
ptg000330l_1	119827	284338	2.37	0	6
ptg000330l_1_region	119827	284338	2.37	0	6
ptg000331l_1	1232275	4024603	3.27	0	15
ptg000331l_1_region	1232275	4024603	3.27	0	15
ptg000332l_1	634585	2162069	3.41	0	12
ptg000332l_1_region	634585	2162069	3.41	0	12
ptg000333l_1	209017	590682	2.83	0	9
ptg000333l_1_region	209017	590682	2.83	0	9
ptg000334l_1	1677475	6089081	3.63	0	17
ptg000334l_1_region	1677475	6089081	3.63	0	17
ptg000337l_1	685269	2381465	3.48	0	11
ptg000337l_1_region	685269	2381465	3.48	0	11
ptg000339l_1	611204	1214280	1.99	0	12
ptg000339l_1_region	611204	1214280	1.99	0	12
ptg000340l_1	540027	1496062	2.77	0	18
ptg000340l_1_region	540027	1496062	2.77	0	18
ptg000341l_1	2294078	7299356	3.18	0	18
ptg000341l_1_region	2294078	7299356	3.18	0	18
ptg000342l_1	3083261	12229878	3.97	0	22
ptg000342l_1_region	3083261	12229878	3.97	0	22
ptg000343l_1	1546982	4782149	3.09	0	15
ptg000343l_1_region	1546982	4782149	3.09	0	15
ptg000344l_1	1883224	8564417	4.55	0	19
ptg000344l_1_region	1883224	8564417	4.55	0	19
ptg000345l_1	1354131	5984073	4.42	0	17
ptg000345l_1_region	1354131	5984073	4.42	0	17
ptg000346l_1	1504801	4323345	2.87	0	14
ptg000346l_1_region	1504801	4323345	2.87	0	14
ptg000347l_1	571508	1879167	3.29	0	12
ptg000347l_1_region	571508	1879167	3.29	0	12
ptg000348l_1	2604201	8785412	3.37	0	13
ptg000348l_1_region	2604201	8785412	3.37	0	13
ptg000350l_1	1458664	5246477	3.60	0	12
ptg000350l_1_region	1458664	5246477	3.60	0	12
ptg000351l_1	2121138	7454600	3.51	0	13
ptg000351l_1_region	2121138	7454600	3.51	0	13
ptg000352l_1	4132784	14172786	3.43	0	13
ptg000352l_1_region	4132784	14172786	3.43	0	13
ptg000353l_1	25168	82045	3.26	0	6
ptg000353l_1_region	25168	82045	3.26	0	6
ptg000354l_1	739641	2091858	2.83	0	11
ptg000354l_1_region	739641	2091858	2.83	0	11
ptg000355l_1	414555	889533	2.15	0	8
ptg000355l_1_region	414555	889533	2.15	0	8
ptg000356l_1	1038532	3727670	3.59	0	13
ptg000356l_1_region	1038532	3727670	3.59	0	13
ptg000357l_1	2366393	8287505	3.50	0	16
ptg000357l_1_region	2366393	8287505	3.50	0	16
ptg000358l_1	942933	3270021	3.47	0	13
ptg000358l_1_region	942933	3270021	3.47	0	13
