chrom	length	bases	mean	min	max
ptg000078l_1_region	1849515	9409749	5.09	0	18
ptg000079l_1	1553048	7748759	4.99	0	17
ptg000079l_1_region	1553048	7748759	4.99	0	17
ptg000080l_1	1248482	5926383	4.75	0	18
ptg000080l_1_region	1248482	5926383	4.75	0	18
ptg000082l_1	1741085	8268054	4.75	0	19
ptg000082l_1_region	1741085	8268054	4.75	0	19
ptg000083l_1	944999	4353388	4.61	0	20
ptg000083l_1_region	944999	4353388	4.61	0	20
ptg000084l_1	3696174	20334778	5.50	0	23
ptg000084l_1_region	3696174	20334778	5.50	0	23
ptg000085l_1	1772517	8911591	5.03	0	21
ptg000085l_1_region	1772517	8911591	5.03	0	21
ptg000086l_1	668477	3559649	5.33	0	16
ptg000086l_1_region	668477	3559649	5.33	0	16
ptg000087l_1	307370	551811	1.80	0	21
ptg000087l_1_region	307370	551811	1.80	0	21
ptg000088l_1	2675700	13503944	5.05	0	34
ptg000088l_1_region	2675700	13503944	5.05	0	34
ptg000089l_1	1527381	9093336	5.95	0	27
ptg000089l_1_region	1527381	9093336	5.95	0	27
ptg000090l_1	1489912	8197329	5.50	0	17
ptg000090l_1_region	1489912	8197329	5.50	0	17
ptg000091l_1	410195	1961960	4.78	0	11
ptg000091l_1_region	410195	1961960	4.78	0	11
ptg000092l_1	2127149	10335158	4.86	0	18
ptg000092l_1_region	2127149	10335158	4.86	0	18
ptg000093l_1	477205	2052007	4.30	0	17
ptg000093l_1_region	477205	2052007	4.30	0	17
ptg000095l_1	443974	2456986	5.53	0	29
ptg000095l_1_region	443974	2456986	5.53	0	29
ptg000096l_1	1811472	10600056	5.85	0	24
ptg000096l_1_region	1811472	10600056	5.85	0	24
ptg000098l_1	1463058	6682105	4.57	0	17
ptg000098l_1_region	1463058	6682105	4.57	0	17
ptg000101l_1	568537	3293063	5.79	0	25
ptg000101l_1_region	568537	3293063	5.79	0	25
ptg000102l_1	306991	1626301	5.30	0	24
ptg000102l_1_region	306991	1626301	5.30	0	24
ptg000103l_1	738690	3916763	5.30	0	17
ptg000103l_1_region	738690	3916763	5.30	0	17
ptg000105l_1	4970350	28387493	5.71	0	111
ptg000105l_1_region	4970350	28387493	5.71	0	111
ptg000106l_1	830955	3025704	3.64	0	22
ptg000106l_1_region	830955	3025704	3.64	0	22
ptg000107l_1	610488	4658461	7.63	0	48
ptg000107l_1_region	610488	4658461	7.63	0	48
ptg000108l_1	524569	2705327	5.16	0	14
ptg000108l_1_region	524569	2705327	5.16	0	14
ptg000109l_1	2434425	13837623	5.68	0	24
ptg000109l_1_region	2434425	13837623	5.68	0	24
ptg000110l_1	694748	2968583	4.27	0	16
ptg000110l_1_region	694748	2968583	4.27	0	16
ptg000111l_1	1886279	9673445	5.13	0	19
ptg000111l_1_region	1886279	9673445	5.13	0	19
ptg000112l_1	1407615	7211657	5.12	0	19
ptg000112l_1_region	1407615	7211657	5.12	0	19
ptg000113l_1	873124	4470190	5.12	0	17
ptg000113l_1_region	873124	4470190	5.12	0	17
ptg000114l_1	2003064	10478850	5.23	0	20
ptg000114l_1_region	2003064	10478850	5.23	0	20
ptg000115l_1	94480	342518	3.63	0	9
ptg000115l_1_region	94480	342518	3.63	0	9
ptg000116l_1	549585	2240272	4.08	0	15
ptg000116l_1_region	549585	2240272	4.08	0	15
ptg000117l_1	999763	4966242	4.97	0	19
ptg000117l_1_region	999763	4966242	4.97	0	19
ptg000118l_1	589492	2429354	4.12	0	14
ptg000118l_1_region	589492	2429354	4.12	0	14
ptg000120l_1	2480957	13937877	5.62	0	18
ptg000120l_1_region	2480957	13937877	5.62	0	18
ptg000121l_1	1320917	8163085	6.18	0	125
ptg000121l_1_region	1320917	8163085	6.18	0	125
ptg000123l_1	915833	5809356	6.34	0	35
ptg000123l_1_region	915833	5809356	6.34	0	35
ptg000124l_1	291375	987025	3.39	0	32
ptg000124l_1_region	291375	987025	3.39	0	32
ptg000126l_1	1277451	6045228	4.73	0	15
ptg000126l_1_region	1277451	6045228	4.73	0	15
ptg000127l_1	919908	4749661	5.16	0	59
ptg000127l_1_region	919908	4749661	5.16	0	59
ptg000128l_1	128665	370707	2.88	0	10
ptg000128l_1_region	128665	370707	2.88	0	10
ptg000130l_1	3405925	17740742	5.21	0	30
ptg000130l_1_region	3405925	17740742	5.21	0	30
ptg000132l_1	690063	3109018	4.51	0	15
ptg000132l_1_region	690063	3109018	4.51	0	15
ptg000133l_1	358350	1906635	5.32	0	13
ptg000133l_1_region	358350	1906635	5.32	0	13
ptg000134l_1	524336	3430854	6.54	0	21
ptg000134l_1_region	524336	3430854	6.54	0	21
ptg000135l_1	832229	4968624	5.97	0	67
ptg000135l_1_region	832229	4968624	5.97	0	67
ptg000139l_1	208592	359133	1.72	0	35
ptg000139l_1_region	208592	359133	1.72	0	35
ptg000141l_1	303809	1159425	3.82	0	16
ptg000141l_1_region	303809	1159425	3.82	0	16
ptg000142l_1	2190402	10829192	4.94	0	29
ptg000142l_1_region	2190402	10829192	4.94	0	29
ptg000143l_1	883044	4798371	5.43	0	19
ptg000143l_1_region	883044	4798371	5.43	0	19
ptg000144l_1	2444314	13241531	5.42	0	20
ptg000144l_1_region	2444314	13241531	5.42	0	20
ptg000145l_1	11518	25054	2.18	0	6
ptg000145l_1_region	11518	25054	2.18	0	6
ptg000146l_1	7492590	38615335	5.15	0	24
ptg000146l_1_region	7492590	38615335	5.15	0	24
ptg000149l_1	909849	5449966	5.99	0	77
ptg000149l_1_region	909849	5449966	5.99	0	77
ptg000151l_1	288085	1247734	4.33	0	13
ptg000151l_1_region	288085	1247734	4.33	0	13
ptg000152l_1	1331212	6744641	5.07	0	18
ptg000152l_1_region	1331212	6744641	5.07	0	18
ptg000153l_1	375346	1121428	2.99	0	13
ptg000153l_1_region	375346	1121428	2.99	0	13
ptg000154l_1	452370	1403502	3.10	0	12
ptg000154l_1_region	452370	1403502	3.10	0	12
ptg000156l_1	635326	2800321	4.41	0	29
ptg000156l_1_region	635326	2800321	4.41	0	29
ptg000157l_1	1182189	4293343	3.63	0	25
ptg000157l_1_region	1182189	4293343	3.63	0	25
ptg000158l_1	1623674	9159219	5.64	0	25
ptg000158l_1_region	1623674	9159219	5.64	0	25
ptg000159l_1	1008278	5437251	5.39	0	44
ptg000159l_1_region	1008278	5437251	5.39	0	44
ptg000160l_1	224206	1119368	4.99	0	16
ptg000160l_1_region	224206	1119368	4.99	0	16
ptg000161l_1	160579	547269	3.41	0	16
ptg000161l_1_region	160579	547269	3.41	0	16
ptg000162l_1	321650	1603029	4.98	0	27
ptg000162l_1_region	321650	1603029	4.98	0	27
ptg000163l_1	823142	3506488	4.26	0	27
ptg000163l_1_region	823142	3506488	4.26	0	27
ptg000166l_1	2051859	10964266	5.34	0	17
ptg000166l_1_region	2051859	10964266	5.34	0	17
ptg000167l_1	552886	3036328	5.49	0	34
ptg000167l_1_region	552886	3036328	5.49	0	34
ptg000168l_1	2396652	13574003	5.66	0	21
ptg000168l_1_region	2396652	13574003	5.66	0	21
ptg000170l_1	71920	358136	4.98	0	42
ptg000170l_1_region	71920	358136	4.98	0	42
ptg000172l_1	996812	5260111	5.28	0	23
ptg000172l_1_region	996812	5260111	5.28	0	23
ptg000173l_1	2831687	17965286	6.34	0	174
ptg000173l_1_region	2831687	17965286	6.34	0	174
ptg000174l_1	2837679	18119237	6.39	0	113
ptg000174l_1_region	2837679	18119237	6.39	0	113
ptg000176l_1	734222	3391183	4.62	0	24
ptg000176l_1_region	734222	3391183	4.62	0	24
ptg000177l_1	380365	1915517	5.04	0	13
ptg000177l_1_region	380365	1915517	5.04	0	13
ptg000178l_1	899325	4889542	5.44	0	14
ptg000178l_1_region	899325	4889542	5.44	0	14
ptg000179l_1	1589938	8033839	5.05	0	21
ptg000179l_1_region	1589938	8033839	5.05	0	21
ptg000180l_1	4958610	25894365	5.22	0	232
ptg000180l_1_region	4958610	25894365	5.22	0	232
ptg000181l_1	1076598	5639526	5.24	0	263
ptg000181l_1_region	1076598	5639526	5.24	0	263
ptg000182l_1	726590	2739227	3.77	0	18
ptg000182l_1_region	726590	2739227	3.77	0	18
ptg000183l_1	1486283	7995474	5.38	0	18
ptg000183l_1_region	1486283	7995474	5.38	0	18
ptg000184l_1	1328294	4970237	3.74	0	30
ptg000184l_1_region	1328294	4970237	3.74	0	30
ptg000186l_1	1078385	2945287	2.73	0	51
ptg000186l_1_region	1078385	2945287	2.73	0	51
ptg000187l_1	555860	2062727	3.71	0	29
ptg000187l_1_region	555860	2062727	3.71	0	29
ptg000189l_1	950716	5128777	5.39	0	17
ptg000189l_1_region	950716	5128777	5.39	0	17
ptg000190l_1	695878	3132149	4.50	0	17
ptg000190l_1_region	695878	3132149	4.50	0	17
ptg000191l_1	560346	2714414	4.84	0	16
ptg000191l_1_region	560346	2714414	4.84	0	16
ptg000193l_1	1088742	4063114	3.73	0	140
ptg000193l_1_region	1088742	4063114	3.73	0	140
ptg000194l_1	343069	1223058	3.57	0	14
ptg000194l_1_region	343069	1223058	3.57	0	14
ptg000196l_1	500977	1925566	3.84	0	16
ptg000196l_1_region	500977	1925566	3.84	0	16
ptg000197l_1	2050182	9397079	4.58	0	18
ptg000197l_1_region	2050182	9397079	4.58	0	18
ptg000198l_1	77175	267480	3.47	0	11
ptg000198l_1_region	77175	267480	3.47	0	11
ptg000199l_1	270854	1177902	4.35	0	14
ptg000199l_1_region	270854	1177902	4.35	0	14
ptg000201l_1	1194432	6085007	5.09	0	18
ptg000201l_1_region	1194432	6085007	5.09	0	18
ptg000202l_1	338903	2551977	7.53	0	35
ptg000202l_1_region	338903	2551977	7.53	0	35
ptg000203l_1	1285271	6459589	5.03	0	20
ptg000203l_1_region	1285271	6459589	5.03	0	20
ptg000204l_1	177711	632117	3.56	0	27
ptg000204l_1_region	177711	632117	3.56	0	27
ptg000205l_1	1218044	6161809	5.06	0	18
ptg000205l_1_region	1218044	6161809	5.06	0	18
ptg000210l_1	593359	2576953	4.34	0	14
ptg000210l_1_region	593359	2576953	4.34	0	14
ptg000212l_1	305324	1160295	3.80	0	15
ptg000212l_1_region	305324	1160295	3.80	0	15
ptg000213l_1	242993	1001737	4.12	0	15
ptg000213l_1_region	242993	1001737	4.12	0	15
ptg000216l_1	4834949	23703307	4.90	0	21
ptg000216l_1_region	4834949	23703307	4.90	0	21
ptg000217l_1	1345822	6354801	4.72	0	23
ptg000217l_1_region	1345822	6354801	4.72	0	23
ptg000218l_1	1256994	5797142	4.61	0	15
ptg000218l_1_region	1256994	5797142	4.61	0	15
ptg000219l_1	38657	156687	4.05	0	26
ptg000219l_1_region	38657	156687	4.05	0	26
ptg000220l_1	417906	1798920	4.30	0	15
ptg000220l_1_region	417906	1798920	4.30	0	15
ptg000221l_1	1634945	10690776	6.54	0	110
ptg000221l_1_region	1634945	10690776	6.54	0	110
ptg000224l_1	392325	2653416	6.76	0	44
ptg000224l_1_region	392325	2653416	6.76	0	44
ptg000225l_1	764210	3846104	5.03	0	14
ptg000225l_1_region	764210	3846104	5.03	0	14
ptg000226l_1	3213748	18389901	5.72	0	57
ptg000226l_1_region	3213748	18389901	5.72	0	57
ptg000227l_1	2462771	12303636	5.00	0	21
ptg000227l_1_region	2462771	12303636	5.00	0	21
ptg000228l_1	531801	2754192	5.18	0	17
ptg000228l_1_region	531801	2754192	5.18	0	17
ptg000229l_1	2590128	13694474	5.29	0	28
ptg000229l_1_region	2590128	13694474	5.29	0	28
ptg000230l_1	627622	2816410	4.49	0	19
ptg000230l_1_region	627622	2816410	4.49	0	19
ptg000231l_1	719154	3340297	4.64	0	14
ptg000231l_1_region	719154	3340297	4.64	0	14
ptg000232l_1	993414	6427564	6.47	0	21
ptg000232l_1_region	993414	6427564	6.47	0	21
ptg000233l_1	524192	1718426	3.28	0	11
ptg000233l_1_region	524192	1718426	3.28	0	11
ptg000235l_1	1180006	7168465	6.07	0	34
ptg000235l_1_region	1180006	7168465	6.07	0	34
ptg000236l_1	2007253	10999749	5.48	0	20
ptg000236l_1_region	2007253	10999749	5.48	0	20
ptg000237l_1	1396942	5794037	4.15	0	42
ptg000237l_1_region	1396942	5794037	4.15	0	42
ptg000238l_1	354683	1405905	3.96	0	15
ptg000238l_1_region	354683	1405905	3.96	0	15
ptg000239l_1	963045	6125965	6.36	0	79
ptg000239l_1_region	963045	6125965	6.36	0	79
ptg000240l_1	2143447	10870363	5.07	0	21
ptg000240l_1_region	2143447	10870363	5.07	0	21
ptg000241l_1	3017794	15068035	4.99	0	25
ptg000241l_1_region	3017794	15068035	4.99	0	25
ptg000242l_1	818506	2993756	3.66	0	19
ptg000242l_1_region	818506	2993756	3.66	0	19
ptg000243l_1	263463	1153235	4.38	0	16
ptg000243l_1_region	263463	1153235	4.38	0	16
ptg000244l_1	1152493	5949194	5.16	0	29
ptg000244l_1_region	1152493	5949194	5.16	0	29
ptg000246l_1	823475	3879986	4.71	0	21
ptg000246l_1_region	823475	3879986	4.71	0	21
ptg000247l_1	199791	1876661	9.39	0	42
ptg000247l_1_region	199791	1876661	9.39	0	42
ptg000248l_1	1457400	7879521	5.41	0	21
ptg000248l_1_region	1457400	7879521	5.41	0	21
ptg000250l_1	253398	1074571	4.24	0	16
ptg000250l_1_region	253398	1074571	4.24	0	16
ptg000251l_1	1320901	6990211	5.29	0	16
ptg000251l_1_region	1320901	6990211	5.29	0	16
ptg000252l_1	618470	2616608	4.23	0	18
ptg000252l_1_region	618470	2616608	4.23	0	18
ptg000253l_1	805007	4183770	5.20	0	113
ptg000253l_1_region	805007	4183770	5.20	0	113
ptg000254l_1	1250170	7162744	5.73	0	123
ptg000254l_1_region	1250170	7162744	5.73	0	123
ptg000255l_1	831340	4606055	5.54	0	15
ptg000255l_1_region	831340	4606055	5.54	0	15
ptg000256l_1	1025818	4984344	4.86	0	32
ptg000256l_1_region	1025818	4984344	4.86	0	32
ptg000257l_1	762619	4436910	5.82	0	25
ptg000257l_1_region	762619	4436910	5.82	0	25
ptg000258l_1	1965244	10613168	5.40	0	18
ptg000258l_1_region	1965244	10613168	5.40	0	18
ptg000259l_1	238620	960318	4.02	0	16
ptg000259l_1_region	238620	960318	4.02	0	16
ptg000260l_1	415691	887430	2.13	0	16
ptg000260l_1_region	415691	887430	2.13	0	16
ptg000261l_1	433214	1486245	3.43	0	12
ptg000261l_1_region	433214	1486245	3.43	0	12
ptg000262l_1	3886901	20154525	5.19	0	19
ptg000262l_1_region	3886901	20154525	5.19	0	19
ptg000264l_1	3169550	17218464	5.43	0	23
ptg000264l_1_region	3169550	17218464	5.43	0	23
ptg000265l_1	1518816	8051962	5.30	0	68
ptg000265l_1_region	1518816	8051962	5.30	0	68
ptg000266l_1	590855	2881321	4.88	0	17
ptg000266l_1_region	590855	2881321	4.88	0	17
ptg000269l_1	969621	5516550	5.69	0	25
ptg000269l_1_region	969621	5516550	5.69	0	25
ptg000270l_1	222292	1027987	4.62	0	14
ptg000270l_1_region	222292	1027987	4.62	0	14
ptg000272l_1	391583	1734059	4.43	0	28
ptg000272l_1_region	391583	1734059	4.43	0	28
ptg000274l_1	159812	834556	5.22	0	30
ptg000274l_1_region	159812	834556	5.22	0	30
ptg000275l_1	950644	3539101	3.72	0	17
ptg000275l_1_region	950644	3539101	3.72	0	17
ptg000277l_1	653682	2934742	4.49	0	18
ptg000277l_1_region	653682	2934742	4.49	0	18
ptg000278l_1	1146462	5348090	4.66	0	26
ptg000278l_1_region	1146462	5348090	4.66	0	26
ptg000280l_1	1112809	4763389	4.28	0	21
ptg000280l_1_region	1112809	4763389	4.28	0	21
ptg000281l_1	204536	943973	4.62	0	14
ptg000281l_1_region	204536	943973	4.62	0	14
ptg000282l_1	962993	2323780	2.41	0	15
ptg000282l_1_region	962993	2323780	2.41	0	15
ptg000286l_1	499241	2180602	4.37	0	17
ptg000286l_1_region	499241	2180602	4.37	0	17
ptg000287l_1	486252	2049135	4.21	0	15
ptg000287l_1_region	486252	2049135	4.21	0	15
ptg000288l_1	781569	3791457	4.85	0	18
ptg000288l_1_region	781569	3791457	4.85	0	18
ptg000289l_1	402491	2678780	6.66	0	22
ptg000289l_1_region	402491	2678780	6.66	0	22
ptg000290l_1	230781	1102209	4.78	0	12
ptg000290l_1_region	230781	1102209	4.78	0	12
ptg000291l_1	449828	2289545	5.09	0	16
ptg000291l_1_region	449828	2289545	5.09	0	16
ptg000292l_1	290188	905176	3.12	0	22
ptg000292l_1_region	290188	905176	3.12	0	22
ptg000293l_1	3251132	18323301	5.64	0	32
ptg000293l_1_region	3251132	18323301	5.64	0	32
ptg000294l_1	456701	1763441	3.86	0	81
ptg000294l_1_region	456701	1763441	3.86	0	81
ptg000295l_1	390530	1796941	4.60	0	20
ptg000295l_1_region	390530	1796941	4.60	0	20
ptg000298l_1	539519	2334396	4.33	0	14
ptg000298l_1_region	539519	2334396	4.33	0	14
ptg000299l_1	2667197	15806480	5.93	0	35
ptg000299l_1_region	2667197	15806480	5.93	0	35
ptg000300l_1	477177	1621237	3.40	0	18
ptg000300l_1_region	477177	1621237	3.40	0	18
ptg000301l_1	2056047	10670284	5.19	0	19
ptg000301l_1_region	2056047	10670284	5.19	0	19
ptg000302l_1	272914	861956	3.16	0	11
ptg000302l_1_region	272914	861956	3.16	0	11
ptg000303l_1	814266	3519841	4.32	0	43
ptg000303l_1_region	814266	3519841	4.32	0	43
ptg000305l_1	2359397	13257619	5.62	0	22
ptg000305l_1_region	2359397	13257619	5.62	0	22
ptg000306l_1	875252	4351505	4.97	0	20
ptg000306l_1_region	875252	4351505	4.97	0	20
ptg000308l_1	3281943	16411649	5.00	0	22
ptg000308l_1_region	3281943	16411649	5.00	0	22
ptg000309l_1	2550652	12398788	4.86	0	17
ptg000309l_1_region	2550652	12398788	4.86	0	17
ptg000310l_1	1232748	6448765	5.23	0	41
ptg000310l_1_region	1232748	6448765	5.23	0	41
ptg000311l_1	361223	1740279	4.82	0	17
ptg000311l_1_region	361223	1740279	4.82	0	17
ptg000312l_1	514372	2202393	4.28	0	19
ptg000312l_1_region	514372	2202393	4.28	0	19
ptg000313l_1	1596209	8147665	5.10	0	19
ptg000313l_1_region	1596209	8147665	5.10	0	19
ptg000314l_1	1727544	8565097	4.96	0	41
ptg000314l_1_region	1727544	8565097	4.96	0	41
ptg000316l_1	2678725	14123447	5.27	0	25
ptg000316l_1_region	2678725	14123447	5.27	0	25
ptg000318l_1	1089565	4479130	4.11	0	23
ptg000318l_1_region	1089565	4479130	4.11	0	23
ptg000319l_1	1884544	9251020	4.91	0	15
ptg000319l_1_region	1884544	9251020	4.91	0	15
ptg000321l_1	310073	2185755	7.05	0	274
ptg000321l_1_region	310073	2185755	7.05	0	274
ptg000323l_1	8967193	48648302	5.43	0	57
ptg000323l_1_region	8967193	48648302	5.43	0	57
ptg000324l_1	1116591	4906109	4.39	0	15
ptg000324l_1_region	1116591	4906109	4.39	0	15
ptg000325l_1	2509470	15976470	6.37	0	84
ptg000325l_1_region	2509470	15976470	6.37	0	84
ptg000326l_1	768526	3693992	4.81	0	18
ptg000326l_1_region	768526	3693992	4.81	0	18
ptg000327l_1	622577	2662335	4.28	0	19
ptg000327l_1_region	622577	2662335	4.28	0	19
ptg000329l_1	294202	1422690	4.84	0	14
ptg000329l_1_region	294202	1422690	4.84	0	14
ptg000330l_1	119827	562995	4.70	0	13
ptg000330l_1_region	119827	562995	4.70	0	13
ptg000331l_1	1232275	5790095	4.70	0	16
ptg000331l_1_region	1232275	5790095	4.70	0	16
ptg000332l_1	634585	3275839	5.16	0	18
ptg000332l_1_region	634585	3275839	5.16	0	18
ptg000333l_1	209017	1022839	4.89	0	19
ptg000333l_1_region	209017	1022839	4.89	0	19
ptg000334l_1	1677475	8851422	5.28	0	24
ptg000334l_1_region	1677475	8851422	5.28	0	24
ptg000337l_1	685269	3650827	5.33	0	22
ptg000337l_1_region	685269	3650827	5.33	0	22
ptg000339l_1	611204	1950955	3.19	0	13
ptg000339l_1_region	611204	1950955	3.19	0	13
ptg000340l_1	540027	2486338	4.60	0	16
ptg000340l_1_region	540027	2486338	4.60	0	16
ptg000341l_1	2294078	11485788	5.01	0	17
ptg000341l_1_region	2294078	11485788	5.01	0	17
ptg000342l_1	3083261	15854918	5.14	0	35
ptg000342l_1_region	3083261	15854918	5.14	0	35
ptg000343l_1	1546982	7571778	4.89	0	26
ptg000343l_1_region	1546982	7571778	4.89	0	26
ptg000344l_1	1883224	10717632	5.69	0	26
ptg000344l_1_region	1883224	10717632	5.69	0	26
ptg000345l_1	1354131	9210030	6.80	0	24
ptg000345l_1_region	1354131	9210030	6.80	0	24
ptg000346l_1	1504801	6922685	4.60	0	21
ptg000346l_1_region	1504801	6922685	4.60	0	21
ptg000347l_1	571508	2977157	5.21	0	16
ptg000347l_1_region	571508	2977157	5.21	0	16
ptg000348l_1	2604201	13109938	5.03	0	25
ptg000348l_1_region	2604201	13109938	5.03	0	25
ptg000350l_1	1458664	7777237	5.33	0	20
ptg000350l_1_region	1458664	7777237	5.33	0	20
ptg000351l_1	2121138	11409221	5.38	0	19
ptg000351l_1_region	2121138	11409221	5.38	0	19
ptg000352l_1	4132784	21047682	5.09	0	21
ptg000352l_1_region	4132784	21047682	5.09	0	21
ptg000353l_1	25168	90331	3.59	0	8
ptg000353l_1_region	25168	90331	3.59	0	8
ptg000354l_1	739641	3088978	4.18	0	15
ptg000354l_1_region	739641	3088978	4.18	0	15
ptg000355l_1	414555	1709900	4.12	0	13
ptg000355l_1_region	414555	1709900	4.12	0	13
ptg000356l_1	1038532	6185394	5.96	0	23
ptg000356l_1_region	1038532	6185394	5.96	0	23
ptg000357l_1	2366393	12235195	5.17	0	22
ptg000357l_1_region	2366393	12235195	5.17	0	22
ptg000358l_1	942933	5017711	5.32	0	19
