chrom	length	bases	mean	min	max
ptg000135l_1_region	2688661	34837964	12.96	0	49
ptg000136l_1	3783687	52286362	13.82	0	106
ptg000136l_1_region	3783687	52286362	13.82	0	106
ptg000137l_1	112738	2004809	17.78	0	29
ptg000137l_1_region	112738	2004809	17.78	0	29
ptg000139l_1	1120073	13923072	12.43	0	49
ptg000139l_1_region	1120073	13923072	12.43	0	49
ptg000140l_1	415772	5689575	13.68	0	66
ptg000140l_1_region	415772	5689575	13.68	0	66
ptg000141l_1	624560	10726122	17.17	0	56
ptg000141l_1_region	624560	10726122	17.17	0	56
ptg000143l_1	3964861	50711185	12.79	0	91
ptg000143l_1_region	3964861	50711185	12.79	0	91
ptg000144l_1	205279	2627052	12.80	0	36
ptg000144l_1_region	205279	2627052	12.80	0	36
ptg000145l_1	499346	6718114	13.45	0	82
ptg000145l_1_region	499346	6718114	13.45	0	82
ptg000146l_1	308568	3906638	12.66	0	31
ptg000146l_1_region	308568	3906638	12.66	0	31
ptg000147l_1	628175	8343016	13.28	0	77
ptg000147l_1_region	628175	8343016	13.28	0	77
ptg000148l_1	1586636	22406730	14.12	0	90
ptg000148l_1_region	1586636	22406730	14.12	0	90
ptg000150l_1	646464	8814153	13.63	0	35
ptg000150l_1_region	646464	8814153	13.63	0	35
ptg000151l_1	271719	2971441	10.94	0	39
ptg000151l_1_region	271719	2971441	10.94	0	39
ptg000152l_1	215081	2627770	12.22	0	29
ptg000152l_1_region	215081	2627770	12.22	0	29
ptg000153l_1	230373	2631551	11.42	0	34
ptg000153l_1_region	230373	2631551	11.42	0	34
ptg000154l_1	1446940	19480676	13.46	0	40
ptg000154l_1_region	1446940	19480676	13.46	0	40
ptg000155l_1	244340	2929808	11.99	0	39
ptg000155l_1_region	244340	2929808	11.99	0	39
ptg000162l_1	3431271	71257341	20.77	0	259
ptg000162l_1_region	3431271	71257341	20.77	0	259
ptg000166l_1	341311	4833984	14.16	0	38
ptg000166l_1_region	341311	4833984	14.16	0	38
ptg000167l_1	226411	2463997	10.88	0	25
ptg000167l_1_region	226411	2463997	10.88	0	25
ptg000168l_1	1618980	22338620	13.80	0	42
ptg000168l_1_region	1618980	22338620	13.80	0	42
ptg000171l_1	311500	5948310	19.10	0	69
ptg000171l_1_region	311500	5948310	19.10	0	69
ptg000172l_1	1061725	14264339	13.44	0	42
ptg000172l_1_region	1061725	14264339	13.44	0	42
ptg000173l_1	1969476	25182059	12.79	0	37
ptg000173l_1_region	1969476	25182059	12.79	0	37
ptg000174l_1	113307	543596	4.80	0	57
ptg000174l_1_region	113307	543596	4.80	0	57
ptg000175l_1	913822	11146296	12.20	0	52
ptg000175l_1_region	913822	11146296	12.20	0	52
ptg000176l_1	282886	3751345	13.26	0	34
ptg000176l_1_region	282886	3751345	13.26	0	34
ptg000179l_1	975029	11175153	11.46	0	47
ptg000179l_1_region	975029	11175153	11.46	0	47
ptg000180l_1	2098151	31664398	15.09	0	90
ptg000180l_1_region	2098151	31664398	15.09	0	90
ptg000181l_1	1229614	16727485	13.60	0	60
ptg000181l_1_region	1229614	16727485	13.60	0	60
ptg000182l_1	1016035	14034143	13.81	0	36
ptg000182l_1_region	1016035	14034143	13.81	0	36
ptg000183l_1	1412545	19436891	13.76	0	39
ptg000183l_1_region	1412545	19436891	13.76	0	39
ptg000184l_1	1114327	21610548	19.39	0	426
ptg000184l_1_region	1114327	21610548	19.39	0	426
ptg000185l_1	898203	12170465	13.55	0	43
ptg000185l_1_region	898203	12170465	13.55	0	43
ptg000187l_1	301322	3737376	12.40	0	42
ptg000187l_1_region	301322	3737376	12.40	0	42
ptg000188l_1	112124	1155714	10.31	0	31
ptg000188l_1_region	112124	1155714	10.31	0	31
ptg000189l_1	350341	4100047	11.70	0	37
ptg000189l_1_region	350341	4100047	11.70	0	37
ptg000190l_1	681470	9822033	14.41	0	53
ptg000190l_1_region	681470	9822033	14.41	0	53
ptg000191l_1	3187155	43335946	13.60	0	79
ptg000191l_1_region	3187155	43335946	13.60	0	79
ptg000194l_1	207100	2539881	12.26	0	37
ptg000194l_1_region	207100	2539881	12.26	0	37
ptg000195l_1	448496	5806138	12.95	0	31
ptg000195l_1_region	448496	5806138	12.95	0	31
ptg000197l_1	288531	4980774	17.26	0	50
ptg000197l_1_region	288531	4980774	17.26	0	50
ptg000198l_1	1222818	17230343	14.09	0	67
ptg000198l_1_region	1222818	17230343	14.09	0	67
ptg000199l_1	620732	7304117	11.77	0	28
ptg000199l_1_region	620732	7304117	11.77	0	28
ptg000200l_1	529585	6693398	12.64	0	37
ptg000200l_1_region	529585	6693398	12.64	0	37
ptg000203l_1	919422	11515058	12.52	0	61
ptg000203l_1_region	919422	11515058	12.52	0	61
ptg000206l_1	560493	7130831	12.72	0	35
ptg000206l_1_region	560493	7130831	12.72	0	35
ptg000208l_1	168091	3097663	18.43	0	59
ptg000208l_1_region	168091	3097663	18.43	0	59
ptg000210l_1	2003485	25563216	12.76	0	83
ptg000210l_1_region	2003485	25563216	12.76	0	83
ptg000214l_1	338067	4202884	12.43	0	32
ptg000214l_1_region	338067	4202884	12.43	0	32
ptg000215l_1	146837	1873788	12.76	0	28
ptg000215l_1_region	146837	1873788	12.76	0	28
ptg000216l_1	572280	6751709	11.80	0	58
ptg000216l_1_region	572280	6751709	11.80	0	58
ptg000217l_1	434215	5954621	13.71	0	36
ptg000217l_1_region	434215	5954621	13.71	0	36
ptg000218l_1	12782	130782	10.23	0	17
ptg000218l_1_region	12782	130782	10.23	0	17
ptg000219l_1	2134074	26349274	12.35	0	42
ptg000219l_1_region	2134074	26349274	12.35	0	42
ptg000220l_1	55644	1169925	21.03	0	73
ptg000220l_1_region	55644	1169925	21.03	0	73
ptg000222l_1	2228298	30818357	13.83	0	63
ptg000222l_1_region	2228298	30818357	13.83	0	63
ptg000223l_1	433311	7273079	16.78	0	135
ptg000223l_1_region	433311	7273079	16.78	0	135
ptg000224l_1	37299	253892	6.81	0	15
ptg000224l_1_region	37299	253892	6.81	0	15
ptg000227l_1	3464105	55662860	16.07	0	703
ptg000227l_1_region	3464105	55662860	16.07	0	703
ptg000229l_1	1476078	19839369	13.44	0	40
ptg000229l_1_region	1476078	19839369	13.44	0	40
ptg000230l_1	882934	11949166	13.53	0	35
ptg000230l_1_region	882934	11949166	13.53	0	35
ptg000231l_1	538216	6791436	12.62	0	31
ptg000231l_1_region	538216	6791436	12.62	0	31
ptg000233l_1	208468	2483904	11.92	0	26
ptg000233l_1_region	208468	2483904	11.92	0	26
ptg000236l_1	668830	8343145	12.47	0	36
ptg000236l_1_region	668830	8343145	12.47	0	36
ptg000238l_1	995965	12882150	12.93	0	42
ptg000238l_1_region	995965	12882150	12.93	0	42
ptg000239l_1	115467	2274934	19.70	0	79
ptg000239l_1_region	115467	2274934	19.70	0	79
ptg000240l_1	512162	5886909	11.49	0	30
ptg000240l_1_region	512162	5886909	11.49	0	30
ptg000241l_1	111167	1121795	10.09	0	21
ptg000241l_1_region	111167	1121795	10.09	0	21
ptg000242l_1	1150216	15099414	13.13	0	50
ptg000242l_1_region	1150216	15099414	13.13	0	50
ptg000245l_1	1346963	16775847	12.45	0	74
ptg000245l_1_region	1346963	16775847	12.45	0	74
ptg000246l_1	775883	10166506	13.10	0	44
ptg000246l_1_region	775883	10166506	13.10	0	44
ptg000247l_1	1198885	15162503	12.65	0	33
ptg000247l_1_region	1198885	15162503	12.65	0	33
ptg000248l_1	285395	10153174	35.58	0	193
ptg000248l_1_region	285395	10153174	35.58	0	193
ptg000250l_1	987460	12960755	13.13	0	37
ptg000250l_1_region	987460	12960755	13.13	0	37
ptg000251l_1	471929	5227928	11.08	0	47
ptg000251l_1_region	471929	5227928	11.08	0	47
ptg000252l_1	957570	10749269	11.23	0	35
ptg000252l_1_region	957570	10749269	11.23	0	35
ptg000253l_1	167238	1670256	9.99	0	31
ptg000253l_1_region	167238	1670256	9.99	0	31
ptg000254l_1	75736	984696	13.00	0	43
ptg000254l_1_region	75736	984696	13.00	0	43
ptg000257l_1	404407	5293536	13.09	0	34
ptg000257l_1_region	404407	5293536	13.09	0	34
ptg000258l_1	1259294	17968602	14.27	0	33
ptg000258l_1_region	1259294	17968602	14.27	0	33
ptg000259l_1	440040	5273697	11.98	0	36
ptg000259l_1_region	440040	5273697	11.98	0	36
ptg000260l_1	2024170	26285210	12.99	0	42
ptg000260l_1_region	2024170	26285210	12.99	0	42
ptg000262l_1	392051	6384062	16.28	0	123
ptg000262l_1_region	392051	6384062	16.28	0	123
ptg000263l_1	296150	5229191	17.66	0	138
ptg000263l_1_region	296150	5229191	17.66	0	138
ptg000266l_1	555696	6823902	12.28	0	39
ptg000266l_1_region	555696	6823902	12.28	0	39
ptg000267l_1	69977	982157	14.04	0	25
ptg000267l_1_region	69977	982157	14.04	0	25
ptg000269l_1	1867934	22267130	11.92	0	51
ptg000269l_1_region	1867934	22267130	11.92	0	51
ptg000270l_1	127187	1613357	12.68	0	24
ptg000270l_1_region	127187	1613357	12.68	0	24
ptg000271l_1	164252	1774670	10.80	0	28
ptg000271l_1_region	164252	1774670	10.80	0	28
ptg000272l_1	1704531	22259700	13.06	0	51
ptg000272l_1_region	1704531	22259700	13.06	0	51
ptg000273l_1	507943	5538396	10.90	0	41
ptg000273l_1_region	507943	5538396	10.90	0	41
ptg000274l_1	150305	1395519	9.28	0	31
ptg000274l_1_region	150305	1395519	9.28	0	31
ptg000275l_1	1198434	15100445	12.60	0	48
ptg000275l_1_region	1198434	15100445	12.60	0	48
ptg000276l_1	730836	9463535	12.95	0	37
ptg000276l_1_region	730836	9463535	12.95	0	37
ptg000279l_1	303570	3731186	12.29	0	48
ptg000279l_1_region	303570	3731186	12.29	0	48
ptg000281l_1	555253	6879588	12.39	0	57
ptg000281l_1_region	555253	6879588	12.39	0	57
ptg000282l_1	2050740	25394618	12.38	0	52
ptg000282l_1_region	2050740	25394618	12.38	0	52
ptg000283l_1	815848	10119745	12.40	0	40
ptg000283l_1_region	815848	10119745	12.40	0	40
ptg000286l_1	539966	7671353	14.21	0	374
ptg000286l_1_region	539966	7671353	14.21	0	374
ptg000287l_1	162734	1936717	11.90	0	31
ptg000287l_1_region	162734	1936717	11.90	0	31
ptg000288l_1	537917	6618299	12.30	0	36
ptg000288l_1_region	537917	6618299	12.30	0	36
ptg000289l_1	1362773	18621384	13.66	0	160
ptg000289l_1_region	1362773	18621384	13.66	0	160
ptg000292l_1	76620	618600	8.07	0	19
ptg000292l_1_region	76620	618600	8.07	0	19
ptg000293l_1	1334173	19502619	14.62	0	73
ptg000293l_1_region	1334173	19502619	14.62	0	73
ptg000294l_1	161136	1995260	12.38	0	31
ptg000294l_1_region	161136	1995260	12.38	0	31
ptg000295l_1	156759	1800994	11.49	0	33
ptg000295l_1_region	156759	1800994	11.49	0	33
ptg000297l_1	38313	437925	11.43	0	23
ptg000297l_1_region	38313	437925	11.43	0	23
ptg000298l_1	30576	446474	14.60	0	29
ptg000298l_1_region	30576	446474	14.60	0	29
ptg000299l_1	695798	8810935	12.66	0	32
ptg000299l_1_region	695798	8810935	12.66	0	32
ptg000300l_1	148005	1311822	8.86	0	34
ptg000300l_1_region	148005	1311822	8.86	0	34
ptg000301l_1	545157	6378237	11.70	0	96
ptg000301l_1_region	545157	6378237	11.70	0	96
ptg000304l_1	331508	3386348	10.21	0	31
ptg000304l_1_region	331508	3386348	10.21	0	31
ptg000306l_1	1939064	27986688	14.43	0	66
ptg000306l_1_region	1939064	27986688	14.43	0	66
ptg000307l_1	142848	1458238	10.21	0	25
ptg000307l_1_region	142848	1458238	10.21	0	25
ptg000308l_1	326805	4611780	14.11	0	82
ptg000308l_1_region	326805	4611780	14.11	0	82
ptg000309l_1	1758290	23287287	13.24	0	39
ptg000309l_1_region	1758290	23287287	13.24	0	39
ptg000310l_1	2688971	36108014	13.43	0	62
ptg000310l_1_region	2688971	36108014	13.43	0	62
ptg000311l_1	507709	7420521	14.62	0	55
ptg000311l_1_region	507709	7420521	14.62	0	55
ptg000312l_1	1063356	14338920	13.48	0	39
ptg000312l_1_region	1063356	14338920	13.48	0	39
ptg000313l_1	741409	8206465	11.07	0	48
ptg000313l_1_region	741409	8206465	11.07	0	48
ptg000314l_1	2439501	41480746	17.00	0	56
ptg000314l_1_region	2439501	41480746	17.00	0	56
ptg000315l_1	262547	2729635	10.40	0	37
ptg000315l_1_region	262547	2729635	10.40	0	37
ptg000316l_1	707252	8601768	12.16	0	38
ptg000316l_1_region	707252	8601768	12.16	0	38
ptg000317l_1	586921	8646703	14.73	0	54
ptg000317l_1_region	586921	8646703	14.73	0	54
ptg000318l_1	834037	9949755	11.93	0	44
ptg000318l_1_region	834037	9949755	11.93	0	44
ptg000320l_1	1121516	15124307	13.49	0	47
ptg000320l_1_region	1121516	15124307	13.49	0	47
ptg000321l_1	3587061	47312205	13.19	0	113
ptg000321l_1_region	3587061	47312205	13.19	0	113
ptg000322l_1	437023	6514116	14.91	0	28
ptg000322l_1_region	437023	6514116	14.91	0	28
ptg000323l_1	852535	10308824	12.09	0	38
ptg000323l_1_region	852535	10308824	12.09	0	38
ptg000324l_1	836823	11641656	13.91	0	34
ptg000324l_1_region	836823	11641656	13.91	0	34
ptg000325l_1	353220	3265871	9.25	0	42
ptg000325l_1_region	353220	3265871	9.25	0	42
ptg000326l_1	1016864	12367928	12.16	0	40
ptg000326l_1_region	1016864	12367928	12.16	0	40
ptg000327l_1	723404	10887654	15.05	0	36
ptg000327l_1_region	723404	10887654	15.05	0	36
ptg000328l_1	105771	1256900	11.88	0	26
ptg000328l_1_region	105771	1256900	11.88	0	26
ptg000329l_1	914025	11426385	12.50	0	36
ptg000329l_1_region	914025	11426385	12.50	0	36
ptg000331l_1	2499077	34088299	13.64	0	60
ptg000331l_1_region	2499077	34088299	13.64	0	60
ptg000332l_1	68945	597066	8.66	0	46
ptg000332l_1_region	68945	597066	8.66	0	46
ptg000333l_1	309970	3826812	12.35	0	48
ptg000333l_1_region	309970	3826812	12.35	0	48
ptg000334l_1	1481659	23110406	15.60	0	199
ptg000334l_1_region	1481659	23110406	15.60	0	199
ptg000335l_1	467256	4854727	10.39	0	36
ptg000335l_1_region	467256	4854727	10.39	0	36
ptg000336l_1	1855004	24838488	13.39	0	57
ptg000336l_1_region	1855004	24838488	13.39	0	57
ptg000337l_1	70537	652551	9.25	0	26
ptg000337l_1_region	70537	652551	9.25	0	26
ptg000338l_1	261717	2399001	9.17	0	28
ptg000338l_1_region	261717	2399001	9.17	0	28
ptg000340l_1	31341	331602	10.58	1	28
ptg000340l_1_region	31341	331602	10.58	1	28
ptg000341l_1	1323596	16858819	12.74	0	102
ptg000341l_1_region	1323596	16858819	12.74	0	102
ptg000342l_1	538518	6370167	11.83	0	36
ptg000342l_1_region	538518	6370167	11.83	0	36
ptg000343l_1	2014236	26226477	13.02	0	32
ptg000343l_1_region	2014236	26226477	13.02	0	32
ptg000344l_1	1684115	26270774	15.60	0	113
ptg000344l_1_region	1684115	26270774	15.60	0	113
ptg000345l_1	1256037	18205984	14.49	0	40
ptg000345l_1_region	1256037	18205984	14.49	0	40
ptg000346l_1	45786	591864	12.93	0	26
ptg000346l_1_region	45786	591864	12.93	0	26
ptg000347l_1	41075	506197	12.32	0	24
ptg000347l_1_region	41075	506197	12.32	0	24
ptg000349l_1	2204234	26788612	12.15	0	63
ptg000349l_1_region	2204234	26788612	12.15	0	63
ptg000350l_1	1720262	21898296	12.73	0	35
ptg000350l_1_region	1720262	21898296	12.73	0	35
ptg000351l_1	35921	282253	7.86	0	29
ptg000351l_1_region	35921	282253	7.86	0	29
ptg000352l_1	242008	3431614	14.18	0	32
ptg000352l_1_region	242008	3431614	14.18	0	32
ptg000353l_1	671123	7054715	10.51	0	345
ptg000353l_1_region	671123	7054715	10.51	0	345
ptg000354l_1	84415	1395453	16.53	0	34
ptg000354l_1_region	84415	1395453	16.53	0	34
ptg000355l_1	303893	3700141	12.18	0	32
ptg000355l_1_region	303893	3700141	12.18	0	32
ptg000356l_1	363851	4604314	12.65	0	33
ptg000356l_1_region	363851	4604314	12.65	0	33
ptg000357l_1	2594736	45140901	17.40	0	132
ptg000357l_1_region	2594736	45140901	17.40	0	132
ptg000358l_1	312206	2842397	9.10	0	23
ptg000358l_1_region	312206	2842397	9.10	0	23
ptg000359l_1	254103	3330797	13.11	0	84
ptg000359l_1_region	254103	3330797	13.11	0	84
ptg000360l_1	813349	13073950	16.07	0	39
ptg000360l_1_region	813349	13073950	16.07	0	39
ptg000361l_1	1735517	23259972	13.40	0	53
ptg000361l_1_region	1735517	23259972	13.40	0	53
ptg000362l_1	254149	2685918	10.57	0	27
ptg000362l_1_region	254149	2685918	10.57	0	27
ptg000363l_1	886317	11789644	13.30	0	38
ptg000363l_1_region	886317	11789644	13.30	0	38
ptg000364l_1	685131	9581312	13.98	0	32
ptg000364l_1_region	685131	9581312	13.98	0	32
ptg000365l_1	131061	1730280	13.20	0	33
ptg000365l_1_region	131061	1730280	13.20	0	33
ptg000367l_1	476683	5905727	12.39	0	48
ptg000367l_1_region	476683	5905727	12.39	0	48
ptg000368l_1	5276269	73361367	13.90	0	83
