chrom	length	bases	mean	min	max
ptg000054l_1_region	2153890	18907240	8.78	0	35
ptg000055l_1	2483671	19776489	7.96	0	105
ptg000055l_1_region	2483671	19776489	7.96	0	105
ptg000056l_1	872788	7602248	8.71	0	97
ptg000056l_1_region	872788	7602248	8.71	0	97
ptg000057l_1	1766985	16947395	9.59	0	61
ptg000057l_1_region	1766985	16947395	9.59	0	61
ptg000058l_1	370373	2380848	6.43	0	20
ptg000058l_1_region	370373	2380848	6.43	0	20
ptg000059l_1	410718	2778528	6.77	0	23
ptg000059l_1_region	410718	2778528	6.77	0	23
ptg000060l_1	527093	4678666	8.88	0	23
ptg000060l_1_region	527093	4678666	8.88	0	23
ptg000061l_1	3211763	27303140	8.50	0	30
ptg000061l_1_region	3211763	27303140	8.50	0	30
ptg000062l_1	1612754	10968588	6.80	0	47
ptg000062l_1_region	1612754	10968588	6.80	0	47
ptg000063l_1	378872	2489399	6.57	0	29
ptg000063l_1_region	378872	2489399	6.57	0	29
ptg000065l_1	795592	5578080	7.01	0	21
ptg000065l_1_region	795592	5578080	7.01	0	21
ptg000066l_1	113674	983789	8.65	0	27
ptg000066l_1_region	113674	983789	8.65	0	27
ptg000067l_1	567839	3673927	6.47	0	21
ptg000067l_1_region	567839	3673927	6.47	0	21
ptg000068l_1	1200107	9308774	7.76	0	24
ptg000068l_1_region	1200107	9308774	7.76	0	24
ptg000069l_1	440038	2349897	5.34	0	16
ptg000069l_1_region	440038	2349897	5.34	0	16
ptg000070l_1	635141	4181864	6.58	0	21
ptg000070l_1_region	635141	4181864	6.58	0	21
ptg000071l_1	492128	2676143	5.44	0	16
ptg000071l_1_region	492128	2676143	5.44	0	16
ptg000073l_1	596027	5038791	8.45	0	21
ptg000073l_1_region	596027	5038791	8.45	0	21
ptg000075l_1	1362389	8281418	6.08	0	36
ptg000075l_1_region	1362389	8281418	6.08	0	36
ptg000078l_1	1849515	15726178	8.50	0	25
ptg000078l_1_region	1849515	15726178	8.50	0	25
ptg000079l_1	1553048	11931782	7.68	0	33
ptg000079l_1_region	1553048	11931782	7.68	0	33
ptg000080l_1	1248482	8257175	6.61	0	41
ptg000080l_1_region	1248482	8257175	6.61	0	41
ptg000082l_1	1741085	13189872	7.58	0	26
ptg000082l_1_region	1741085	13189872	7.58	0	26
ptg000083l_1	944999	6996606	7.40	0	22
ptg000083l_1_region	944999	6996606	7.40	0	22
ptg000084l_1	3696174	33183446	8.98	0	37
ptg000084l_1_region	3696174	33183446	8.98	0	37
ptg000085l_1	1772517	14514454	8.19	0	29
ptg000085l_1_region	1772517	14514454	8.19	0	29
ptg000086l_1	668477	5283248	7.90	0	25
ptg000086l_1_region	668477	5283248	7.90	0	25
ptg000087l_1	307370	2075669	6.75	0	25
ptg000087l_1_region	307370	2075669	6.75	0	25
ptg000088l_1	2675700	20577046	7.69	0	46
ptg000088l_1_region	2675700	20577046	7.69	0	46
ptg000089l_1	1527381	14261951	9.34	0	36
ptg000089l_1_region	1527381	14261951	9.34	0	36
ptg000090l_1	1489912	12729399	8.54	0	30
ptg000090l_1_region	1489912	12729399	8.54	0	30
ptg000091l_1	410195	2931993	7.15	0	17
ptg000091l_1_region	410195	2931993	7.15	0	17
ptg000092l_1	2127149	17643286	8.29	0	27
ptg000092l_1_region	2127149	17643286	8.29	0	27
ptg000093l_1	477205	3767458	7.89	0	33
ptg000093l_1_region	477205	3767458	7.89	0	33
ptg000095l_1	443974	3979145	8.96	0	54
ptg000095l_1_region	443974	3979145	8.96	0	54
ptg000096l_1	1811472	15320239	8.46	0	25
ptg000096l_1_region	1811472	15320239	8.46	0	25
ptg000098l_1	1463058	11113893	7.60	0	21
ptg000098l_1_region	1463058	11113893	7.60	0	21
ptg000101l_1	568537	5647874	9.93	0	57
ptg000101l_1_region	568537	5647874	9.93	0	57
ptg000102l_1	306991	2204430	7.18	0	20
ptg000102l_1_region	306991	2204430	7.18	0	20
ptg000103l_1	738690	5424869	7.34	0	21
ptg000103l_1_region	738690	5424869	7.34	0	21
ptg000105l_1	4970350	43461171	8.74	0	98
ptg000105l_1_region	4970350	43461171	8.74	0	98
ptg000106l_1	830955	4573495	5.50	0	24
ptg000106l_1_region	830955	4573495	5.50	0	24
ptg000107l_1	610488	7620432	12.48	0	60
ptg000107l_1_region	610488	7620432	12.48	0	60
ptg000108l_1	524569	4748183	9.05	0	22
ptg000108l_1_region	524569	4748183	9.05	0	22
ptg000109l_1	2434425	22833091	9.38	0	45
ptg000109l_1_region	2434425	22833091	9.38	0	45
ptg000110l_1	694748	6189272	8.91	0	25
ptg000110l_1_region	694748	6189272	8.91	0	25
ptg000111l_1	1886279	17629874	9.35	0	45
ptg000111l_1_region	1886279	17629874	9.35	0	45
ptg000112l_1	1407615	11954119	8.49	0	38
ptg000112l_1_region	1407615	11954119	8.49	0	38
ptg000113l_1	873124	7664527	8.78	0	25
ptg000113l_1_region	873124	7664527	8.78	0	25
ptg000114l_1	2003064	18843762	9.41	0	25
ptg000114l_1_region	2003064	18843762	9.41	0	25
ptg000115l_1	94480	521776	5.52	0	19
ptg000115l_1_region	94480	521776	5.52	0	19
ptg000116l_1	549585	3836436	6.98	0	25
ptg000116l_1_region	549585	3836436	6.98	0	25
ptg000117l_1	999763	6832624	6.83	0	22
ptg000117l_1_region	999763	6832624	6.83	0	22
ptg000118l_1	589492	4295992	7.29	0	20
ptg000118l_1_region	589492	4295992	7.29	0	20
ptg000120l_1	2480957	20946761	8.44	0	26
ptg000120l_1_region	2480957	20946761	8.44	0	26
ptg000121l_1	1320917	15474972	11.72	0	127
ptg000121l_1_region	1320917	15474972	11.72	0	127
ptg000123l_1	915833	9810623	10.71	0	66
ptg000123l_1_region	915833	9810623	10.71	0	66
ptg000124l_1	291375	1856298	6.37	0	39
ptg000124l_1_region	291375	1856298	6.37	0	39
ptg000126l_1	1277451	9936283	7.78	0	24
ptg000126l_1_region	1277451	9936283	7.78	0	24
ptg000127l_1	919908	6800801	7.39	0	82
ptg000127l_1_region	919908	6800801	7.39	0	82
ptg000128l_1	128665	528159	4.10	0	18
ptg000128l_1_region	128665	528159	4.10	0	18
ptg000130l_1	3405925	30326013	8.90	0	44
ptg000130l_1_region	3405925	30326013	8.90	0	44
ptg000132l_1	690063	4625565	6.70	0	24
ptg000132l_1_region	690063	4625565	6.70	0	24
ptg000133l_1	358350	3127651	8.73	0	26
ptg000133l_1_region	358350	3127651	8.73	0	26
ptg000134l_1	524336	5090137	9.71	0	46
ptg000134l_1_region	524336	5090137	9.71	0	46
ptg000135l_1	832229	5129542	6.16	0	47
ptg000135l_1_region	832229	5129542	6.16	0	47
ptg000139l_1	208592	802799	3.85	0	27
ptg000139l_1_region	208592	802799	3.85	0	27
ptg000141l_1	303809	2364812	7.78	0	21
ptg000141l_1_region	303809	2364812	7.78	0	21
ptg000142l_1	2190402	16090266	7.35	0	29
ptg000142l_1_region	2190402	16090266	7.35	0	29
ptg000143l_1	883044	8324344	9.43	0	25
ptg000143l_1_region	883044	8324344	9.43	0	25
ptg000144l_1	2444314	21573506	8.83	0	38
ptg000144l_1_region	2444314	21573506	8.83	0	38
ptg000145l_1	11518	37266	3.24	0	7
ptg000145l_1_region	11518	37266	3.24	0	7
ptg000146l_1	7492590	60912763	8.13	0	31
ptg000146l_1_region	7492590	60912763	8.13	0	31
ptg000149l_1	909849	8026276	8.82	0	49
ptg000149l_1_region	909849	8026276	8.82	0	49
ptg000151l_1	288085	2010264	6.98	0	21
ptg000151l_1_region	288085	2010264	6.98	0	21
ptg000152l_1	1331212	10302609	7.74	0	34
ptg000152l_1_region	1331212	10302609	7.74	0	34
ptg000153l_1	375346	1818389	4.84	0	21
ptg000153l_1_region	375346	1818389	4.84	0	21
ptg000154l_1	452370	2441850	5.40	0	19
ptg000154l_1_region	452370	2441850	5.40	0	19
ptg000156l_1	635326	4110393	6.47	0	26
ptg000156l_1_region	635326	4110393	6.47	0	26
ptg000157l_1	1182189	8319303	7.04	0	83
ptg000157l_1_region	1182189	8319303	7.04	0	83
ptg000158l_1	1623674	12849212	7.91	0	32
ptg000158l_1_region	1623674	12849212	7.91	0	32
ptg000159l_1	1008278	8746526	8.67	0	67
ptg000159l_1_region	1008278	8746526	8.67	0	67
ptg000160l_1	224206	1716660	7.66	0	25
ptg000160l_1_region	224206	1716660	7.66	0	25
ptg000161l_1	160579	928898	5.78	0	23
ptg000161l_1_region	160579	928898	5.78	0	23
ptg000162l_1	321650	2489487	7.74	0	51
ptg000162l_1_region	321650	2489487	7.74	0	51
ptg000163l_1	823142	5725883	6.96	0	67
ptg000163l_1_region	823142	5725883	6.96	0	67
ptg000166l_1	2051859	18827641	9.18	0	24
ptg000166l_1_region	2051859	18827641	9.18	0	24
ptg000167l_1	552886	5043018	9.12	0	33
ptg000167l_1_region	552886	5043018	9.12	0	33
ptg000168l_1	2396652	22331266	9.32	0	39
ptg000168l_1_region	2396652	22331266	9.32	0	39
ptg000170l_1	71920	415384	5.78	0	29
ptg000170l_1_region	71920	415384	5.78	0	29
ptg000172l_1	996812	7604625	7.63	0	35
ptg000172l_1_region	996812	7604625	7.63	0	35
ptg000173l_1	2831687	27219767	9.61	0	204
ptg000173l_1_region	2831687	27219767	9.61	0	204
ptg000174l_1	2837679	30874309	10.88	0	184
ptg000174l_1_region	2837679	30874309	10.88	0	184
ptg000176l_1	734222	5963380	8.12	0	23
ptg000176l_1_region	734222	5963380	8.12	0	23
ptg000177l_1	380365	2947971	7.75	0	27
ptg000177l_1_region	380365	2947971	7.75	0	27
ptg000178l_1	899325	7717497	8.58	0	24
ptg000178l_1_region	899325	7717497	8.58	0	24
ptg000179l_1	1589938	13567659	8.53	0	25
ptg000179l_1_region	1589938	13567659	8.53	0	25
ptg000180l_1	4958610	40901188	8.25	0	287
ptg000180l_1_region	4958610	40901188	8.25	0	287
ptg000181l_1	1076598	13576136	12.61	0	167
ptg000181l_1_region	1076598	13576136	12.61	0	167
ptg000182l_1	726590	4728634	6.51	0	25
ptg000182l_1_region	726590	4728634	6.51	0	25
ptg000183l_1	1486283	12903278	8.68	0	29
ptg000183l_1_region	1486283	12903278	8.68	0	29
ptg000184l_1	1328294	7305416	5.50	0	30
ptg000184l_1_region	1328294	7305416	5.50	0	30
ptg000186l_1	1078385	5382939	4.99	0	69
ptg000186l_1_region	1078385	5382939	4.99	0	69
ptg000187l_1	555860	5690943	10.24	0	147
ptg000187l_1_region	555860	5690943	10.24	0	147
ptg000189l_1	950716	8518217	8.96	0	24
ptg000189l_1_region	950716	8518217	8.96	0	24
ptg000190l_1	695878	5458617	7.84	0	25
ptg000190l_1_region	695878	5458617	7.84	0	25
ptg000191l_1	560346	3543368	6.32	0	20
ptg000191l_1_region	560346	3543368	6.32	0	20
ptg000193l_1	1088742	6335996	5.82	0	124
ptg000193l_1_region	1088742	6335996	5.82	0	124
ptg000194l_1	343069	1678741	4.89	0	15
ptg000194l_1_region	343069	1678741	4.89	0	15
ptg000196l_1	500977	2949576	5.89	0	15
ptg000196l_1_region	500977	2949576	5.89	0	15
ptg000197l_1	2050182	18105693	8.83	0	28
ptg000197l_1_region	2050182	18105693	8.83	0	28
ptg000198l_1	77175	440635	5.71	0	16
ptg000198l_1_region	77175	440635	5.71	0	16
ptg000199l_1	270854	2451007	9.05	0	24
ptg000199l_1_region	270854	2451007	9.05	0	24
ptg000201l_1	1194432	10333449	8.65	0	27
ptg000201l_1_region	1194432	10333449	8.65	0	27
ptg000202l_1	338903	3541587	10.45	0	49
ptg000202l_1_region	338903	3541587	10.45	0	49
ptg000203l_1	1285271	10627369	8.27	0	25
ptg000203l_1_region	1285271	10627369	8.27	0	25
ptg000204l_1	177711	2425247	13.65	0	136
ptg000204l_1_region	177711	2425247	13.65	0	136
ptg000205l_1	1218044	9482107	7.78	0	22
ptg000205l_1_region	1218044	9482107	7.78	0	22
ptg000210l_1	593359	4112933	6.93	0	25
ptg000210l_1_region	593359	4112933	6.93	0	25
ptg000212l_1	305324	1584816	5.19	0	21
ptg000212l_1_region	305324	1584816	5.19	0	21
ptg000213l_1	242993	1946574	8.01	0	26
ptg000213l_1_region	242993	1946574	8.01	0	26
ptg000216l_1	4834949	39077814	8.08	0	32
ptg000216l_1_region	4834949	39077814	8.08	0	32
ptg000217l_1	1345822	11993630	8.91	0	42
ptg000217l_1_region	1345822	11993630	8.91	0	42
ptg000218l_1	1256994	10619817	8.45	0	23
ptg000218l_1_region	1256994	10619817	8.45	0	23
ptg000219l_1	38657	370634	9.59	0	33
ptg000219l_1_region	38657	370634	9.59	0	33
ptg000220l_1	417906	2608880	6.24	0	29
ptg000220l_1_region	417906	2608880	6.24	0	29
ptg000221l_1	1634945	17634870	10.79	0	171
ptg000221l_1_region	1634945	17634870	10.79	0	171
ptg000224l_1	392325	4676862	11.92	0	73
ptg000224l_1_region	392325	4676862	11.92	0	73
ptg000225l_1	764210	6397463	8.37	0	26
ptg000225l_1_region	764210	6397463	8.37	0	26
ptg000226l_1	3213748	32222585	10.03	0	86
ptg000226l_1_region	3213748	32222585	10.03	0	86
ptg000227l_1	2462771	19675888	7.99	0	30
ptg000227l_1_region	2462771	19675888	7.99	0	30
ptg000228l_1	531801	4326838	8.14	0	26
ptg000228l_1_region	531801	4326838	8.14	0	26
ptg000229l_1	2590128	21834132	8.43	0	40
ptg000229l_1_region	2590128	21834132	8.43	0	40
ptg000230l_1	627622	4543818	7.24	0	21
ptg000230l_1_region	627622	4543818	7.24	0	21
ptg000231l_1	719154	4956850	6.89	0	24
ptg000231l_1_region	719154	4956850	6.89	0	24
ptg000232l_1	993414	12219407	12.30	0	47
ptg000232l_1_region	993414	12219407	12.30	0	47
ptg000233l_1	524192	2892384	5.52	0	27
ptg000233l_1_region	524192	2892384	5.52	0	27
ptg000235l_1	1180006	9923111	8.41	0	46
ptg000235l_1_region	1180006	9923111	8.41	0	46
ptg000236l_1	2007253	17063489	8.50	0	26
ptg000236l_1_region	2007253	17063489	8.50	0	26
ptg000237l_1	1396942	10391687	7.44	0	39
ptg000237l_1_region	1396942	10391687	7.44	0	39
ptg000238l_1	354683	2407289	6.79	0	25
ptg000238l_1_region	354683	2407289	6.79	0	25
ptg000239l_1	963045	9853274	10.23	0	130
ptg000239l_1_region	963045	9853274	10.23	0	130
ptg000240l_1	2143447	16194180	7.56	0	31
ptg000240l_1_region	2143447	16194180	7.56	0	31
ptg000241l_1	3017794	25359935	8.40	0	45
ptg000241l_1_region	3017794	25359935	8.40	0	45
ptg000242l_1	818506	4481446	5.48	0	21
ptg000242l_1_region	818506	4481446	5.48	0	21
ptg000243l_1	263463	1891338	7.18	0	32
ptg000243l_1_region	263463	1891338	7.18	0	32
ptg000244l_1	1152493	10399917	9.02	0	106
ptg000244l_1_region	1152493	10399917	9.02	0	106
ptg000246l_1	823475	5769062	7.01	0	24
ptg000246l_1_region	823475	5769062	7.01	0	24
ptg000247l_1	199791	2846501	14.25	0	51
ptg000247l_1_region	199791	2846501	14.25	0	51
ptg000248l_1	1457400	12399500	8.51	0	24
ptg000248l_1_region	1457400	12399500	8.51	0	24
ptg000250l_1	253398	1828007	7.21	0	20
ptg000250l_1_region	253398	1828007	7.21	0	20
ptg000251l_1	1320901	10814645	8.19	0	24
ptg000251l_1_region	1320901	10814645	8.19	0	24
ptg000252l_1	618470	4210772	6.81	0	22
ptg000252l_1_region	618470	4210772	6.81	0	22
ptg000253l_1	805007	6947184	8.63	0	410
ptg000253l_1_region	805007	6947184	8.63	0	410
ptg000254l_1	1250170	12429664	9.94	0	182
ptg000254l_1_region	1250170	12429664	9.94	0	182
ptg000255l_1	831340	7073465	8.51	0	38
ptg000255l_1_region	831340	7073465	8.51	0	38
ptg000256l_1	1025818	7844147	7.65	0	24
ptg000256l_1_region	1025818	7844147	7.65	0	24
ptg000257l_1	762619	5999262	7.87	0	28
ptg000257l_1_region	762619	5999262	7.87	0	28
ptg000258l_1	1965244	16676268	8.49	0	25
ptg000258l_1_region	1965244	16676268	8.49	0	25
ptg000259l_1	238620	1381877	5.79	0	22
ptg000259l_1_region	238620	1381877	5.79	0	22
ptg000260l_1	415691	2903681	6.99	0	23
ptg000260l_1_region	415691	2903681	6.99	0	23
ptg000261l_1	433214	3487410	8.05	0	21
ptg000261l_1_region	433214	3487410	8.05	0	21
ptg000262l_1	3886901	31295284	8.05	0	30
ptg000262l_1_region	3886901	31295284	8.05	0	30
ptg000264l_1	3169550	26046490	8.22	0	27
ptg000264l_1_region	3169550	26046490	8.22	0	27
ptg000265l_1	1518816	10951537	7.21	0	82
ptg000265l_1_region	1518816	10951537	7.21	0	82
ptg000266l_1	590855	4808865	8.14	0	54
ptg000266l_1_region	590855	4808865	8.14	0	54
ptg000269l_1	969621	8817911	9.09	0	34
ptg000269l_1_region	969621	8817911	9.09	0	34
ptg000270l_1	222292	1493238	6.72	0	19
ptg000270l_1_region	222292	1493238	6.72	0	19
ptg000272l_1	391583	4467794	11.41	0	61
ptg000272l_1_region	391583	4467794	11.41	0	61
ptg000274l_1	159812	1036391	6.49	0	48
ptg000274l_1_region	159812	1036391	6.49	0	48
ptg000275l_1	950644	5899478	6.21	0	23
ptg000275l_1_region	950644	5899478	6.21	0	23
ptg000277l_1	653682	4634264	7.09	0	20
ptg000277l_1_region	653682	4634264	7.09	0	20
ptg000278l_1	1146462	7937850	6.92	0	44
ptg000278l_1_region	1146462	7937850	6.92	0	44
ptg000280l_1	1112809	6704353	6.02	0	35
ptg000280l_1_region	1112809	6704353	6.02	0	35
ptg000281l_1	204536	1204521	5.89	0	16
ptg000281l_1_region	204536	1204521	5.89	0	16
ptg000282l_1	962993	11594512	12.04	0	62
ptg000282l_1_region	962993	11594512	12.04	0	62
ptg000286l_1	499241	3303156	6.62	0	24
ptg000286l_1_region	499241	3303156	6.62	0	24
ptg000287l_1	486252	3003649	6.18	0	21
ptg000287l_1_region	486252	3003649	6.18	0	21
ptg000288l_1	781569	5967028	7.63	0	23
ptg000288l_1_region	781569	5967028	7.63	0	23
ptg000289l_1	402491	4027244	10.01	0	29
ptg000289l_1_region	402491	4027244	10.01	0	29
ptg000290l_1	230781	1743895	7.56	0	20
ptg000290l_1_region	230781	1743895	7.56	0	20
ptg000291l_1	449828	3627650	8.06	0	24
ptg000291l_1_region	449828	3627650	8.06	0	24
ptg000292l_1	290188	1914146	6.60	0	23
ptg000292l_1_region	290188	1914146	6.60	0	23
ptg000293l_1	3251132	29294241	9.01	0	46
ptg000293l_1_region	3251132	29294241	9.01	0	46
ptg000294l_1	456701	2491323	5.46	0	29
ptg000294l_1_region	456701	2491323	5.46	0	29
ptg000295l_1	390530	1375686	3.52	0	24
ptg000295l_1_region	390530	1375686	3.52	0	24
ptg000298l_1	539519	4572264	8.47	0	20
ptg000298l_1_region	539519	4572264	8.47	0	20
ptg000299l_1	2667197	24728647	9.27	0	43
ptg000299l_1_region	2667197	24728647	9.27	0	43
ptg000300l_1	477177	4180026	8.76	0	30
ptg000300l_1_region	477177	4180026	8.76	0	30
ptg000301l_1	2056047	16736049	8.14	0	23
ptg000301l_1_region	2056047	16736049	8.14	0	23
ptg000302l_1	272914	1049944	3.85	0	12
ptg000302l_1_region	272914	1049944	3.85	0	12
ptg000303l_1	814266	12044008	14.79	0	140
ptg000303l_1_region	814266	12044008	14.79	0	140
ptg000305l_1	2359397	19563945	8.29	0	30
ptg000305l_1_region	2359397	19563945	8.29	0	30
ptg000306l_1	875252	7174702	8.20	0	27
ptg000306l_1_region	875252	7174702	8.20	0	27
ptg000308l_1	3281943	26465487	8.06	0	24
ptg000308l_1_region	3281943	26465487	8.06	0	24
ptg000309l_1	2550652	20379235	7.99	0	26
ptg000309l_1_region	2550652	20379235	7.99	0	26
ptg000310l_1	1232748	11204591	9.09	0	33
ptg000310l_1_region	1232748	11204591	9.09	0	33
ptg000311l_1	361223	3038183	8.41	0	22
ptg000311l_1_region	361223	3038183	8.41	0	22
ptg000312l_1	514372	3576477	6.95	0	23
ptg000312l_1_region	514372	3576477	6.95	0	23
ptg000313l_1	1596209	12443014	7.80	0	27
ptg000313l_1_region	1596209	12443014	7.80	0	27
ptg000314l_1	1727544	14173082	8.20	0	42
ptg000314l_1_region	1727544	14173082	8.20	0	42
ptg000316l_1	2678725	22993138	8.58	0	24
ptg000316l_1_region	2678725	22993138	8.58	0	24
ptg000318l_1	1089565	9920614	9.11	0	31
ptg000318l_1_region	1089565	9920614	9.11	0	31
ptg000319l_1	1884544	14844530	7.88	0	31
ptg000319l_1_region	1884544	14844530	7.88	0	31
ptg000321l_1	310073	3249405	10.48	0	1245
ptg000321l_1_region	310073	3249405	10.48	0	1245
ptg000323l_1	8967193	81402596	9.08	0	106
ptg000323l_1_region	8967193	81402596	9.08	0	106
ptg000324l_1	1116591	7467758	6.69	0	28
ptg000324l_1_region	1116591	7467758	6.69	0	28
ptg000325l_1	2509470	27011809	10.76	0	183
ptg000325l_1_region	2509470	27011809	10.76	0	183
ptg000326l_1	768526	5604948	7.29	0	22
ptg000326l_1_region	768526	5604948	7.29	0	22
ptg000327l_1	622577	3797465	6.10	0	17
ptg000327l_1_region	622577	3797465	6.10	0	17
ptg000329l_1	294202	2121033	7.21	0	19
ptg000329l_1_region	294202	2121033	7.21	0	19
ptg000330l_1	119827	869422	7.26	0	22
ptg000330l_1_region	119827	869422	7.26	0	22
ptg000331l_1	1232275	9358598	7.59	0	33
ptg000331l_1_region	1232275	9358598	7.59	0	33
ptg000332l_1	634585	5658049	8.92	0	28
ptg000332l_1_region	634585	5658049	8.92	0	28
ptg000333l_1	209017	1408569	6.74	0	19
ptg000333l_1_region	209017	1408569	6.74	0	19
ptg000334l_1	1677475	14733905	8.78	0	38
ptg000334l_1_region	1677475	14733905	8.78	0	38
ptg000337l_1	685269	5864354	8.56	0	22
ptg000337l_1_region	685269	5864354	8.56	0	22
ptg000339l_1	611204	2987662	4.89	0	20
ptg000339l_1_region	611204	2987662	4.89	0	20
ptg000340l_1	540027	3682976	6.82	0	23
ptg000340l_1_region	540027	3682976	6.82	0	23
ptg000341l_1	2294078	17980326	7.84	0	24
ptg000341l_1_region	2294078	17980326	7.84	0	24
ptg000342l_1	3083261	27703669	8.99	0	31
ptg000342l_1_region	3083261	27703669	8.99	0	31
ptg000343l_1	1546982	11862563	7.67	0	29
ptg000343l_1_region	1546982	11862563	7.67	0	29
ptg000344l_1	1883224	19091662	10.14	0	38
ptg000344l_1_region	1883224	19091662	10.14	0	38
ptg000345l_1	1354131	14739340	10.88	0	40
ptg000345l_1_region	1354131	14739340	10.88	0	40
ptg000346l_1	1504801	11180096	7.43	0	32
ptg000346l_1_region	1504801	11180096	7.43	0	32
ptg000347l_1	571508	4396964	7.69	0	27
ptg000347l_1_region	571508	4396964	7.69	0	27
ptg000348l_1	2604201	22808988	8.76	0	59
ptg000348l_1_region	2604201	22808988	8.76	0	59
ptg000350l_1	1458664	12625319	8.66	0	26
ptg000350l_1_region	1458664	12625319	8.66	0	26
ptg000351l_1	2121138	17380234	8.19	0	23
ptg000351l_1_region	2121138	17380234	8.19	0	23
ptg000352l_1	4132784	32601876	7.89	0	42
ptg000352l_1_region	4132784	32601876	7.89	0	42
ptg000353l_1	25168	218125	8.67	0	17
ptg000353l_1_region	25168	218125	8.67	0	17
ptg000354l_1	739641	5145646	6.96	0	18
ptg000354l_1_region	739641	5145646	6.96	0	18
ptg000355l_1	414555	2585418	6.24	0	17
ptg000355l_1_region	414555	2585418	6.24	0	17
ptg000356l_1	1038532	8926110	8.59	0	33
ptg000356l_1_region	1038532	8926110	8.59	0	33
ptg000357l_1	2366393	20031226	8.46	0	28
ptg000357l_1_region	2366393	20031226	8.46	0	28
