chrom	length	bases	mean	min	max
ptg000049l_1_region	2356921	22230326	9.43	0	125
ptg000050l_1	534663	3504147	6.55	0	39
ptg000050l_1_region	534663	3504147	6.55	0	39
ptg000051l_1	1890847	10960238	5.80	0	21
ptg000051l_1_region	1890847	10960238	5.80	0	21
ptg000053l_1	1962604	12288085	6.26	0	22
ptg000053l_1_region	1962604	12288085	6.26	0	22
ptg000054l_1	183585	796507	4.34	0	17
ptg000054l_1_region	183585	796507	4.34	0	17
ptg000055l_1	637852	3851289	6.04	0	39
ptg000055l_1_region	637852	3851289	6.04	0	39
ptg000056l_1	431851	2665219	6.17	0	19
ptg000056l_1_region	431851	2665219	6.17	0	19
ptg000058l_1	135302	511926	3.78	0	12
ptg000058l_1_region	135302	511926	3.78	0	12
ptg000060l_1	188825	1109601	5.88	0	15
ptg000060l_1_region	188825	1109601	5.88	0	15
ptg000061l_1	144747	558512	3.86	0	26
ptg000061l_1_region	144747	558512	3.86	0	26
ptg000063l_1	984313	5667651	5.76	0	18
ptg000063l_1_region	984313	5667651	5.76	0	18
ptg000064l_1	124707	522082	4.19	0	14
ptg000064l_1_region	124707	522082	4.19	0	14
ptg000065l_1	313630	1275149	4.07	0	13
ptg000065l_1_region	313630	1275149	4.07	0	13
ptg000066l_1	127012	741549	5.84	0	13
ptg000066l_1_region	127012	741549	5.84	0	13
ptg000067l_1	279727	993360	3.55	0	15
ptg000067l_1_region	279727	993360	3.55	0	15
ptg000068l_1	1174275	6645751	5.66	0	21
ptg000068l_1_region	1174275	6645751	5.66	0	21
ptg000069l_1	348412	1494615	4.29	0	12
ptg000069l_1_region	348412	1494615	4.29	0	12
ptg000070l_1	277397	1695862	6.11	0	19
ptg000070l_1_region	277397	1695862	6.11	0	19
ptg000071l_1	78417	295058	3.76	0	10
ptg000071l_1_region	78417	295058	3.76	0	10
ptg000073l_1	878729	5481359	6.24	0	27
ptg000073l_1_region	878729	5481359	6.24	0	27
ptg000074l_1	4297895	25243552	5.87	0	24
ptg000074l_1_region	4297895	25243552	5.87	0	24
ptg000075l_1	38822	218049	5.62	0	12
ptg000075l_1_region	38822	218049	5.62	0	12
ptg000076l_1	1161857	6242106	5.37	0	18
ptg000076l_1_region	1161857	6242106	5.37	0	18
ptg000077l_1	2020233	10227187	5.06	0	30
ptg000077l_1_region	2020233	10227187	5.06	0	30
ptg000081l_1	1003219	6159749	6.14	0	31
ptg000081l_1_region	1003219	6159749	6.14	0	31
ptg000082l_1	765665	5800141	7.58	0	23
ptg000082l_1_region	765665	5800141	7.58	0	23
ptg000083l_1	135166	656209	4.85	0	20
ptg000083l_1_region	135166	656209	4.85	0	20
ptg000084l_1	652496	3659369	5.61	0	17
ptg000084l_1_region	652496	3659369	5.61	0	17
ptg000085l_1	591990	4954718	8.37	0	31
ptg000085l_1_region	591990	4954718	8.37	0	31
ptg000086l_1	1566885	8918625	5.69	0	55
ptg000086l_1_region	1566885	8918625	5.69	0	55
ptg000087l_1	231933	653513	2.82	0	16
ptg000087l_1_region	231933	653513	2.82	0	16
ptg000088l_1	310722	1329827	4.28	0	13
ptg000088l_1_region	310722	1329827	4.28	0	13
ptg000089l_1	90642	558781	6.16	0	18
ptg000089l_1_region	90642	558781	6.16	0	18
ptg000090l_1	94161	497581	5.28	0	11
ptg000090l_1_region	94161	497581	5.28	0	11
ptg000091l_1	106474	505118	4.74	0	35
ptg000091l_1_region	106474	505118	4.74	0	35
ptg000092l_1	94983	551167	5.80	0	19
ptg000092l_1_region	94983	551167	5.80	0	19
ptg000093l_1	1559311	8972043	5.75	0	20
ptg000093l_1_region	1559311	8972043	5.75	0	20
ptg000095l_1	366653	1939519	5.29	0	20
ptg000095l_1_region	366653	1939519	5.29	0	20
ptg000096l_1	661661	3864533	5.84	0	20
ptg000096l_1_region	661661	3864533	5.84	0	20
ptg000097l_1	707944	3819461	5.40	0	16
ptg000097l_1_region	707944	3819461	5.40	0	16
ptg000099l_1	853229	5332611	6.25	0	17
ptg000099l_1_region	853229	5332611	6.25	0	17
ptg000100l_1	2744947	15882286	5.79	0	27
ptg000100l_1_region	2744947	15882286	5.79	0	27
ptg000102l_1	1396630	7943594	5.69	0	17
ptg000102l_1_region	1396630	7943594	5.69	0	17
ptg000103l_1	1067840	5091819	4.77	0	49
ptg000103l_1_region	1067840	5091819	4.77	0	49
ptg000104l_1	262532	1532249	5.84	0	13
ptg000104l_1_region	262532	1532249	5.84	0	13
ptg000105l_1	872662	5338112	6.12	0	31
ptg000105l_1_region	872662	5338112	6.12	0	31
ptg000106l_1	1048502	5332370	5.09	0	19
ptg000106l_1_region	1048502	5332370	5.09	0	19
ptg000108l_1	2785599	16733298	6.01	0	28
ptg000108l_1_region	2785599	16733298	6.01	0	28
ptg000109l_1	2056794	12656561	6.15	0	34
ptg000109l_1_region	2056794	12656561	6.15	0	34
ptg000110l_1	1165893	6893924	5.91	0	32
ptg000110l_1_region	1165893	6893924	5.91	0	32
ptg000111l_1	860410	4890266	5.68	0	25
ptg000111l_1_region	860410	4890266	5.68	0	25
ptg000112l_1	310037	1522110	4.91	0	16
ptg000112l_1_region	310037	1522110	4.91	0	16
ptg000115l_1	2335839	14205381	6.08	0	25
ptg000115l_1_region	2335839	14205381	6.08	0	25
ptg000116l_1	469499	2576673	5.49	0	20
ptg000116l_1_region	469499	2576673	5.49	0	20
ptg000117l_1	406753	1939776	4.77	0	16
ptg000117l_1_region	406753	1939776	4.77	0	16
ptg000119l_1	1807034	10689208	5.92	0	29
ptg000119l_1_region	1807034	10689208	5.92	0	29
ptg000120l_1	1323317	8664142	6.55	0	24
ptg000120l_1_region	1323317	8664142	6.55	0	24
ptg000121l_1	280342	1389496	4.96	0	14
ptg000121l_1_region	280342	1389496	4.96	0	14
ptg000122l_1	1056360	6066432	5.74	0	19
ptg000122l_1_region	1056360	6066432	5.74	0	19
ptg000123l_1	725853	4046291	5.57	0	15
ptg000123l_1_region	725853	4046291	5.57	0	15
ptg000126l_1	296254	1883850	6.36	0	16
ptg000126l_1_region	296254	1883850	6.36	0	16
ptg000127l_1	1299274	6904418	5.31	0	21
ptg000127l_1_region	1299274	6904418	5.31	0	21
ptg000128l_1	708623	6321258	8.92	0	27
ptg000128l_1_region	708623	6321258	8.92	0	27
ptg000130l_1	154507	651626	4.22	0	11
ptg000130l_1_region	154507	651626	4.22	0	11
ptg000131l_1	241907	1255877	5.19	0	16
ptg000131l_1_region	241907	1255877	5.19	0	16
ptg000132l_1	725834	4061157	5.60	0	25
ptg000132l_1_region	725834	4061157	5.60	0	25
ptg000134l_1	744042	5824437	7.83	0	48
ptg000134l_1_region	744042	5824437	7.83	0	48
ptg000135l_1	2688661	15882021	5.91	0	20
ptg000135l_1_region	2688661	15882021	5.91	0	20
ptg000136l_1	3783687	22362243	5.91	0	19
ptg000136l_1_region	3783687	22362243	5.91	0	19
ptg000137l_1	112738	859105	7.62	0	19
ptg000137l_1_region	112738	859105	7.62	0	19
ptg000139l_1	1120073	6032815	5.39	0	30
ptg000139l_1_region	1120073	6032815	5.39	0	30
ptg000140l_1	415772	2383243	5.73	0	20
ptg000140l_1_region	415772	2383243	5.73	0	20
ptg000141l_1	624560	4083829	6.54	0	33
ptg000141l_1_region	624560	4083829	6.54	0	33
ptg000143l_1	3964861	22342472	5.64	0	85
ptg000143l_1_region	3964861	22342472	5.64	0	85
ptg000144l_1	205279	1098730	5.35	0	15
ptg000144l_1_region	205279	1098730	5.35	0	15
ptg000145l_1	499346	2689672	5.39	0	30
ptg000145l_1_region	499346	2689672	5.39	0	30
ptg000146l_1	308568	1627023	5.27	0	14
ptg000146l_1_region	308568	1627023	5.27	0	14
ptg000147l_1	628175	3395522	5.41	0	22
ptg000147l_1_region	628175	3395522	5.41	0	22
ptg000148l_1	1586636	6627052	4.18	0	16
ptg000148l_1_region	1586636	6627052	4.18	0	16
ptg000150l_1	646464	3602353	5.57	0	16
ptg000150l_1_region	646464	3602353	5.57	0	16
ptg000151l_1	271719	1270300	4.68	0	24
ptg000151l_1_region	271719	1270300	4.68	0	24
ptg000152l_1	215081	1129477	5.25	0	15
ptg000152l_1_region	215081	1129477	5.25	0	15
ptg000153l_1	230373	1046779	4.54	0	16
ptg000153l_1_region	230373	1046779	4.54	0	16
ptg000154l_1	1446940	8456656	5.84	0	19
ptg000154l_1_region	1446940	8456656	5.84	0	19
ptg000155l_1	244340	1201057	4.92	0	13
ptg000155l_1_region	244340	1201057	4.92	0	13
ptg000162l_1	3431271	30205419	8.80	0	121
ptg000162l_1_region	3431271	30205419	8.80	0	121
ptg000166l_1	341311	2313397	6.78	0	22
ptg000166l_1_region	341311	2313397	6.78	0	22
ptg000167l_1	226411	1198024	5.29	0	14
ptg000167l_1_region	226411	1198024	5.29	0	14
ptg000168l_1	1618980	9628487	5.95	0	22
ptg000168l_1_region	1618980	9628487	5.95	0	22
ptg000171l_1	311500	2610332	8.38	0	36
ptg000171l_1_region	311500	2610332	8.38	0	36
ptg000172l_1	1061725	5912144	5.57	0	19
ptg000172l_1_region	1061725	5912144	5.57	0	19
ptg000173l_1	1969476	11255096	5.71	0	20
ptg000173l_1_region	1969476	11255096	5.71	0	20
ptg000174l_1	113307	191197	1.69	0	18
ptg000174l_1_region	113307	191197	1.69	0	18
ptg000175l_1	913822	4879999	5.34	0	15
ptg000175l_1_region	913822	4879999	5.34	0	15
ptg000176l_1	282886	1523583	5.39	0	23
ptg000176l_1_region	282886	1523583	5.39	0	23
ptg000179l_1	975029	4653647	4.77	0	20
ptg000179l_1_region	975029	4653647	4.77	0	20
ptg000180l_1	2098151	14081968	6.71	0	66
ptg000180l_1_region	2098151	14081968	6.71	0	66
ptg000181l_1	1229614	6885832	5.60	0	34
ptg000181l_1_region	1229614	6885832	5.60	0	34
ptg000182l_1	1016035	6287243	6.19	0	21
ptg000182l_1_region	1016035	6287243	6.19	0	21
ptg000183l_1	1412545	8249201	5.84	0	19
ptg000183l_1_region	1412545	8249201	5.84	0	19
ptg000184l_1	1114327	8998136	8.07	0	372
ptg000184l_1_region	1114327	8998136	8.07	0	372
ptg000185l_1	898203	5382600	5.99	0	18
ptg000185l_1_region	898203	5382600	5.99	0	18
ptg000187l_1	301322	1726624	5.73	0	19
ptg000187l_1_region	301322	1726624	5.73	0	19
ptg000188l_1	112124	512505	4.57	0	17
ptg000188l_1_region	112124	512505	4.57	0	17
ptg000189l_1	350341	1967116	5.61	0	14
ptg000189l_1_region	350341	1967116	5.61	0	14
ptg000190l_1	681470	3946146	5.79	0	20
ptg000190l_1_region	681470	3946146	5.79	0	20
ptg000191l_1	3187155	18200422	5.71	0	28
ptg000191l_1_region	3187155	18200422	5.71	0	28
ptg000194l_1	207100	1000499	4.83	0	17
ptg000194l_1_region	207100	1000499	4.83	0	17
ptg000195l_1	448496	2467501	5.50	0	20
ptg000195l_1_region	448496	2467501	5.50	0	20
ptg000197l_1	288531	2263060	7.84	0	19
ptg000197l_1_region	288531	2263060	7.84	0	19
ptg000198l_1	1222818	7705769	6.30	0	28
ptg000198l_1_region	1222818	7705769	6.30	0	28
ptg000199l_1	620732	3026561	4.88	0	15
ptg000199l_1_region	620732	3026561	4.88	0	15
ptg000200l_1	529585	3017420	5.70	0	15
ptg000200l_1_region	529585	3017420	5.70	0	15
ptg000203l_1	919422	4892877	5.32	0	17
ptg000203l_1_region	919422	4892877	5.32	0	17
ptg000206l_1	560493	3350852	5.98	0	19
ptg000206l_1_region	560493	3350852	5.98	0	19
ptg000208l_1	168091	1373630	8.17	0	25
ptg000208l_1_region	168091	1373630	8.17	0	25
ptg000210l_1	2003485	12117923	6.05	0	46
ptg000210l_1_region	2003485	12117923	6.05	0	46
ptg000214l_1	338067	1661422	4.91	0	23
ptg000214l_1_region	338067	1661422	4.91	0	23
ptg000215l_1	146837	1036363	7.06	0	21
ptg000215l_1_region	146837	1036363	7.06	0	21
ptg000216l_1	572280	3188694	5.57	0	20
ptg000216l_1_region	572280	3188694	5.57	0	20
ptg000217l_1	434215	2782172	6.41	0	23
ptg000217l_1_region	434215	2782172	6.41	0	23
ptg000218l_1	12782	73339	5.74	0	9
ptg000218l_1_region	12782	73339	5.74	0	9
ptg000219l_1	2134074	10999462	5.15	0	22
ptg000219l_1_region	2134074	10999462	5.15	0	22
ptg000220l_1	55644	503352	9.05	0	27
ptg000220l_1_region	55644	503352	9.05	0	27
ptg000222l_1	2228298	13488719	6.05	0	35
ptg000222l_1_region	2228298	13488719	6.05	0	35
ptg000223l_1	433311	2941552	6.79	0	78
ptg000223l_1_region	433311	2941552	6.79	0	78
ptg000224l_1	37299	48936	1.31	0	11
ptg000224l_1_region	37299	48936	1.31	0	11
ptg000227l_1	3464105	25485585	7.36	0	144
ptg000227l_1_region	3464105	25485585	7.36	0	144
ptg000229l_1	1476078	9135234	6.19	0	25
ptg000229l_1_region	1476078	9135234	6.19	0	25
ptg000230l_1	882934	5266515	5.96	0	16
ptg000230l_1_region	882934	5266515	5.96	0	16
ptg000231l_1	538216	2510576	4.66	0	19
ptg000231l_1_region	538216	2510576	4.66	0	19
ptg000233l_1	208468	1172425	5.62	0	17
ptg000233l_1_region	208468	1172425	5.62	0	17
ptg000236l_1	668830	3532540	5.28	0	16
ptg000236l_1_region	668830	3532540	5.28	0	16
ptg000238l_1	995965	6112710	6.14	0	34
ptg000238l_1_region	995965	6112710	6.14	0	34
ptg000239l_1	115467	922891	7.99	0	34
ptg000239l_1_region	115467	922891	7.99	0	34
ptg000240l_1	512162	2659800	5.19	0	13
ptg000240l_1_region	512162	2659800	5.19	0	13
ptg000241l_1	111167	464274	4.18	0	14
ptg000241l_1_region	111167	464274	4.18	0	14
ptg000242l_1	1150216	6747464	5.87	0	33
ptg000242l_1_region	1150216	6747464	5.87	0	33
ptg000245l_1	1346963	7252931	5.38	0	27
ptg000245l_1_region	1346963	7252931	5.38	0	27
ptg000246l_1	775883	4439476	5.72	0	17
ptg000246l_1_region	775883	4439476	5.72	0	17
ptg000247l_1	1198885	6446323	5.38	0	18
ptg000247l_1_region	1198885	6446323	5.38	0	18
ptg000248l_1	285395	5726106	20.06	0	151
ptg000248l_1_region	285395	5726106	20.06	0	151
ptg000250l_1	987460	5612933	5.68	0	18
ptg000250l_1_region	987460	5612933	5.68	0	18
ptg000251l_1	471929	1840692	3.90	0	17
ptg000251l_1_region	471929	1840692	3.90	0	17
ptg000252l_1	957570	4532040	4.73	0	18
ptg000252l_1_region	957570	4532040	4.73	0	18
ptg000253l_1	167238	351334	2.10	0	11
ptg000253l_1_region	167238	351334	2.10	0	11
ptg000254l_1	75736	263863	3.48	0	11
ptg000254l_1_region	75736	263863	3.48	0	11
ptg000257l_1	404407	2365249	5.85	0	21
ptg000257l_1_region	404407	2365249	5.85	0	21
ptg000258l_1	1259294	8412719	6.68	0	19
ptg000258l_1_region	1259294	8412719	6.68	0	19
ptg000259l_1	440040	2122511	4.82	0	19
ptg000259l_1_region	440040	2122511	4.82	0	19
ptg000260l_1	2024170	11542627	5.70	0	28
ptg000260l_1_region	2024170	11542627	5.70	0	28
ptg000262l_1	392051	1560163	3.98	0	11
ptg000262l_1_region	392051	1560163	3.98	0	11
ptg000263l_1	296150	2240864	7.57	0	68
ptg000263l_1_region	296150	2240864	7.57	0	68
ptg000266l_1	555696	2967373	5.34	0	24
ptg000266l_1_region	555696	2967373	5.34	0	24
ptg000267l_1	69977	339685	4.85	0	11
ptg000267l_1_region	69977	339685	4.85	0	11
ptg000269l_1	1867934	10153778	5.44	0	24
ptg000269l_1_region	1867934	10153778	5.44	0	24
ptg000270l_1	127187	659057	5.18	0	13
ptg000270l_1_region	127187	659057	5.18	0	13
ptg000271l_1	164252	838138	5.10	0	12
ptg000271l_1_region	164252	838138	5.10	0	12
ptg000272l_1	1704531	10194327	5.98	0	27
ptg000272l_1_region	1704531	10194327	5.98	0	27
ptg000273l_1	507943	2380093	4.69	0	14
ptg000273l_1_region	507943	2380093	4.69	0	14
ptg000274l_1	150305	587841	3.91	0	13
ptg000274l_1_region	150305	587841	3.91	0	13
ptg000275l_1	1198434	6168212	5.15	0	15
ptg000275l_1_region	1198434	6168212	5.15	0	15
ptg000276l_1	730836	4255587	5.82	0	16
ptg000276l_1_region	730836	4255587	5.82	0	16
ptg000279l_1	303570	1471675	4.85	0	14
ptg000279l_1_region	303570	1471675	4.85	0	14
ptg000281l_1	555253	2776521	5.00	0	17
ptg000281l_1_region	555253	2776521	5.00	0	17
ptg000282l_1	2050740	11239738	5.48	0	34
ptg000282l_1_region	2050740	11239738	5.48	0	34
ptg000283l_1	815848	4349609	5.33	0	16
ptg000283l_1_region	815848	4349609	5.33	0	16
ptg000286l_1	539966	3238686	6.00	0	125
ptg000286l_1_region	539966	3238686	6.00	0	125
ptg000287l_1	162734	582384	3.58	0	8
ptg000287l_1_region	162734	582384	3.58	0	8
ptg000288l_1	537917	3210863	5.97	0	16
ptg000288l_1_region	537917	3210863	5.97	0	16
ptg000289l_1	1362773	8006722	5.88	0	88
ptg000289l_1_region	1362773	8006722	5.88	0	88
ptg000292l_1	76620	270963	3.54	0	12
ptg000292l_1_region	76620	270963	3.54	0	12
ptg000293l_1	1334173	8477337	6.35	0	40
ptg000293l_1_region	1334173	8477337	6.35	0	40
ptg000294l_1	161136	980863	6.09	0	13
ptg000294l_1_region	161136	980863	6.09	0	13
ptg000295l_1	156759	839578	5.36	0	12
ptg000295l_1_region	156759	839578	5.36	0	12
ptg000297l_1	38313	153010	3.99	0	9
ptg000297l_1_region	38313	153010	3.99	0	9
ptg000298l_1	30576	138537	4.53	0	10
ptg000298l_1_region	30576	138537	4.53	0	10
ptg000299l_1	695798	3980474	5.72	0	20
ptg000299l_1_region	695798	3980474	5.72	0	20
ptg000300l_1	148005	566839	3.83	0	13
ptg000300l_1_region	148005	566839	3.83	0	13
ptg000301l_1	545157	2583741	4.74	0	52
ptg000301l_1_region	545157	2583741	4.74	0	52
ptg000304l_1	331508	1104730	3.33	0	11
ptg000304l_1_region	331508	1104730	3.33	0	11
ptg000306l_1	1939064	12209739	6.30	0	37
ptg000306l_1_region	1939064	12209739	6.30	0	37
ptg000307l_1	142848	602375	4.22	0	9
ptg000307l_1_region	142848	602375	4.22	0	9
ptg000308l_1	326805	1492549	4.57	0	44
ptg000308l_1_region	326805	1492549	4.57	0	44
ptg000309l_1	1758290	10611942	6.04	0	28
ptg000309l_1_region	1758290	10611942	6.04	0	28
ptg000310l_1	2688971	16636368	6.19	0	40
ptg000310l_1_region	2688971	16636368	6.19	0	40
ptg000311l_1	507709	3618214	7.13	0	27
ptg000311l_1_region	507709	3618214	7.13	0	27
ptg000312l_1	1063356	6279655	5.91	0	18
ptg000312l_1_region	1063356	6279655	5.91	0	18
ptg000313l_1	741409	3874227	5.23	0	19
ptg000313l_1_region	741409	3874227	5.23	0	19
ptg000314l_1	2439501	19081240	7.82	0	32
ptg000314l_1_region	2439501	19081240	7.82	0	32
ptg000315l_1	262547	1199952	4.57	0	17
ptg000315l_1_region	262547	1199952	4.57	0	17
ptg000316l_1	707252	3862477	5.46	0	23
ptg000316l_1_region	707252	3862477	5.46	0	23
ptg000317l_1	586921	3834918	6.53	0	26
ptg000317l_1_region	586921	3834918	6.53	0	26
ptg000318l_1	834037	4326529	5.19	0	23
ptg000318l_1_region	834037	4326529	5.19	0	23
ptg000320l_1	1121516	6561267	5.85	0	25
ptg000320l_1_region	1121516	6561267	5.85	0	25
ptg000321l_1	3587061	20103904	5.60	0	55
ptg000321l_1_region	3587061	20103904	5.60	0	55
ptg000322l_1	437023	2779917	6.36	0	16
ptg000322l_1_region	437023	2779917	6.36	0	16
ptg000323l_1	852535	4525706	5.31	0	20
ptg000323l_1_region	852535	4525706	5.31	0	20
ptg000324l_1	836823	5058731	6.05	0	17
ptg000324l_1_region	836823	5058731	6.05	0	17
ptg000325l_1	353220	1301618	3.69	0	26
ptg000325l_1_region	353220	1301618	3.69	0	26
ptg000326l_1	1016864	4039375	3.97	0	17
ptg000326l_1_region	1016864	4039375	3.97	0	17
ptg000327l_1	723404	4893785	6.76	0	23
ptg000327l_1_region	723404	4893785	6.76	0	23
ptg000328l_1	105771	459006	4.34	0	13
ptg000328l_1_region	105771	459006	4.34	0	13
ptg000329l_1	914025	5468856	5.98	0	21
ptg000329l_1_region	914025	5468856	5.98	0	21
ptg000331l_1	2499077	15054594	6.02	0	27
ptg000331l_1_region	2499077	15054594	6.02	0	27
ptg000332l_1	68945	260155	3.77	0	22
ptg000332l_1_region	68945	260155	3.77	0	22
ptg000333l_1	309970	1778036	5.74	0	32
ptg000333l_1_region	309970	1778036	5.74	0	32
ptg000334l_1	1481659	9736948	6.57	0	70
ptg000334l_1_region	1481659	9736948	6.57	0	70
ptg000335l_1	467256	2121286	4.54	0	16
ptg000335l_1_region	467256	2121286	4.54	0	16
ptg000336l_1	1855004	10653875	5.74	0	24
ptg000336l_1_region	1855004	10653875	5.74	0	24
ptg000337l_1	70537	304732	4.32	0	15
ptg000337l_1_region	70537	304732	4.32	0	15
ptg000338l_1	261717	1102535	4.21	0	12
ptg000338l_1_region	261717	1102535	4.21	0	12
ptg000340l_1	31341	160491	5.12	0	15
ptg000340l_1_region	31341	160491	5.12	0	15
ptg000341l_1	1323596	6859209	5.18	0	55
ptg000341l_1_region	1323596	6859209	5.18	0	55
ptg000342l_1	538518	2976480	5.53	0	15
ptg000342l_1_region	538518	2976480	5.53	0	15
ptg000343l_1	2014236	10486091	5.21	0	22
ptg000343l_1_region	2014236	10486091	5.21	0	22
ptg000344l_1	1684115	10895146	6.47	0	44
ptg000344l_1_region	1684115	10895146	6.47	0	44
ptg000345l_1	1256037	7131544	5.68	0	26
ptg000345l_1_region	1256037	7131544	5.68	0	26
ptg000346l_1	45786	225396	4.92	0	11
ptg000346l_1_region	45786	225396	4.92	0	11
ptg000347l_1	41075	219464	5.34	0	10
ptg000347l_1_region	41075	219464	5.34	0	10
ptg000349l_1	2204234	11943311	5.42	0	20
ptg000349l_1_region	2204234	11943311	5.42	0	20
ptg000350l_1	1720262	10212765	5.94	0	21
ptg000350l_1_region	1720262	10212765	5.94	0	21
ptg000351l_1	35921	118257	3.29	0	11
ptg000351l_1_region	35921	118257	3.29	0	11
ptg000352l_1	242008	1265362	5.23	0	13
ptg000352l_1_region	242008	1265362	5.23	0	13
ptg000353l_1	671123	2336766	3.48	0	122
ptg000353l_1_region	671123	2336766	3.48	0	122
ptg000354l_1	84415	578574	6.85	0	16
ptg000354l_1_region	84415	578574	6.85	0	16
ptg000355l_1	303893	1726008	5.68	0	15
ptg000355l_1_region	303893	1726008	5.68	0	15
ptg000356l_1	363851	2060755	5.66	0	16
ptg000356l_1_region	363851	2060755	5.66	0	16
ptg000357l_1	2594736	18759760	7.23	0	35
ptg000357l_1_region	2594736	18759760	7.23	0	35
ptg000358l_1	312206	1267205	4.06	0	11
ptg000358l_1_region	312206	1267205	4.06	0	11
ptg000359l_1	254103	1502262	5.91	0	38
ptg000359l_1_region	254103	1502262	5.91	0	38
ptg000360l_1	813349	5437698	6.69	0	18
ptg000360l_1_region	813349	5437698	6.69	0	18
ptg000361l_1	1735517	9856326	5.68	0	24
ptg000361l_1_region	1735517	9856326	5.68	0	24
ptg000362l_1	254149	1258074	4.95	0	15
ptg000362l_1_region	254149	1258074	4.95	0	15
ptg000363l_1	886317	5261938	5.94	0	18
ptg000363l_1_region	886317	5261938	5.94	0	18
ptg000364l_1	685131	4198348	6.13	0	15
ptg000364l_1_region	685131	4198348	6.13	0	15
ptg000365l_1	131061	735890	5.61	0	12
ptg000365l_1_region	131061	735890	5.61	0	12
ptg000367l_1	476683	2133470	4.48	0	18
ptg000367l_1_region	476683	2133470	4.48	0	18
ptg000368l_1	5276269	31680168	6.00	0	42
ptg000368l_1_region	5276269	31680168	6.00	0	42
ptg000369l_1	589055	3474490	5.90	0	41
ptg000369l_1_region	589055	3474490	5.90	0	41
