site_id,chrom,pos,lean_mean,siscowet_mean,meth_diff,n_lean,n_siscowet,statistic,pvalue,qvalue,significant,significant_fdr,direction
NC_052307.1:77854633,NC_052307.1,77854633,100.0,83.143925,-16.856075000000004,3,4,12.0,0.041586341232186144,0.9266860194365075,True,False,hypo_siscowet
NC_052307.1:78811369,NC_052307.1,78811369,30.555533333333333,13.7050575,-16.850475833333334,3,4,12.0,0.04974599072150299,0.9266860194365075,True,False,hypo_siscowet
NC_052307.1:78814058,NC_052307.1,78814058,98.0392,68.30160000000001,-29.737599999999986,3,4,12.0,0.04974599072150299,0.9266860194365075,True,False,hypo_siscowet
NC_052307.1:78816762,NC_052307.1,78816762,97.61903333333333,61.666675,-35.952358333333336,3,4,12.0,0.04767810313602185,0.9266860194365075,True,False,hypo_siscowet
NC_052307.1:81192465,NC_052307.1,81192465,30.662376666666663,0.0,-30.662376666666663,3,4,12.0,0.03191120476963876,0.9266860194365075,True,False,hypo_siscowet
NC_052307.1:81774827,NC_052307.1,81774827,82.35929999999999,57.75465,-24.604649999999992,4,4,16.0,0.02857142857142857,0.9266860194365075,True,False,hypo_siscowet
NC_052307.1:81774877,NC_052307.1,81774877,83.108325,64.782625,-18.325699999999998,4,4,16.0,0.02857142857142857,0.9266860194365075,True,False,hypo_siscowet
NC_052307.1:81897762,NC_052307.1,81897762,62.301566666666666,85.80685,23.50528333333333,3,4,0.0,0.04974599072150299,0.9266860194365075,True,False,hyper_siscowet
NC_052307.1:81897847,NC_052307.1,81897847,65.9341,88.18180000000001,22.24770000000001,3,4,0.0,0.04974599072150299,0.9266860194365075,True,False,hyper_siscowet
NC_052307.1:82047780,NC_052307.1,82047780,30.1515,12.932882500000002,-17.218617499999997,4,4,16.0,0.02857142857142857,0.9266860194365075,True,False,hypo_siscowet
NC_052308.1:10777722,NC_052308.1,10777722,80.22873333333332,96.212125,15.983391666666677,3,4,0.0,0.04359664488554136,0.9266860194365075,True,False,hyper_siscowet
NC_052308.1:25798849,NC_052308.1,25798849,73.3604,50.9183,-22.442099999999996,4,4,16.0,0.02857142857142857,0.9266860194365075,True,False,hypo_siscowet
NC_052308.1:26203304,NC_052308.1,26203304,79.48885,58.22987500000001,-21.258974999999992,4,4,16.0,0.029401048190339642,0.9266860194365075,True,False,hypo_siscowet
NC_052308.1:40388831,NC_052308.1,40388831,59.445274999999995,41.874375,-17.570899999999995,4,4,16.0,0.02857142857142857,0.9266860194365075,True,False,hypo_siscowet
NC_052308.1:40394414,NC_052308.1,40394414,84.364225,62.067775,-22.296450000000007,4,4,16.0,0.02857142857142857,0.9266860194365075,True,False,hypo_siscowet
NC_052308.1:40437800,NC_052308.1,40437800,92.319075,76.01830000000001,-16.300774999999987,4,4,16.0,0.02857142857142857,0.9266860194365075,True,False,hypo_siscowet
NC_052308.1:42831612,NC_052308.1,42831612,11.145533333333333,31.290399999999998,20.144866666666665,3,4,0.0,0.04974599072150299,0.9266860194365075,True,False,hyper_siscowet
NC_052308.1:42961384,NC_052308.1,42961384,79.4872,50.702,-28.785200000000003,3,4,12.0,0.04974599072150299,0.9266860194365075,True,False,hypo_siscowet
NC_052308.1:43060658,NC_052308.1,43060658,59.01233333333334,28.315400000000004,-30.696933333333334,3,4,12.0,0.04974599072150299,0.9266860194365075,True,False,hypo_siscowet
NC_052308.1:43383236,NC_052308.1,43383236,79.58533333333332,55.77867499999999,-23.80665833333333,3,4,12.0,0.04974599072150299,0.9266860194365075,True,False,hypo_siscowet
NC_052308.1:44050621,NC_052308.1,44050621,98.0392,80.402925,-17.636274999999998,3,4,12.0,0.04767810313602185,0.9266860194365075,True,False,hypo_siscowet
NC_052308.1:44050630,NC_052308.1,44050630,98.0392,81.09835000000001,-16.940849999999983,3,4,12.0,0.04974599072150299,0.9266860194365075,True,False,hypo_siscowet
NC_052308.1:47493454,NC_052308.1,47493454,74.09035,57.7669,-16.32345,4,4,16.0,0.02857142857142857,0.9266860194365075,True,False,hypo_siscowet
NC_052308.1:47494467,NC_052308.1,47494467,49.053275000000006,28.26605,-20.787225000000007,4,4,16.0,0.02857142857142857,0.9266860194365075,True,False,hypo_siscowet
NC_052308.1:56907815,NC_052308.1,56907815,94.51305,79.113125,-15.39992500000001,4,4,16.0,0.02857142857142857,0.9266860194365075,True,False,hypo_siscowet
NC_052308.1:71000868,NC_052308.1,71000868,83.95723333333332,64.539475,-19.417758333333325,3,4,12.0,0.04974599072150299,0.9266860194365075,True,False,hypo_siscowet
NC_052308.1:71072506,NC_052308.1,71072506,28.282833333333333,3.2727275,-25.010105833333334,3,4,12.0,0.04974599072150299,0.9266860194365075,True,False,hypo_siscowet
NC_052308.1:71187815,NC_052308.1,71187815,92.88046666666666,75.365275,-17.515191666666666,3,4,12.0,0.04974599072150299,0.9266860194365075,True,False,hypo_siscowet
NC_052308.1:71344170,NC_052308.1,71344170,92.91666666666667,76.70939999999999,-16.207266666666683,3,4,12.0,0.04974599072150299,0.9266860194365075,True,False,hypo_siscowet
NC_052308.1:72229508,NC_052308.1,72229508,79.82853333333334,97.21875,17.39021666666666,3,4,0.0,0.04974599072150299,0.9266860194365075,True,False,hyper_siscowet
NC_052308.1:72230664,NC_052308.1,72230664,77.5341,95.2621,17.72800000000001,4,4,0.0,0.02857142857142857,0.9266860194365075,True,False,hyper_siscowet
NC_052308.1:72274754,NC_052308.1,72274754,90.90232499999999,74.3955,-16.506824999999992,4,4,16.0,0.02857142857142857,0.9266860194365075,True,False,hypo_siscowet
NC_052308.1:72293880,NC_052308.1,72293880,32.6752,15.506150000000002,-17.169049999999995,4,4,16.0,0.02857142857142857,0.9266860194365075,True,False,hypo_siscowet
NC_052308.1:72362697,NC_052308.1,72362697,57.524675,76.897625,19.372950000000003,4,4,0.0,0.02857142857142857,0.9266860194365075,True,False,hyper_siscowet
NC_052308.1:72362725,NC_052308.1,72362725,54.5181,72.61505,18.09695,4,4,0.0,0.02857142857142857,0.9266860194365075,True,False,hyper_siscowet
NC_052308.1:72362745,NC_052308.1,72362745,49.225525,65.4115,16.185975000000006,4,4,0.0,0.02857142857142857,0.9266860194365075,True,False,hyper_siscowet
NC_052308.1:72362801,NC_052308.1,72362801,68.437625,85.508025,17.070400000000006,4,4,0.0,0.02857142857142857,0.9266860194365075,True,False,hyper_siscowet
NC_052308.1:72362904,NC_052308.1,72362904,70.24412500000001,86.6923,16.448174999999992,4,4,0.0,0.02857142857142857,0.9266860194365075,True,False,hyper_siscowet
NC_052308.1:72362915,NC_052308.1,72362915,68.42505,84.953825,16.528774999999996,4,4,0.0,0.02857142857142857,0.9266860194365075,True,False,hyper_siscowet
NC_052308.1:72362930,NC_052308.1,72362930,68.2195,86.20305,17.983550000000008,4,4,0.0,0.02857142857142857,0.9266860194365075,True,False,hyper_siscowet
NC_052308.1:72362980,NC_052308.1,72362980,73.81887499999999,91.534075,17.71520000000001,4,4,0.0,0.02857142857142857,0.9266860194365075,True,False,hyper_siscowet
NC_052308.1:72363000,NC_052308.1,72363000,68.754625,88.280075,19.525449999999992,4,4,0.0,0.02857142857142857,0.9266860194365075,True,False,hyper_siscowet
NC_052308.1:72363017,NC_052308.1,72363017,63.0797,83.36455,20.28484999999999,4,4,0.0,0.02857142857142857,0.9266860194365075,True,False,hyper_siscowet
NC_052308.1:72363036,NC_052308.1,72363036,61.7079,82.39242499999999,20.684524999999987,4,4,0.0,0.02857142857142857,0.9266860194365075,True,False,hyper_siscowet
NC_052308.1:72363073,NC_052308.1,72363073,60.60625,80.3415,19.735249999999994,4,4,0.0,0.02857142857142857,0.9266860194365075,True,False,hyper_siscowet
NC_052308.1:72363095,NC_052308.1,72363095,54.874375,70.934325,16.05995,4,4,0.0,0.02857142857142857,0.9266860194365075,True,False,hyper_siscowet
NC_052308.1:73724574,NC_052308.1,73724574,100.0,82.078,-17.921999999999997,3,4,12.0,0.04359664488554136,0.9266860194365075,True,False,hypo_siscowet
NC_052308.1:73724579,NC_052308.1,73724579,98.24560000000001,72.016575,-26.229025000000007,3,4,12.0,0.04974599072150299,0.9266860194365075,True,False,hypo_siscowet
NC_052308.1:73729932,NC_052308.1,73729932,41.83986666666667,25.770449999999997,-16.069416666666676,3,4,12.0,0.04974599072150299,0.9266860194365075,True,False,hypo_siscowet
NC_052308.1:73738086,NC_052308.1,73738086,100.0,83.785225,-16.214775000000003,3,4,12.0,0.041586341232186144,0.9266860194365075,True,False,hypo_siscowet
NC_052308.1:74435616,NC_052308.1,74435616,59.088675,85.178575,26.089899999999993,4,4,0.0,0.02857142857142857,0.9266860194365075,True,False,hyper_siscowet
NC_052308.1:74437728,NC_052308.1,74437728,27.289025000000002,74.054125,46.7651,4,4,0.0,0.02857142857142857,0.9266860194365075,True,False,hyper_siscowet
NC_052308.1:75427519,NC_052308.1,75427519,77.37556666666667,92.916675,15.541108333333327,3,4,0.0,0.04974599072150299,0.9266860194365075,True,False,hyper_siscowet
NC_052308.1:75489928,NC_052308.1,75489928,99.21875,71.544175,-27.674575000000004,4,4,16.0,0.026518721959430728,0.9266860194365075,True,False,hypo_siscowet
NC_052308.1:75657251,NC_052308.1,75657251,92.3701,75.28013333333334,-17.089966666666655,4,3,12.0,0.04359664488554136,0.9266860194365075,True,False,hypo_siscowet
NC_052308.1:75658023,NC_052308.1,75658023,56.42855,13.333333333333334,-43.095216666666666,4,3,12.0,0.04767810313602185,0.9266860194365075,True,False,hypo_siscowet
NC_052308.1:75903028,NC_052308.1,75903028,98.41270000000002,77.076325,-21.336375000000018,3,4,12.0,0.04974599072150299,0.9266860194365075,True,False,hypo_siscowet
NC_052308.1:75908595,NC_052308.1,75908595,26.651366666666664,0.581395,-26.069971666666664,3,4,12.0,0.04359664488554136,0.9266860194365075,True,False,hypo_siscowet
NC_052308.1:76298364,NC_052308.1,76298364,39.234433333333335,10.2381025,-28.996330833333335,3,4,12.0,0.04974599072150299,0.9266860194365075,True,False,hypo_siscowet
NC_052308.1:76304997,NC_052308.1,76304997,64.22323333333334,95.80420000000001,31.58096666666667,3,4,0.0,0.04974599072150299,0.9266860194365075,True,False,hyper_siscowet
NC_052308.1:76305010,NC_052308.1,76305010,58.144800000000004,92.559525,34.41472499999999,3,4,0.0,0.04974599072150299,0.9266860194365075,True,False,hyper_siscowet
NC_052308.1:78941998,NC_052308.1,78941998,62.91397499999999,0.0,-62.91397499999999,4,3,12.0,0.04359664488554136,0.9266860194365075,True,False,hypo_siscowet
NC_052308.1:78942061,NC_052308.1,78942061,56.89005,0.0,-56.89005,4,3,12.0,0.04359664488554136,0.9266860194365075,True,False,hypo_siscowet
NC_052308.1:78944034,NC_052308.1,78944034,69.627175,0.0,-69.627175,4,3,12.0,0.04359664488554136,0.9266860194365075,True,False,hypo_siscowet
NC_052308.1:78944656,NC_052308.1,78944656,75.94697500000001,9.0909,-66.856075,4,4,16.0,0.026518721959430728,0.9266860194365075,True,False,hypo_siscowet
NC_052308.1:78948354,NC_052308.1,78948354,80.0648,22.115375,-57.949425000000005,3,4,12.0,0.04974599072150299,0.9266860194365075,True,False,hypo_siscowet
NC_052308.1:78950936,NC_052308.1,78950936,64.10816666666666,1.9230775,-62.185089166666664,3,4,12.0,0.04359664488554136,0.9266860194365075,True,False,hypo_siscowet
NC_052308.1:78958720,NC_052308.1,78958720,49.89896666666667,4.84615,-45.052816666666665,3,4,12.0,0.04974599072150299,0.9266860194365075,True,False,hypo_siscowet
NC_052308.1:78958787,NC_052308.1,78958787,50.037866666666666,5.7692275,-44.26863916666667,3,4,12.0,0.04974599072150299,0.9266860194365075,True,False,hypo_siscowet
NC_052308.1:78970418,NC_052308.1,78970418,61.81213333333333,5.55555,-56.256583333333325,3,4,12.0,0.04359664488554136,0.9266860194365075,True,False,hypo_siscowet
NC_052308.1:78971079,NC_052308.1,78971079,12.5,81.11245,68.61245,3,4,0.0,0.04974599072150299,0.9266860194365075,True,False,hyper_siscowet
NC_052308.1:78971130,NC_052308.1,78971130,17.23077,88.333325,71.102555,3,4,0.0,0.04974599072150299,0.9266860194365075,True,False,hyper_siscowet
NC_052308.1:78971294,NC_052308.1,78971294,18.171673333333334,79.86312500000001,61.69145166666668,3,4,0.0,0.04974599072150299,0.9266860194365075,True,False,hyper_siscowet
NC_052308.1:78971374,NC_052308.1,78971374,14.2857,80.85210000000001,66.5664,3,4,0.0,0.04974599072150299,0.9266860194365075,True,False,hyper_siscowet
NC_052308.1:78971450,NC_052308.1,78971450,16.666666666666668,80.206775,63.54010833333332,3,4,0.0,0.04974599072150299,0.9266860194365075,True,False,hyper_siscowet
NC_052308.1:79003619,NC_052308.1,79003619,53.58585,2.0833325,-51.5025175,4,4,16.0,0.026518721959430728,0.9266860194365075,True,False,hypo_siscowet
NC_052308.1:79008980,NC_052308.1,79008980,90.29303333333333,68.59892500000001,-21.69410833333332,3,4,12.0,0.04974599072150299,0.9266860194365075,True,False,hypo_siscowet
NC_052308.1:79041088,NC_052308.1,79041088,70.60606666666666,3.84615,-66.75991666666667,3,4,12.0,0.04359664488554136,0.9266860194365075,True,False,hypo_siscowet
NC_052308.1:79041475,NC_052308.1,79041475,94.84126666666667,79.20455,-15.636716666666672,3,4,12.0,0.04974599072150299,0.9266860194365075,True,False,hypo_siscowet
NC_052308.1:79047522,NC_052308.1,79047522,59.595933333333335,6.25,-53.345933333333335,3,4,12.0,0.04359664488554136,0.9266860194365075,True,False,hypo_siscowet
NC_052308.1:79084774,NC_052308.1,79084774,60.877700000000004,80.05205000000001,19.174350000000004,3,4,0.0,0.04974599072150299,0.9266860194365075,True,False,hyper_siscowet
NC_052309.1:4092148,NC_052309.1,4092148,23.639233333333333,3.125,-20.514233333333333,3,4,12.0,0.04359664488554136,0.9266860194365075,True,False,hypo_siscowet
NC_052309.1:4134231,NC_052309.1,4134231,65.58442500000001,97.1591,31.574674999999985,4,4,0.0,0.029401048190339642,0.9266860194365075,True,False,hyper_siscowet
NC_052309.1:4281850,NC_052309.1,4281850,76.486025,44.460474999999995,-32.02555,4,4,15.5,0.042066412206780826,0.9266860194365075,True,False,hypo_siscowet
NC_052309.1:57129596,NC_052309.1,57129596,48.147025,28.0885,-20.058525,4,4,16.0,0.02857142857142857,0.9266860194365075,True,False,hypo_siscowet
NC_052309.1:83332818,NC_052309.1,83332818,73.42805,26.908825,-46.519225,4,4,16.0,0.02857142857142857,0.9266860194365075,True,False,hypo_siscowet
NC_052309.1:83334548,NC_052309.1,83334548,93.14394999999999,76.146325,-16.997624999999985,4,4,16.0,0.02857142857142857,0.9266860194365075,True,False,hypo_siscowet
NC_052309.1:86640991,NC_052309.1,86640991,42.171699999999994,86.90475,44.73305000000001,3,4,0.0,0.04974599072150299,0.9266860194365075,True,False,hyper_siscowet
NC_052309.1:86679803,NC_052309.1,86679803,93.020825,75.946725,-17.0741,4,4,16.0,0.02857142857142857,0.9266860194365075,True,False,hypo_siscowet
NC_052309.1:87692519,NC_052309.1,87692519,50.18313333333333,65.972225,15.789091666666664,3,4,0.0,0.04974599072150299,0.9266860194365075,True,False,hyper_siscowet
NC_052309.1:91866130,NC_052309.1,91866130,7.4074,35.46245,28.055049999999998,3,4,0.0,0.04974599072150299,0.9266860194365075,True,False,hyper_siscowet
NC_052309.1:91866446,NC_052309.1,91866446,25.45453333333333,89.94155,64.48701666666668,3,4,0.0,0.04974599072150299,0.9266860194365075,True,False,hyper_siscowet
NC_052309.1:92661528,NC_052309.1,92661528,57.31999999999999,100.0,42.68000000000001,3,4,0.0,0.03191120476963876,0.9266860194365075,True,False,hyper_siscowet
NC_052309.1:93186625,NC_052309.1,93186625,96.96969999999999,71.844925,-25.124774999999985,3,4,12.0,0.04974599072150299,0.9266860194365075,True,False,hypo_siscowet
NC_052309.1:93187290,NC_052309.1,93187290,23.674233333333333,0.0,-23.674233333333333,3,4,12.0,0.03191120476963876,0.9266860194365075,True,False,hypo_siscowet
NC_052309.1:93188668,NC_052309.1,93188668,32.2161,0.0,-32.2161,4,4,16.0,0.021070570134378658,0.9266860194365075,True,False,hypo_siscowet
NC_052309.1:93190909,NC_052309.1,93190909,59.94395,84.72935,24.785399999999996,4,4,0.0,0.029401048190339642,0.9266860194365075,True,False,hyper_siscowet
NC_052309.1:93341721,NC_052309.1,93341721,75.4902,91.39195000000001,15.901750000000007,3,4,0.0,0.04767810313602185,0.9266860194365075,True,False,hyper_siscowet
NC_052309.1:94053301,NC_052309.1,94053301,82.69843333333334,98.508775,15.810341666666659,3,4,0.0,0.04974599072150299,0.9266860194365075,True,False,hyper_siscowet
NC_052309.1:94092539,NC_052309.1,94092539,45.883925,64.05725,18.173325,4,4,0.0,0.02857142857142857,0.9266860194365075,True,False,hyper_siscowet
NC_052309.1:94092586,NC_052309.1,94092586,40.522675,59.390625,18.86795,4,4,0.0,0.02857142857142857,0.9266860194365075,True,False,hyper_siscowet
NC_052309.1:94099238,NC_052309.1,94099238,76.6775,96.8956,20.218100000000007,3,4,0.0,0.04974599072150299,0.9266860194365075,True,False,hyper_siscowet
NC_052309.1:94100938,NC_052309.1,94100938,34.3284,50.900125,16.571725,4,4,0.0,0.02857142857142857,0.9266860194365075,True,False,hyper_siscowet
NC_052309.1:94123368,NC_052309.1,94123368,94.895825,78.478875,-16.41695,4,4,16.0,0.02857142857142857,0.9266860194365075,True,False,hypo_siscowet
NC_052309.1:94690761,NC_052309.1,94690761,99.03845,83.469825,-15.568624999999997,4,4,15.5,0.037188196733455664,0.9266860194365075,True,False,hypo_siscowet
NC_052309.1:94904705,NC_052309.1,94904705,49.122800000000005,17.633924999999998,-31.488875000000007,3,4,12.0,0.04974599072150299,0.9266860194365075,True,False,hypo_siscowet
NC_052309.1:95433377,NC_052309.1,95433377,67.87746666666668,86.19420000000001,18.31673333333333,3,4,0.0,0.04974599072150299,0.9266860194365075,True,False,hyper_siscowet
NC_052309.1:95569218,NC_052309.1,95569218,97.826075,33.8203525,-64.0057225,4,4,16.0,0.026518721959430728,0.9266860194365075,True,False,hypo_siscowet
NC_052309.1:95588657,NC_052309.1,95588657,98.0392,55.384625,-42.654574999999994,3,4,12.0,0.04974599072150299,0.9266860194365075,True,False,hypo_siscowet
NC_052309.1:95635658,NC_052309.1,95635658,77.40386666666667,18.248675,-59.155191666666674,3,4,12.0,0.04974599072150299,0.9266860194365075,True,False,hypo_siscowet
NC_052309.1:95691135,NC_052309.1,95691135,18.585836666666665,1.9230775,-16.662759166666664,3,4,12.0,0.04359664488554136,0.9266860194365075,True,False,hypo_siscowet
NC_052309.1:96395393,NC_052309.1,96395393,2.916675,39.710525000000004,36.793850000000006,4,4,0.0,0.026518721959430728,0.9266860194365075,True,False,hyper_siscowet
NC_052309.1:96736077,NC_052309.1,96736077,86.1472,57.64705,-28.500149999999998,3,4,12.0,0.04974599072150299,0.9266860194365075,True,False,hypo_siscowet
NC_052309.1:96997877,NC_052309.1,96997877,87.39706666666666,70.681825,-16.715241666666657,3,4,12.0,0.04974599072150299,0.9266860194365075,True,False,hypo_siscowet
NC_052309.1:97923272,NC_052309.1,97923272,79.44443333333334,94.76495,15.320516666666663,3,4,0.0,0.04974599072150299,0.9266860194365075,True,False,hyper_siscowet
NC_052309.1:97923389,NC_052309.1,97923389,78.41879999999999,95.11217500000001,16.693375000000017,3,4,0.0,0.04974599072150299,0.9266860194365075,True,False,hyper_siscowet
NC_052309.1:97923393,NC_052309.1,97923393,77.3077,94.833325,17.525625000000005,3,4,0.0,0.04974599072150299,0.9266860194365075,True,False,hyper_siscowet
NC_052310.1:11078564,NC_052310.1,11078564,54.761900000000004,36.0269,-18.735000000000007,3,4,12.0,0.04974599072150299,0.9266860194365075,True,False,hypo_siscowet
NC_052310.1:26394356,NC_052310.1,26394356,54.761900000000004,80.87122500000001,26.109325000000005,3,4,0.0,0.04974599072150299,0.9266860194365075,True,False,hyper_siscowet
NC_052310.1:26394413,NC_052310.1,26394413,68.6508,87.72725,19.076449999999994,3,4,0.0,0.04974599072150299,0.9266860194365075,True,False,hyper_siscowet
NC_052310.1:27280090,NC_052310.1,27280090,76.25,95.869525,19.619524999999996,3,4,0.0,0.04974599072150299,0.9266860194365075,True,False,hyper_siscowet
NC_052310.1:3704968,NC_052310.1,3704968,50.55135,72.51984999999999,21.96849999999999,4,4,0.0,0.02857142857142857,0.9266860194365075,True,False,hyper_siscowet
NC_052310.1:42085804,NC_052310.1,42085804,38.39406666666667,5.11904,-33.27502666666667,3,4,12.0,0.04974599072150299,0.9266860194365075,True,False,hypo_siscowet
NC_052310.1:4789446,NC_052310.1,4789446,77.877,93.029425,15.152425000000008,3,4,0.0,0.04974599072150299,0.9266860194365075,True,False,hyper_siscowet
NC_052310.1:57126245,NC_052310.1,57126245,92.44479999999999,73.951075,-18.493724999999984,3,4,12.0,0.04974599072150299,0.9266860194365075,True,False,hypo_siscowet
NC_052310.1:57301878,NC_052310.1,57301878,78.07486666666667,61.495400000000004,-16.57946666666666,3,4,12.0,0.04974599072150299,0.9266860194365075,True,False,hypo_siscowet
NC_052310.1:57302610,NC_052310.1,57302610,97.22223333333334,79.453475,-17.768758333333338,3,4,12.0,0.04974599072150299,0.9266860194365075,True,False,hypo_siscowet
NC_052310.1:6899654,NC_052310.1,6899654,65.22436666666667,47.62205,-17.602316666666667,3,4,12.0,0.04974599072150299,0.9266860194365075,True,False,hypo_siscowet
NC_052310.1:73058590,NC_052310.1,73058590,98.41270000000002,83.114925,-15.297775000000016,3,4,12.0,0.04974599072150299,0.9266860194365075,True,False,hypo_siscowet
NC_052310.1:79589777,NC_052310.1,79589777,50.303025,22.57895,-27.724075,4,4,16.0,0.029401048190339642,0.9266860194365075,True,False,hypo_siscowet
NC_052310.1:84412356,NC_052310.1,84412356,60.6061,84.215025,23.608925,3,4,0.0,0.04974599072150299,0.9266860194365075,True,False,hyper_siscowet
NC_052310.1:9694190,NC_052310.1,9694190,78.85415,94.38585,15.5317,4,4,0.0,0.029401048190339642,0.9266860194365075,True,False,hyper_siscowet
NC_052311.1:1002228,NC_052311.1,1002228,53.9286,73.32317499999999,19.39457499999999,4,4,0.0,0.025580146726954023,0.9266860194365075,True,False,hyper_siscowet
NC_052311.1:30067242,NC_052311.1,30067242,40.96255,57.878125,16.915574999999997,4,4,0.0,0.02857142857142857,0.9266860194365075,True,False,hyper_siscowet
NC_052311.1:31673082,NC_052311.1,31673082,81.58730000000001,99.19355,17.60624999999999,3,4,0.0,0.04359664488554136,0.9266860194365075,True,False,hyper_siscowet
NC_052311.1:36316618,NC_052311.1,36316618,100.0,83.88527500000001,-16.114724999999993,3,4,12.0,0.041586341232186144,0.9266860194365075,True,False,hypo_siscowet
NC_052311.1:51542628,NC_052311.1,51542628,71.5618,53.3517,-18.210100000000004,3,4,12.0,0.04974599072150299,0.9266860194365075,True,False,hypo_siscowet
