comparison	block	n_anchors	chr_a	chr_b	orientation	anchor_idx_a	anchor_idx_b	gene_a	gene_b	evalue	chr_a_check	pos_a	chr_b_check	pos_b	chr_pair
reference_vs_lean	5	13	lnptg000013l1	rfNC0523401	plus	5	8	ln_gene-LOC120028387	rf_gene-LOC120028387	1e-100	lnptg000013l1	641818	rfNC0523401	15363625.5	lnptg000013l1 | rfNC0523401
reference_vs_lean	5	13	lnptg000013l1	rfNC0523401	plus	5	9	ln_gene-LOC120028661	rf_gene-LOC120028661	1e-100	lnptg000013l1	648487	rfNC0523401	15370288.5	lnptg000013l1 | rfNC0523401
reference_vs_lean	5	13	lnptg000013l1	rfNC0523401	plus	5	10	ln_gene-LOC120028662	rf_gene-LOC120028662	1e-100	lnptg000013l1	649645.5	rfNC0523401	15371447	lnptg000013l1 | rfNC0523401
reference_vs_lean	5	13	lnptg000013l1	rfNC0523401	plus	5	11	ln_gene-trnag-ucc-29	rf_gene-trnag-ucc-29	1e-100	lnptg000013l1	662466	rfNC0523401	15384267.5	lnptg000013l1 | rfNC0523401
reference_vs_lean	5	13	lnptg000013l1	rfNC0523401	plus	5	12	ln_gene-LOC120028319	rf_gene-LOC120028319	1e-100	lnptg000013l1	783295.5	rfNC0523401	15500540.5	lnptg000013l1 | rfNC0523401
reference_vs_lean	6	9	lnptg000013l1	rfNC0523481	plus	6	0	ln_gene-LOC120035181	rf_gene-LOC120035181	1e-100	lnptg000013l1	33995	rfNC0523481	11374088.5	lnptg000013l1 | rfNC0523481
reference_vs_lean	6	9	lnptg000013l1	rfNC0523481	plus	6	1	ln_gene-LOC120034920	rf_gene-LOC120034920	1e-100	lnptg000013l1	150617	rfNC0523481	11487177.5	lnptg000013l1 | rfNC0523481
reference_vs_lean	6	9	lnptg000013l1	rfNC0523481	plus	6	2	ln_gene-LOC120035039	rf_gene-LOC120035039	1e-100	lnptg000013l1	422881.5	rfNC0523481	11756207	lnptg000013l1 | rfNC0523481
reference_vs_lean	6	9	lnptg000013l1	rfNC0523481	plus	6	3	ln_gene-gatb	rf_gene-gatb	1e-100	lnptg000013l1	432853	rfNC0523481	11766144.5	lnptg000013l1 | rfNC0523481
reference_vs_lean	6	9	lnptg000013l1	rfNC0523481	plus	6	4	ln_gene-LOC120034915	rf_gene-LOC120034915	1e-100	lnptg000013l1	464550.5	rfNC0523481	11797689.5	lnptg000013l1 | rfNC0523481
reference_vs_lean	6	9	lnptg000013l1	rfNC0523481	plus	6	5	ln_gene-LOC120034673	rf_gene-LOC120034673	1e-100	lnptg000013l1	503423.5	rfNC0523481	11836613	lnptg000013l1 | rfNC0523481
reference_vs_lean	6	9	lnptg000013l1	rfNC0523481	plus	6	6	ln_gene-LOC120034675	rf_gene-LOC120034675	1e-100	lnptg000013l1	518800	rfNC0523481	11852162	lnptg000013l1 | rfNC0523481
reference_vs_lean	6	9	lnptg000013l1	rfNC0523481	plus	6	7	ln_gene-LOC120035203	rf_gene-LOC120035203	1e-100	lnptg000013l1	517501	rfNC0523481	11850865.5	lnptg000013l1 | rfNC0523481
reference_vs_lean	6	9	lnptg000013l1	rfNC0523481	plus	6	8	ln_gene-LOC120035202	rf_gene-LOC120035202	1e-100	lnptg000013l1	518974.5	rfNC0523481	11852339	lnptg000013l1 | rfNC0523481
reference_vs_lean	7	14	lnptg000014l1	rfNC0523431	plus	7	0	ln_gene-LOC120030977	rf_gene-LOC120030977	1e-100	lnptg000014l1	13571.5	rfNC0523431	30733482.5	lnptg000014l1 | rfNC0523431
reference_vs_lean	7	14	lnptg000014l1	rfNC0523431	plus	7	1	ln_gene-trnat-ugu-62	rf_gene-trnat-ugu-62	1e-100	lnptg000014l1	23921.5	rfNC0523431	30760159	lnptg000014l1 | rfNC0523431
reference_vs_lean	7	14	lnptg000014l1	rfNC0523431	plus	7	2	ln_gene-LOC120031472	rf_gene-LOC120031472	1e-100	lnptg000014l1	31332	rfNC0523431	30767559.5	lnptg000014l1 | rfNC0523431
reference_vs_lean	7	14	lnptg000014l1	rfNC0523431	plus	7	3	ln_gene-LOC120031474	rf_gene-LOC120031474	1e-100	lnptg000014l1	47925	rfNC0523431	30784417.5	lnptg000014l1 | rfNC0523431
reference_vs_lean	7	14	lnptg000014l1	rfNC0523431	plus	7	4	ln_gene-LOC120031459	rf_gene-LOC120031459	1e-100	lnptg000014l1	67475	rfNC0523431	30803242.5	lnptg000014l1 | rfNC0523431
reference_vs_lean	7	14	lnptg000014l1	rfNC0523431	plus	7	5	ln_gene-LOC120031477	rf_gene-LOC120031477	1e-100	lnptg000014l1	76591.5	rfNC0523431	30812389	lnptg000014l1 | rfNC0523431
reference_vs_lean	7	14	lnptg000014l1	rfNC0523431	plus	7	6	ln_gene-LOC120030978	rf_gene-LOC120030978	1e-100	lnptg000014l1	79958.5	rfNC0523431	30815754	lnptg000014l1 | rfNC0523431
reference_vs_lean	7	14	lnptg000014l1	rfNC0523431	plus	7	7	ln_gene-LOC120031456	rf_gene-LOC120031456	1e-100	lnptg000014l1	94346	rfNC0523431	30830197.5	lnptg000014l1 | rfNC0523431
reference_vs_lean	7	14	lnptg000014l1	rfNC0523431	plus	7	8	ln_gene-LOC120031462	rf_gene-LOC120031462	1e-100	lnptg000014l1	108341	rfNC0523431	30844257.5	lnptg000014l1 | rfNC0523431
reference_vs_lean	7	14	lnptg000014l1	rfNC0523431	plus	7	9	ln_gene-LOC120030979	rf_gene-LOC120030979	1e-100	lnptg000014l1	132540	rfNC0523431	30868107.5	lnptg000014l1 | rfNC0523431
reference_vs_lean	7	14	lnptg000014l1	rfNC0523431	plus	7	10	ln_gene-LOC120031452	rf_gene-LOC120031452	1e-100	lnptg000014l1	155381	rfNC0523431	30890870.5	lnptg000014l1 | rfNC0523431
reference_vs_lean	7	14	lnptg000014l1	rfNC0523431	plus	7	11	ln_gene-LOC120030980	rf_gene-LOC120030980	1e-100	lnptg000014l1	182104	rfNC0523431	30917699	lnptg000014l1 | rfNC0523431
reference_vs_lean	7	14	lnptg000014l1	rfNC0523431	plus	7	12	ln_gene-LOC120031469	rf_gene-LOC120031469	1e-100	lnptg000014l1	182931	rfNC0523431	30918526	lnptg000014l1 | rfNC0523431
reference_vs_lean	7	14	lnptg000014l1	rfNC0523431	plus	7	13	ln_gene-rad54b	rf_gene-rad54b	1e-100	lnptg000014l1	194501.5	rfNC0523431	30930153.5	lnptg000014l1 | rfNC0523431
reference_vs_lean	8	28	lnptg000015l1	rfNC0523331	minus	8	0	ln_gene-LOC120022725	rf_gene-LOC120022725	1e-100	lnptg000015l1	32841.5	rfNC0523331	31642525	lnptg000015l1 | rfNC0523331
reference_vs_lean	8	28	lnptg000015l1	rfNC0523331	minus	8	1	ln_gene-LOC120022068	rf_gene-LOC120022068	1e-100	lnptg000015l1	70197	rfNC0523331	31605143.5	lnptg000015l1 | rfNC0523331
reference_vs_lean	8	28	lnptg000015l1	rfNC0523331	minus	8	2	ln_gene-LOC120022347	rf_gene-LOC120022347	1e-100	lnptg000015l1	86620.5	rfNC0523331	31588713	lnptg000015l1 | rfNC0523331
reference_vs_lean	8	28	lnptg000015l1	rfNC0523331	minus	8	3	ln_gene-LOC120022346	rf_gene-LOC120022346	1e-100	lnptg000015l1	144226	rfNC0523331	31530899	lnptg000015l1 | rfNC0523331
reference_vs_lean	8	28	lnptg000015l1	rfNC0523331	minus	8	4	ln_gene-LOC120022800	rf_gene-LOC120022800	1e-100	lnptg000015l1	157602.5	rfNC0523331	31517318	lnptg000015l1 | rfNC0523331
reference_vs_lean	8	28	lnptg000015l1	rfNC0523331	minus	8	5	ln_gene-LOC120022344	rf_gene-LOC120022344	1e-100	lnptg000015l1	179567	rfNC0523331	31495213.5	lnptg000015l1 | rfNC0523331
reference_vs_lean	8	28	lnptg000015l1	rfNC0523331	minus	8	6	ln_gene-clcn1a	rf_gene-clcn1a	1e-100	lnptg000015l1	201301	rfNC0523331	31473343	lnptg000015l1 | rfNC0523331
reference_vs_lean	8	28	lnptg000015l1	rfNC0523331	minus	8	7	ln_gene-LOC120022342	rf_gene-LOC120022342	1e-100	lnptg000015l1	233512.5	rfNC0523331	31442888.5	lnptg000015l1 | rfNC0523331
reference_vs_lean	8	28	lnptg000015l1	rfNC0523331	minus	8	8	ln_gene-LOC120022084	rf_gene-LOC120022084	1e-100	lnptg000015l1	292310.5	rfNC0523331	31401882.5	lnptg000015l1 | rfNC0523331
reference_vs_lean	8	28	lnptg000015l1	rfNC0523331	minus	8	9	ln_gene-LOC120022686	rf_gene-LOC120022686	1e-100	lnptg000015l1	308494	rfNC0523331	31385738.5	lnptg000015l1 | rfNC0523331
reference_vs_lean	8	28	lnptg000015l1	rfNC0523331	minus	8	10	ln_gene-LOC120022341	rf_gene-LOC120022341	1e-100	lnptg000015l1	321044.5	rfNC0523331	31373193	lnptg000015l1 | rfNC0523331
reference_vs_lean	8	28	lnptg000015l1	rfNC0523331	minus	8	11	ln_gene-LOC120022766	rf_gene-LOC120022766	1e-100	lnptg000015l1	335602	rfNC0523331	31358629	lnptg000015l1 | rfNC0523331
reference_vs_lean	8	28	lnptg000015l1	rfNC0523331	minus	8	12	ln_gene-LOC120022847	rf_gene-LOC120022847	1e-100	lnptg000015l1	345481.5	rfNC0523331	31348764	lnptg000015l1 | rfNC0523331
reference_vs_lean	8	28	lnptg000015l1	rfNC0523331	minus	8	13	ln_gene-LOC120022340	rf_gene-LOC120022340	1e-100	lnptg000015l1	351837	rfNC0523331	31341913.5	lnptg000015l1 | rfNC0523331
reference_vs_lean	8	28	lnptg000015l1	rfNC0523331	minus	8	14	ln_gene-LOC120022805	rf_gene-LOC120022805	1e-100	lnptg000015l1	378267.5	rfNC0523331	31329563	lnptg000015l1 | rfNC0523331
reference_vs_lean	8	28	lnptg000015l1	rfNC0523331	minus	8	15	ln_gene-LOC120022494	rf_gene-LOC120022494	1e-100	lnptg000015l1	406971.5	rfNC0523331	31304366.5	lnptg000015l1 | rfNC0523331
reference_vs_lean	8	28	lnptg000015l1	rfNC0523331	minus	8	16	ln_gene-LOC120022191	rf_gene-LOC120022191	1e-100	lnptg000015l1	444932.5	rfNC0523331	31268307	lnptg000015l1 | rfNC0523331
reference_vs_lean	8	28	lnptg000015l1	rfNC0523331	minus	8	17	ln_gene-LOC120022189	rf_gene-LOC120022189	1e-100	lnptg000015l1	464071.5	rfNC0523331	31249196	lnptg000015l1 | rfNC0523331
reference_vs_lean	8	28	lnptg000015l1	rfNC0523331	minus	8	18	ln_gene-LOC120022768	rf_gene-LOC120022768	1e-100	lnptg000015l1	496456.5	rfNC0523331	31216840.5	lnptg000015l1 | rfNC0523331
reference_vs_lean	8	28	lnptg000015l1	rfNC0523331	minus	8	19	ln_gene-LOC120022077	rf_gene-LOC120022077	1e-100	lnptg000015l1	517303.5	rfNC0523331	31196016	lnptg000015l1 | rfNC0523331
reference_vs_lean	8	28	lnptg000015l1	rfNC0523331	minus	8	20	ln_gene-LOC120022531	rf_gene-LOC120022531	1e-100	lnptg000015l1	558287	rfNC0523331	31155034.5	lnptg000015l1 | rfNC0523331
reference_vs_lean	8	28	lnptg000015l1	rfNC0523331	minus	8	21	ln_gene-LOC120022339	rf_gene-LOC120022339	1e-100	lnptg000015l1	596202.5	rfNC0523331	31117106	lnptg000015l1 | rfNC0523331
reference_vs_lean	8	28	lnptg000015l1	rfNC0523331	minus	8	22	ln_gene-LOC120022134	rf_gene-LOC120022134	1e-100	lnptg000015l1	869809	rfNC0523331	30976661.5	lnptg000015l1 | rfNC0523331
reference_vs_lean	8	28	lnptg000015l1	rfNC0523331	minus	8	23	ln_gene-LOC120022133	rf_gene-LOC120022133	1e-100	lnptg000015l1	881672.5	rfNC0523331	30971081	lnptg000015l1 | rfNC0523331
reference_vs_lean	8	28	lnptg000015l1	rfNC0523331	minus	8	24	ln_gene-LOC120022119	rf_gene-LOC120022119	1e-100	lnptg000015l1	896194	rfNC0523331	30958547	lnptg000015l1 | rfNC0523331
reference_vs_lean	8	28	lnptg000015l1	rfNC0523331	minus	8	25	ln_gene-LOC120022455	rf_gene-LOC120022455	1e-100	lnptg000015l1	927223.5	rfNC0523331	30927754	lnptg000015l1 | rfNC0523331
reference_vs_lean	8	28	lnptg000015l1	rfNC0523331	minus	8	26	ln_gene-LOC120022856	rf_gene-LOC120022856	1e-100	lnptg000015l1	967499	rfNC0523331	30887683	lnptg000015l1 | rfNC0523331
reference_vs_lean	8	28	lnptg000015l1	rfNC0523331	minus	8	27	ln_gene-LOC120022338	rf_gene-LOC120022338	1e-100	lnptg000015l1	1026288	rfNC0523331	30832059.5	lnptg000015l1 | rfNC0523331
reference_vs_lean	9	51	lnptg000016l1	rfNC0523271	plus	9	0	ln_gene-ldhd	rf_gene-ldhd	1e-100	lnptg000016l1	41680	rfNC0523271	22051754.5	lnptg000016l1 | rfNC0523271
reference_vs_lean	9	51	lnptg000016l1	rfNC0523271	plus	9	1	ln_gene-znrf1	rf_gene-znrf1	1e-100	lnptg000016l1	63187.5	rfNC0523271	22073260	lnptg000016l1 | rfNC0523271
reference_vs_lean	9	51	lnptg000016l1	rfNC0523271	plus	9	2	ln_gene-LOC120066652	rf_gene-LOC120066652	1e-100	lnptg000016l1	85188.5	rfNC0523271	22095258.5	lnptg000016l1 | rfNC0523271
reference_vs_lean	9	51	lnptg000016l1	rfNC0523271	plus	9	3	ln_gene-LOC120066190	rf_gene-LOC120066190	1e-100	lnptg000016l1	129148	rfNC0523271	22137003.5	lnptg000016l1 | rfNC0523271
reference_vs_lean	9	51	lnptg000016l1	rfNC0523271	plus	9	4	ln_gene-si:ch211-194m7.8	rf_gene-si:ch211-194m7.8	1e-100	lnptg000016l1	162748	rfNC0523271	22168386.5	lnptg000016l1 | rfNC0523271
reference_vs_lean	9	51	lnptg000016l1	rfNC0523271	plus	9	5	ln_gene-LOC120065824	rf_gene-LOC120065824	1e-100	lnptg000016l1	200929	rfNC0523271	22206511	lnptg000016l1 | rfNC0523271
