comparison	block	n_anchors	chr_a	chr_b	orientation	anchor_idx_a	anchor_idx_b	gene_a	gene_b	evalue	chr_a_check	pos_a	chr_b_check	pos_b	chr_pair
lean_vs_siscowet	2	8	lnptg000004l1	siptg000278l1	minus	2	7	ln_gene-LOC120055666	si_gene-LOC120055666	1e-100	lnptg000004l1	350581.5	siptg000278l1	245738	lnptg000004l1 | siptg000278l1
lean_vs_siscowet	3	19	lnptg000007l1	siptg001070l1	plus	3	0	ln_gene-LOC120018643	si_gene-LOC120018643	1e-100	lnptg000007l1	78782.5	siptg001070l1	1765672	lnptg000007l1 | siptg001070l1
lean_vs_siscowet	3	19	lnptg000007l1	siptg001070l1	plus	3	1	ln_gene-LOC120018795	si_gene-LOC120018795	1e-100	lnptg000007l1	112196.5	siptg001070l1	1799220.5	lnptg000007l1 | siptg001070l1
lean_vs_siscowet	3	19	lnptg000007l1	siptg001070l1	plus	3	2	ln_gene-si:ch1073-280e3.1	si_gene-si:ch1073-280e3.1	1e-100	lnptg000007l1	152612.5	siptg001070l1	1839634	lnptg000007l1 | siptg001070l1
lean_vs_siscowet	3	19	lnptg000007l1	siptg001070l1	plus	3	3	ln_gene-LOC120018330	si_gene-LOC120018330	1e-100	lnptg000007l1	163820	siptg001070l1	1850843	lnptg000007l1 | siptg001070l1
lean_vs_siscowet	3	19	lnptg000007l1	siptg001070l1	plus	3	4	ln_gene-LOC120018331	si_gene-LOC120018331	1e-100	lnptg000007l1	169169.5	siptg001070l1	1856192.5	lnptg000007l1 | siptg001070l1
lean_vs_siscowet	3	19	lnptg000007l1	siptg001070l1	plus	3	5	ln_gene-LOC120018334	si_gene-LOC120018334	1e-100	lnptg000007l1	199380	siptg001070l1	1886403	lnptg000007l1 | siptg001070l1
lean_vs_siscowet	3	19	lnptg000007l1	siptg001070l1	plus	3	6	ln_gene-LOC120018646	si_gene-LOC120018646	1e-100	lnptg000007l1	214163.5	siptg001070l1	1901186.5	lnptg000007l1 | siptg001070l1
lean_vs_siscowet	3	19	lnptg000007l1	siptg001070l1	plus	3	7	ln_gene-LOC120018647	si_gene-LOC120018647	1e-100	lnptg000007l1	238716.5	siptg001070l1	1925736.5	lnptg000007l1 | siptg001070l1
lean_vs_siscowet	3	19	lnptg000007l1	siptg001070l1	plus	3	8	ln_gene-LOC120018797	si_gene-LOC120018797	1e-100	lnptg000007l1	251565.5	siptg001070l1	1938582.5	lnptg000007l1 | siptg001070l1
lean_vs_siscowet	3	19	lnptg000007l1	siptg001070l1	plus	3	9	ln_gene-LOC120018335	si_gene-LOC120018335	1e-100	lnptg000007l1	257424	siptg001070l1	1944426.5	lnptg000007l1 | siptg001070l1
lean_vs_siscowet	3	19	lnptg000007l1	siptg001070l1	plus	3	10	ln_gene-LOC120018648	si_gene-LOC120018648	1e-100	lnptg000007l1	287245.5	siptg001070l1	1974242.5	lnptg000007l1 | siptg001070l1
lean_vs_siscowet	3	19	lnptg000007l1	siptg001070l1	plus	3	11	ln_gene-LOC120018336	si_gene-LOC120018336	1e-100	lnptg000007l1	309027	siptg001070l1	1996021.5	lnptg000007l1 | siptg001070l1
lean_vs_siscowet	3	19	lnptg000007l1	siptg001070l1	plus	3	12	ln_gene-LOC120018337	si_gene-LOC120018337	1e-100	lnptg000007l1	362300.5	siptg001070l1	2049347.5	lnptg000007l1 | siptg001070l1
lean_vs_siscowet	3	19	lnptg000007l1	siptg001070l1	plus	3	13	ln_gene-LOC120056766_28	si_gene-LOC120056766_29	1e-100	lnptg000007l1	404198	siptg001070l1	2090694.5	lnptg000007l1 | siptg001070l1
lean_vs_siscowet	3	19	lnptg000007l1	siptg001070l1	plus	3	14	ln_gene-LOC120018799	si_gene-LOC120018799	1e-100	lnptg000007l1	417670.5	siptg001070l1	2104162.5	lnptg000007l1 | siptg001070l1
lean_vs_siscowet	3	19	lnptg000007l1	siptg001070l1	plus	3	15	ln_gene-LOC120018339	si_gene-LOC120018339	1e-100	lnptg000007l1	432881	siptg001070l1	2119384	lnptg000007l1 | siptg001070l1
lean_vs_siscowet	3	19	lnptg000007l1	siptg001070l1	plus	3	16	ln_gene-LOC120018340	si_gene-LOC120018340	1e-100	lnptg000007l1	457360.5	siptg001070l1	2143871.5	lnptg000007l1 | siptg001070l1
lean_vs_siscowet	3	19	lnptg000007l1	siptg001070l1	plus	3	17	ln_gene-LOC120018651	si_gene-LOC120018651	1e-100	lnptg000007l1	471116	siptg001070l1	2157617	lnptg000007l1 | siptg001070l1
lean_vs_siscowet	3	19	lnptg000007l1	siptg001070l1	plus	3	18	ln_gene-LOC120018341	si_gene-LOC120018341	1e-100	lnptg000007l1	499312.5	siptg001070l1	2398614	lnptg000007l1 | siptg001070l1
lean_vs_siscowet	4	11	lnptg000013l1	siptg000916l1	minus	4	0	ln_gene-ompa	si_gene-ompa	1e-100	lnptg000013l1	554804.5	siptg000916l1	128397.5	lnptg000013l1 | siptg000916l1
lean_vs_siscowet	4	11	lnptg000013l1	siptg000916l1	minus	4	1	ln_gene-LOC120028775	si_gene-LOC120028775	1e-100	lnptg000013l1	583617	siptg000916l1	99783	lnptg000013l1 | siptg000916l1
lean_vs_siscowet	4	11	lnptg000013l1	siptg000916l1	minus	4	2	ln_gene-dcun1d5	si_gene-dcun1d5	1e-100	lnptg000013l1	591573.5	siptg000916l1	91826.5	lnptg000013l1 | siptg000916l1
lean_vs_siscowet	4	11	lnptg000013l1	siptg000916l1	minus	4	3	ln_gene-LOC120028859	si_gene-LOC120028859	1e-100	lnptg000013l1	602252	siptg000916l1	81151	lnptg000013l1 | siptg000916l1
lean_vs_siscowet	4	11	lnptg000013l1	siptg000916l1	minus	4	4	ln_gene-LOC120029210	si_gene-LOC120029210	1e-100	lnptg000013l1	609028.5	siptg000916l1	74377.5	lnptg000013l1 | siptg000916l1
lean_vs_siscowet	4	11	lnptg000013l1	siptg000916l1	minus	4	5	ln_gene-kbtbd3	si_gene-kbtbd3	1e-100	lnptg000013l1	614484.5	siptg000916l1	68921.5	lnptg000013l1 | siptg000916l1
lean_vs_siscowet	4	11	lnptg000013l1	siptg000916l1	minus	4	6	ln_gene-LOC120029047	si_gene-LOC120029047	1e-100	lnptg000013l1	624950	siptg000916l1	58456	lnptg000013l1 | siptg000916l1
lean_vs_siscowet	4	11	lnptg000013l1	siptg000916l1	minus	4	7	ln_gene-LOC120028387	si_gene-LOC120028387	1e-100	lnptg000013l1	641818	siptg000916l1	41589	lnptg000013l1 | siptg000916l1
lean_vs_siscowet	4	11	lnptg000013l1	siptg000916l1	minus	4	8	ln_gene-LOC120028661	si_gene-LOC120028661	1e-100	lnptg000013l1	648487	siptg000916l1	34921	lnptg000013l1 | siptg000916l1
lean_vs_siscowet	4	11	lnptg000013l1	siptg000916l1	minus	4	9	ln_gene-LOC120028662	si_gene-LOC120028662	1e-100	lnptg000013l1	649645.5	siptg000916l1	33762.5	lnptg000013l1 | siptg000916l1
lean_vs_siscowet	4	11	lnptg000013l1	siptg000916l1	minus	4	10	ln_gene-trnag-ucc-29	si_gene-trnag-ucc-29	1e-100	lnptg000013l1	662466	siptg000916l1	20942	lnptg000013l1 | siptg000916l1
lean_vs_siscowet	5	7	lnptg000013l1	siptg002905l1	minus	5	0	ln_gene-LOC120034920	si_gene-LOC120034920	1e-100	lnptg000013l1	150617	siptg002905l1	303159.5	lnptg000013l1 | siptg002905l1
lean_vs_siscowet	5	7	lnptg000013l1	siptg002905l1	minus	5	1	ln_gene-LOC120035039	si_gene-LOC120035039	1e-100	lnptg000013l1	422881.5	siptg002905l1	131263.5	lnptg000013l1 | siptg002905l1
lean_vs_siscowet	5	7	lnptg000013l1	siptg002905l1	minus	5	2	ln_gene-gatb	si_gene-gatb	1e-100	lnptg000013l1	432853	siptg002905l1	121295	lnptg000013l1 | siptg002905l1
lean_vs_siscowet	5	7	lnptg000013l1	siptg002905l1	minus	5	3	ln_gene-LOC120034915	si_gene-LOC120034915	1e-100	lnptg000013l1	464550.5	siptg002905l1	89730.5	lnptg000013l1 | siptg002905l1
lean_vs_siscowet	5	7	lnptg000013l1	siptg002905l1	minus	5	4	ln_gene-LOC120034673	si_gene-LOC120034673	1e-100	lnptg000013l1	503423.5	siptg002905l1	50993.5	lnptg000013l1 | siptg002905l1
lean_vs_siscowet	5	7	lnptg000013l1	siptg002905l1	minus	5	5	ln_gene-LOC120035203	si_gene-LOC120035203	1e-100	lnptg000013l1	517501	siptg002905l1	36926	lnptg000013l1 | siptg002905l1
lean_vs_siscowet	5	7	lnptg000013l1	siptg002905l1	minus	5	6	ln_gene-LOC120035202	si_gene-LOC120035202	1e-100	lnptg000013l1	518974.5	siptg002905l1	35452.5	lnptg000013l1 | siptg002905l1
lean_vs_siscowet	6	22	lnptg000015l1	siptg002159l1	minus	6	0	ln_gene-LOC120022725	si_gene-LOC120022725	1e-100	lnptg000015l1	32841.5	siptg002159l1	610125.5	lnptg000015l1 | siptg002159l1
lean_vs_siscowet	6	22	lnptg000015l1	siptg002159l1	minus	6	1	ln_gene-LOC120022068	si_gene-LOC120022068	1e-100	lnptg000015l1	70197	siptg002159l1	572764.5	lnptg000015l1 | siptg002159l1
lean_vs_siscowet	6	22	lnptg000015l1	siptg002159l1	minus	6	2	ln_gene-LOC120022347	si_gene-LOC120022347	1e-100	lnptg000015l1	86620.5	siptg002159l1	556339.5	lnptg000015l1 | siptg002159l1
lean_vs_siscowet	6	22	lnptg000015l1	siptg002159l1	minus	6	3	ln_gene-LOC120022346	si_gene-LOC120022346	1e-100	lnptg000015l1	144226	siptg002159l1	498737.5	lnptg000015l1 | siptg002159l1
lean_vs_siscowet	6	22	lnptg000015l1	siptg002159l1	minus	6	4	ln_gene-LOC120022800	si_gene-LOC120022800	1e-100	lnptg000015l1	157602.5	siptg002159l1	485412.5	lnptg000015l1 | siptg002159l1
lean_vs_siscowet	6	22	lnptg000015l1	siptg002159l1	minus	6	5	ln_gene-LOC120022344	si_gene-LOC120022344	1e-100	lnptg000015l1	179567	siptg002159l1	463449	lnptg000015l1 | siptg002159l1
lean_vs_siscowet	6	22	lnptg000015l1	siptg002159l1	minus	6	6	ln_gene-clcn1a	si_gene-clcn1a	1e-100	lnptg000015l1	201301	siptg002159l1	441715.5	lnptg000015l1 | siptg002159l1
lean_vs_siscowet	6	22	lnptg000015l1	siptg002159l1	minus	6	7	ln_gene-LOC120022342	si_gene-LOC120022342	1e-100	lnptg000015l1	233512.5	siptg002159l1	409781.5	lnptg000015l1 | siptg002159l1
lean_vs_siscowet	6	22	lnptg000015l1	siptg002159l1	minus	6	8	ln_gene-LOC120022084	si_gene-LOC120022084	1e-100	lnptg000015l1	292310.5	siptg002159l1	346037.5	lnptg000015l1 | siptg002159l1
lean_vs_siscowet	6	22	lnptg000015l1	siptg002159l1	minus	6	9	ln_gene-LOC120022686	si_gene-LOC120022686	1e-100	lnptg000015l1	308494	siptg002159l1	329856	lnptg000015l1 | siptg002159l1
lean_vs_siscowet	6	22	lnptg000015l1	siptg002159l1	minus	6	10	ln_gene-LOC120022341	si_gene-LOC120022341	1e-100	lnptg000015l1	321044.5	siptg002159l1	317319.5	lnptg000015l1 | siptg002159l1
lean_vs_siscowet	6	22	lnptg000015l1	siptg002159l1	minus	6	11	ln_gene-LOC120022766	si_gene-LOC120022766	1e-100	lnptg000015l1	335602	siptg002159l1	302766.5	lnptg000015l1 | siptg002159l1
lean_vs_siscowet	6	22	lnptg000015l1	siptg002159l1	minus	6	12	ln_gene-LOC120022847	si_gene-LOC120022847	1e-100	lnptg000015l1	345481.5	siptg002159l1	292876.5	lnptg000015l1 | siptg002159l1
lean_vs_siscowet	6	22	lnptg000015l1	siptg002159l1	minus	6	13	ln_gene-LOC120022340	si_gene-LOC120022340	1e-100	lnptg000015l1	351837	siptg002159l1	286075.5	lnptg000015l1 | siptg002159l1
lean_vs_siscowet	6	22	lnptg000015l1	siptg002159l1	minus	6	14	ln_gene-LOC120022805	si_gene-LOC120022805	1e-100	lnptg000015l1	378267.5	siptg002159l1	273775.5	lnptg000015l1 | siptg002159l1
lean_vs_siscowet	6	22	lnptg000015l1	siptg002159l1	minus	6	15	ln_gene-LOC120022494	si_gene-LOC120022494	1e-100	lnptg000015l1	406971.5	siptg002159l1	245090.5	lnptg000015l1 | siptg002159l1
lean_vs_siscowet	6	22	lnptg000015l1	siptg002159l1	minus	6	16	ln_gene-LOC120022191	si_gene-LOC120022191	1e-100	lnptg000015l1	444932.5	siptg002159l1	207143.5	lnptg000015l1 | siptg002159l1
lean_vs_siscowet	6	22	lnptg000015l1	siptg002159l1	minus	6	17	ln_gene-LOC120022189	si_gene-LOC120022189	1e-100	lnptg000015l1	464071.5	siptg002159l1	188221.5	lnptg000015l1 | siptg002159l1
lean_vs_siscowet	6	22	lnptg000015l1	siptg002159l1	minus	6	18	ln_gene-LOC120022768	si_gene-LOC120022768	1e-100	lnptg000015l1	496456.5	siptg002159l1	156047.5	lnptg000015l1 | siptg002159l1
lean_vs_siscowet	6	22	lnptg000015l1	siptg002159l1	minus	6	19	ln_gene-LOC120022077	si_gene-LOC120022077	1e-100	lnptg000015l1	517303.5	siptg002159l1	135213.5	lnptg000015l1 | siptg002159l1
lean_vs_siscowet	6	22	lnptg000015l1	siptg002159l1	minus	6	20	ln_gene-LOC120022531	si_gene-LOC120022531	1e-100	lnptg000015l1	558287	siptg002159l1	94244	lnptg000015l1 | siptg002159l1
lean_vs_siscowet	6	22	lnptg000015l1	siptg002159l1	minus	6	21	ln_gene-LOC120022339	si_gene-LOC120022339	1e-100	lnptg000015l1	596202.5	siptg002159l1	56278.5	lnptg000015l1 | siptg002159l1
lean_vs_siscowet	7	51	lnptg000016l1	siptg000956l1	plus	7	0	ln_gene-ldhd	si_gene-ldhd	1e-100	lnptg000016l1	41680	siptg000956l1	45806	lnptg000016l1 | siptg000956l1
lean_vs_siscowet	7	51	lnptg000016l1	siptg000956l1	plus	7	1	ln_gene-znrf1	si_gene-znrf1	1e-100	lnptg000016l1	63187.5	siptg000956l1	67318	lnptg000016l1 | siptg000956l1
lean_vs_siscowet	7	51	lnptg000016l1	siptg000956l1	plus	7	2	ln_gene-LOC120066652	si_gene-LOC120066652	1e-100	lnptg000016l1	85188.5	siptg000956l1	89327	lnptg000016l1 | siptg000956l1
lean_vs_siscowet	7	51	lnptg000016l1	siptg000956l1	plus	7	3	ln_gene-LOC120066190	si_gene-LOC120066190	1e-100	lnptg000016l1	129148	siptg000956l1	131089	lnptg000016l1 | siptg000956l1
lean_vs_siscowet	7	51	lnptg000016l1	siptg000956l1	plus	7	4	ln_gene-si:ch211-194m7.8	si_gene-si:ch211-194m7.8	1e-100	lnptg000016l1	162748	siptg000956l1	162488	lnptg000016l1 | siptg000956l1
lean_vs_siscowet	7	51	lnptg000016l1	siptg000956l1	plus	7	5	ln_gene-LOC120065824	si_gene-LOC120065824	1e-100	lnptg000016l1	200929	siptg000956l1	200682	lnptg000016l1 | siptg000956l1
lean_vs_siscowet	7	51	lnptg000016l1	siptg000956l1	plus	7	6	ln_gene-LOC120066655	si_gene-LOC120066655	1e-100	lnptg000016l1	216723.5	siptg000956l1	216481.5	lnptg000016l1 | siptg000956l1
lean_vs_siscowet	7	51	lnptg000016l1	siptg000956l1	plus	7	7	ln_gene-LOC120066192	si_gene-LOC120066192	1e-100	lnptg000016l1	231271	siptg000956l1	231034.5	lnptg000016l1 | siptg000956l1
lean_vs_siscowet	7	51	lnptg000016l1	siptg000956l1	plus	7	8	ln_gene-LOC120066531	si_gene-LOC120066531	1e-100	lnptg000016l1	244725.5	siptg000956l1	244498.5	lnptg000016l1 | siptg000956l1
lean_vs_siscowet	7	51	lnptg000016l1	siptg000956l1	plus	7	9	ln_gene-LOC120066193	si_gene-LOC120066193	1e-100	lnptg000016l1	261379	siptg000956l1	261152	lnptg000016l1 | siptg000956l1
lean_vs_siscowet	7	51	lnptg000016l1	siptg000956l1	plus	7	10	ln_gene-LOC120066196	si_gene-LOC120066196	1e-100	lnptg000016l1	288008.5	siptg000956l1	287780	lnptg000016l1 | siptg000956l1
lean_vs_siscowet	7	51	lnptg000016l1	siptg000956l1	plus	7	11	ln_gene-LOC120066194	si_gene-LOC120066194	1e-100	lnptg000016l1	296136.5	siptg000956l1	295908.5	lnptg000016l1 | siptg000956l1
lean_vs_siscowet	7	51	lnptg000016l1	siptg000956l1	plus	7	12	ln_gene-LOC120066197	si_gene-LOC120066197	1e-100	lnptg000016l1	301376.5	siptg000956l1	301150	lnptg000016l1 | siptg000956l1
lean_vs_siscowet	7	51	lnptg000016l1	siptg000956l1	plus	7	13	ln_gene-LOC120065825	si_gene-LOC120065825	1e-100	lnptg000016l1	309841.5	siptg000956l1	309616.5	lnptg000016l1 | siptg000956l1
lean_vs_siscowet	7	51	lnptg000016l1	siptg000956l1	plus	7	14	ln_gene-LOC120066199	si_gene-LOC120066199	1e-100	lnptg000016l1	333947.5	siptg000956l1	333720.5	lnptg000016l1 | siptg000956l1
lean_vs_siscowet	7	51	lnptg000016l1	siptg000956l1	plus	7	15	ln_gene-adat1	si_gene-adat1	1e-100	lnptg000016l1	381057	siptg000956l1	380839	lnptg000016l1 | siptg000956l1
lean_vs_siscowet	7	51	lnptg000016l1	siptg000956l1	plus	7	16	ln_gene-LOC120066201	si_gene-LOC120066201	1e-100	lnptg000016l1	415466.5	siptg000956l1	415246.5	lnptg000016l1 | siptg000956l1
lean_vs_siscowet	7	51	lnptg000016l1	siptg000956l1	plus	7	17	ln_gene-LOC120066202	si_gene-LOC120066202	1e-100	lnptg000016l1	431283	siptg000956l1	431062.5	lnptg000016l1 | siptg000956l1
lean_vs_siscowet	7	51	lnptg000016l1	siptg000956l1	plus	7	18	ln_gene-LOC120066203	si_gene-LOC120066203	1e-100	lnptg000016l1	447186.5	siptg000956l1	446965.5	lnptg000016l1 | siptg000956l1
lean_vs_siscowet	7	51	lnptg000016l1	siptg000956l1	plus	7	19	ln_gene-LOC120066204	si_gene-LOC120066204	1e-100	lnptg000016l1	474712	siptg000956l1	474474	lnptg000016l1 | siptg000956l1
lean_vs_siscowet	7	51	lnptg000016l1	siptg000956l1	plus	7	20	ln_gene-LOC120066656	si_gene-LOC120066656	1e-100	lnptg000016l1	485024.5	siptg000956l1	484755.5	lnptg000016l1 | siptg000956l1
lean_vs_siscowet	7	51	lnptg000016l1	siptg000956l1	plus	7	21	ln_gene-LOC120066205	si_gene-LOC120066205	1e-100	lnptg000016l1	503632	siptg000956l1	503337.5	lnptg000016l1 | siptg000956l1
lean_vs_siscowet	7	51	lnptg000016l1	siptg000956l1	plus	7	22	ln_gene-LOC120066207	si_gene-LOC120066207	1e-100	lnptg000016l1	534722	siptg000956l1	534391	lnptg000016l1 | siptg000956l1
lean_vs_siscowet	7	51	lnptg000016l1	siptg000956l1	plus	7	23	ln_gene-si:dkey-238o13.4	si_gene-si:dkey-238o13.4	1e-100	lnptg000016l1	567830	siptg000956l1	567487.5	lnptg000016l1 | siptg000956l1
lean_vs_siscowet	7	51	lnptg000016l1	siptg000956l1	plus	7	24	ln_gene-LOC120066658	si_gene-LOC120066658	1e-100	lnptg000016l1	578663.5	siptg000956l1	578317.5	lnptg000016l1 | siptg000956l1
lean_vs_siscowet	7	51	lnptg000016l1	siptg000956l1	plus	7	25	ln_gene-LOC120066208	si_gene-LOC120066208	1e-100	lnptg000016l1	610575	siptg000956l1	610226	lnptg000016l1 | siptg000956l1
lean_vs_siscowet	7	51	lnptg000016l1	siptg000956l1	plus	7	26	ln_gene-LOC120066209	si_gene-LOC120066209	1e-100	lnptg000016l1	622926	siptg000956l1	622596.5	lnptg000016l1 | siptg000956l1
lean_vs_siscowet	7	51	lnptg000016l1	siptg000956l1	plus	7	27	ln_gene-LOC120066659	si_gene-LOC120066659	1e-100	lnptg000016l1	632191	siptg000956l1	631878	lnptg000016l1 | siptg000956l1
lean_vs_siscowet	7	51	lnptg000016l1	siptg000956l1	plus	7	28	ln_gene-meak7	si_gene-meak7	1e-100	lnptg000016l1	664209	siptg000956l1	663959	lnptg000016l1 | siptg000956l1
lean_vs_siscowet	7	51	lnptg000016l1	siptg000956l1	plus	7	29	ln_gene-LOC120066211	si_gene-LOC120066211	1e-100	lnptg000016l1	715838.5	siptg000956l1	715958	lnptg000016l1 | siptg000956l1
lean_vs_siscowet	7	51	lnptg000016l1	siptg000956l1	plus	7	30	ln_gene-LOC120066213	si_gene-LOC120066213	1e-100	lnptg000016l1	751205	siptg000956l1	751187	lnptg000016l1 | siptg000956l1
lean_vs_siscowet	7	51	lnptg000016l1	siptg000956l1	plus	7	31	ln_gene-foxl1	si_gene-foxl1	1e-100	lnptg000016l1	783649.5	siptg000956l1	783631.5	lnptg000016l1 | siptg000956l1
lean_vs_siscowet	7	51	lnptg000016l1	siptg000956l1	plus	7	32	ln_gene-ces3	si_gene-ces3	1e-100	lnptg000016l1	834845.5	siptg000956l1	834826.5	lnptg000016l1 | siptg000956l1
lean_vs_siscowet	7	51	lnptg000016l1	siptg000956l1	plus	7	33	ln_gene-LOC120066215	si_gene-LOC120066215	1e-100	lnptg000016l1	945786	siptg000956l1	945801.5	lnptg000016l1 | siptg000956l1
lean_vs_siscowet	7	51	lnptg000016l1	siptg000956l1	plus	7	34	ln_gene-trhr2	si_gene-trhr2	1e-100	lnptg000016l1	1093456.5	siptg000956l1	1098193.5	lnptg000016l1 | siptg000956l1
lean_vs_siscowet	7	51	lnptg000016l1	siptg000956l1	plus	7	35	ln_gene-zc3h18	si_gene-zc3h18	1e-100	lnptg000016l1	1144346	siptg000956l1	1149098.5	lnptg000016l1 | siptg000956l1
lean_vs_siscowet	7	51	lnptg000016l1	siptg000956l1	plus	7	36	ln_gene-LOC120066526	si_gene-LOC120066526	1e-100	lnptg000016l1	1168176	siptg000956l1	1172944	lnptg000016l1 | siptg000956l1
lean_vs_siscowet	7	51	lnptg000016l1	siptg000956l1	plus	7	37	ln_gene-tango6	si_gene-tango6	1e-100	lnptg000016l1	1183398.5	siptg000956l1	1188170	lnptg000016l1 | siptg000956l1
