comparison	block	n_anchors	chr_a	chr_b	orientation	anchor_idx_a	anchor_idx_b	gene_a	gene_b	evalue	chr_a_check	pos_a	chr_b_check	pos_b	chr_pair
reference_vs_siscowet	1	17	rfNC0363921	siptg018880l1	minus	1	6	rf_gene-CXG42_mgt05	si_gene-CXG42_mgt05_1	1e-100	rfNC0363921	3928	siptg018880l1	3869	rfNC0363921 | siptg018880l1
reference_vs_siscowet	1	17	rfNC0363921	siptg018880l1	minus	1	7	rf_gene-CXG42_mgt06	si_gene-CXG42_mgt06_1	1e-100	rfNC0363921	3997	siptg018880l1	3799.5	rfNC0363921 | siptg018880l1
reference_vs_siscowet	1	17	rfNC0363921	siptg018880l1	minus	1	8	rf_gene-CXG42_mgp12	si_gene-CXG42_mgp12_1	1e-100	rfNC0363921	4556.5	siptg018880l1	3240	rfNC0363921 | siptg018880l1
reference_vs_siscowet	1	17	rfNC0363921	siptg018880l1	minus	1	9	rf_gene-CXG42_mgt07	si_gene-CXG42_mgt07_1	1e-100	rfNC0363921	5117.5	siptg018880l1	2679	rfNC0363921 | siptg018880l1
reference_vs_siscowet	1	17	rfNC0363921	siptg018880l1	minus	1	10	rf_gene-CXG42_mgt08	si_gene-CXG42_mgt08_1	1e-100	rfNC0363921	5189	siptg018880l1	2607.5	rfNC0363921 | siptg018880l1
reference_vs_siscowet	1	17	rfNC0363921	siptg018880l1	minus	1	11	rf_gene-CXG42_mgt09	si_gene-CXG42_mgt09_1	1e-100	rfNC0363921	5261	siptg018880l1	2535.5	rfNC0363921 | siptg018880l1
reference_vs_siscowet	1	17	rfNC0363921	siptg018880l1	minus	1	12	rf_gene-CXG42_mgt10	si_gene-CXG42_mgt10_1	1e-100	rfNC0363921	5367	siptg018880l1	2429	rfNC0363921 | siptg018880l1
reference_vs_siscowet	1	17	rfNC0363921	siptg018880l1	minus	1	13	rf_gene-CXG42_mgt11	si_gene-CXG42_mgt11_1	1e-100	rfNC0363921	5436	siptg018880l1	2359.5	rfNC0363921 | siptg018880l1
reference_vs_siscowet	1	17	rfNC0363921	siptg018880l1	minus	1	14	rf_gene-CXG42_mgp11	si_gene-CXG42_mgp11_1	1e-100	rfNC0363921	6248	siptg018880l1	1547.5	rfNC0363921 | siptg018880l1
reference_vs_siscowet	1	17	rfNC0363921	siptg018880l1	minus	1	15	rf_gene-CXG42_mgt12	si_gene-CXG42_mgt12_1	1e-100	rfNC0363921	7059	siptg018880l1	736.5	rfNC0363921 | siptg018880l1
reference_vs_siscowet	1	17	rfNC0363921	siptg018880l1	minus	1	16	rf_gene-CXG42_mgt13	si_gene-CXG42_mgt13_1	1e-100	rfNC0363921	7135.5	siptg018880l1	660	rfNC0363921 | siptg018880l1
reference_vs_siscowet	2	8	rfNC0523071	siptg000059l1	plus	2	0	rf_gene-LOC120054775	si_gene-LOC120054775	1e-100	rfNC0523071	27854830.5	siptg000059l1	13896.5	rfNC0523071 | siptg000059l1
reference_vs_siscowet	2	8	rfNC0523071	siptg000059l1	plus	2	1	rf_gene-LOC120051255	si_gene-LOC120051255	1e-100	rfNC0523071	27949109	siptg000059l1	94601.5	rfNC0523071 | siptg000059l1
reference_vs_siscowet	2	8	rfNC0523071	siptg000059l1	plus	2	2	rf_gene-LOC120024521	si_gene-LOC120024521	1e-100	rfNC0523071	28071543.5	siptg000059l1	217753.5	rfNC0523071 | siptg000059l1
reference_vs_siscowet	2	8	rfNC0523071	siptg000059l1	plus	2	3	rf_gene-LOC120054804	si_gene-LOC120054804	1e-100	rfNC0523071	28123915	siptg000059l1	270230	rfNC0523071 | siptg000059l1
reference_vs_siscowet	2	8	rfNC0523071	siptg000059l1	plus	2	4	rf_gene-LOC120051264	si_gene-LOC120051264	1e-100	rfNC0523071	28134428	siptg000059l1	280740	rfNC0523071 | siptg000059l1
reference_vs_siscowet	2	8	rfNC0523071	siptg000059l1	plus	2	5	rf_gene-LOC120024888	si_gene-LOC120024888	1e-100	rfNC0523071	28154651	siptg000059l1	300975.5	rfNC0523071 | siptg000059l1
reference_vs_siscowet	2	8	rfNC0523071	siptg000059l1	plus	2	6	rf_gene-LOC120024968	si_gene-LOC120024968	1e-100	rfNC0523071	28168036.5	siptg000059l1	314373.5	rfNC0523071 | siptg000059l1
reference_vs_siscowet	2	8	rfNC0523071	siptg000059l1	plus	2	7	rf_gene-LOC120054811	si_gene-LOC120054811	1e-100	rfNC0523071	28236137	siptg000059l1	375363.5	rfNC0523071 | siptg000059l1
reference_vs_siscowet	3	13	rfNC0523071	siptg000177l1	minus	3	0	rf_gene-LOC120051300	si_gene-LOC120051300	1e-100	rfNC0523071	29143096.5	siptg000177l1	307965.5	rfNC0523071 | siptg000177l1
reference_vs_siscowet	3	13	rfNC0523071	siptg000177l1	minus	3	1	rf_gene-LOC120026540	si_gene-LOC120026540	1e-100	rfNC0523071	29160200	siptg000177l1	285189.5	rfNC0523071 | siptg000177l1
reference_vs_siscowet	3	13	rfNC0523071	siptg000177l1	minus	3	2	rf_gene-LOC120026884	si_gene-LOC120026884	1e-100	rfNC0523071	29186954	siptg000177l1	273859.5	rfNC0523071 | siptg000177l1
reference_vs_siscowet	3	13	rfNC0523071	siptg000177l1	minus	3	3	rf_gene-LOC120026952	si_gene-LOC120026952	1e-100	rfNC0523071	29197086	siptg000177l1	263772.5	rfNC0523071 | siptg000177l1
reference_vs_siscowet	3	13	rfNC0523071	siptg000177l1	minus	3	4	rf_gene-gatc	si_gene-gatc	1e-100	rfNC0523071	29203133.5	siptg000177l1	257726	rfNC0523071 | siptg000177l1
reference_vs_siscowet	3	13	rfNC0523071	siptg000177l1	minus	3	5	rf_gene-zgc:158398	si_gene-zgc:158398	1e-100	rfNC0523071	29237144	siptg000177l1	223519.5	rfNC0523071 | siptg000177l1
reference_vs_siscowet	3	13	rfNC0523071	siptg000177l1	minus	3	6	rf_gene-LOC120027782	si_gene-LOC120027782	1e-100	rfNC0523071	29261766.5	siptg000177l1	198899.5	rfNC0523071 | siptg000177l1
reference_vs_siscowet	3	13	rfNC0523071	siptg000177l1	minus	3	7	rf_gene-LOC120028178	si_gene-LOC120028178	1e-100	rfNC0523071	29282292	siptg000177l1	178376.5	rfNC0523071 | siptg000177l1
reference_vs_siscowet	3	13	rfNC0523071	siptg000177l1	minus	3	8	rf_gene-LOC120027976	si_gene-LOC120027976	1e-100	rfNC0523071	29293898.5	siptg000177l1	166764	rfNC0523071 | siptg000177l1
reference_vs_siscowet	3	13	rfNC0523071	siptg000177l1	minus	3	9	rf_gene-LOC120028252	si_gene-LOC120028252	1e-100	rfNC0523071	29311966.5	siptg000177l1	148880.5	rfNC0523071 | siptg000177l1
reference_vs_siscowet	3	13	rfNC0523071	siptg000177l1	minus	3	10	rf_gene-LOC120028562	si_gene-LOC120028562	1e-100	rfNC0523071	29387252	siptg000177l1	72984	rfNC0523071 | siptg000177l1
reference_vs_siscowet	3	13	rfNC0523071	siptg000177l1	minus	3	11	rf_gene-LOC120054847	si_gene-LOC120054847	1e-100	rfNC0523071	29417996.5	siptg000177l1	41828.5	rfNC0523071 | siptg000177l1
reference_vs_siscowet	3	13	rfNC0523071	siptg000177l1	minus	3	12	rf_gene-LOC120028650	si_gene-LOC120028650	1e-100	rfNC0523071	29453000	siptg000177l1	8511	rfNC0523071 | siptg000177l1
reference_vs_siscowet	4	42	rfNC0523071	siptg000180l1	plus	4	0	rf_gene-celf6	si_gene-celf6	1e-100	rfNC0523071	61334647	siptg000180l1	73318	rfNC0523071 | siptg000180l1
reference_vs_siscowet	4	42	rfNC0523071	siptg000180l1	plus	4	1	rf_gene-LOC120052466	si_gene-LOC120052466	1e-100	rfNC0523071	61465191	siptg000180l1	149759.5	rfNC0523071 | siptg000180l1
reference_vs_siscowet	4	42	rfNC0523071	siptg000180l1	plus	4	2	rf_gene-LOC120046637	si_gene-LOC120046637	1e-100	rfNC0523071	61481261	siptg000180l1	165832	rfNC0523071 | siptg000180l1
reference_vs_siscowet	4	42	rfNC0523071	siptg000180l1	plus	4	3	rf_gene-LOC120046645	si_gene-LOC120046645	1e-100	rfNC0523071	61493938	siptg000180l1	178510.5	rfNC0523071 | siptg000180l1
reference_vs_siscowet	4	42	rfNC0523071	siptg000180l1	plus	4	4	rf_gene-LOC120046656	si_gene-LOC120046656	1e-100	rfNC0523071	61539657.5	siptg000180l1	224232	rfNC0523071 | siptg000180l1
reference_vs_siscowet	4	42	rfNC0523071	siptg000180l1	plus	4	5	rf_gene-LOC120056082	si_gene-LOC120056082	1e-100	rfNC0523071	61592379.5	siptg000180l1	276951	rfNC0523071 | siptg000180l1
reference_vs_siscowet	4	42	rfNC0523071	siptg000180l1	plus	4	6	rf_gene-LOC120046664	si_gene-LOC120046664	1e-100	rfNC0523071	61734052	siptg000180l1	418494	rfNC0523071 | siptg000180l1
reference_vs_siscowet	4	42	rfNC0523071	siptg000180l1	plus	4	7	rf_gene-LOC120056088	si_gene-LOC120056088	1e-100	rfNC0523071	61819220	siptg000180l1	503368.5	rfNC0523071 | siptg000180l1
reference_vs_siscowet	4	42	rfNC0523071	siptg000180l1	plus	4	8	rf_gene-LOC120052472	si_gene-LOC120052472	1e-100	rfNC0523071	61836193.5	siptg000180l1	520346	rfNC0523071 | siptg000180l1
reference_vs_siscowet	4	42	rfNC0523071	siptg000180l1	plus	4	9	rf_gene-LOC120046679	si_gene-LOC120046679	1e-100	rfNC0523071	61847917	siptg000180l1	532073.5	rfNC0523071 | siptg000180l1
reference_vs_siscowet	4	42	rfNC0523071	siptg000180l1	plus	4	10	rf_gene-LOC120046672	si_gene-LOC120046672	1e-100	rfNC0523071	61860282	siptg000180l1	546826.5	rfNC0523071 | siptg000180l1
reference_vs_siscowet	4	42	rfNC0523071	siptg000180l1	plus	4	11	rf_gene-LOC120046684	si_gene-LOC120046684	1e-100	rfNC0523071	61890387	siptg000180l1	579317.5	rfNC0523071 | siptg000180l1
reference_vs_siscowet	4	42	rfNC0523071	siptg000180l1	plus	4	12	rf_gene-LOC120046695	si_gene-LOC120046695	1e-100	rfNC0523071	61899609	siptg000180l1	588541	rfNC0523071 | siptg000180l1
reference_vs_siscowet	4	42	rfNC0523071	siptg000180l1	plus	4	13	rf_gene-LOC120046724	si_gene-LOC120046724	1e-100	rfNC0523071	62061250	siptg000180l1	750369.5	rfNC0523071 | siptg000180l1
reference_vs_siscowet	4	42	rfNC0523071	siptg000180l1	plus	4	14	rf_gene-LOC120046709	si_gene-LOC120046709	1e-100	rfNC0523071	62189311	siptg000180l1	880259.5	rfNC0523071 | siptg000180l1
reference_vs_siscowet	4	42	rfNC0523071	siptg000180l1	plus	4	15	rf_gene-LOC120046742	si_gene-LOC120046742	1e-100	rfNC0523071	62254341.5	siptg000180l1	946753	rfNC0523071 | siptg000180l1
reference_vs_siscowet	4	42	rfNC0523071	siptg000180l1	plus	4	16	rf_gene-LOC120046749	si_gene-LOC120046749	1e-100	rfNC0523071	62286188.5	siptg000180l1	978811.5	rfNC0523071 | siptg000180l1
reference_vs_siscowet	4	42	rfNC0523071	siptg000180l1	plus	4	17	rf_gene-LOC120046773	si_gene-LOC120046773	1e-100	rfNC0523071	62326948	siptg000180l1	1019754	rfNC0523071 | siptg000180l1
reference_vs_siscowet	4	42	rfNC0523071	siptg000180l1	plus	4	18	rf_gene-LOC120046701	si_gene-LOC120046701	1e-100	rfNC0523071	62362104	siptg000180l1	1054982.5	rfNC0523071 | siptg000180l1
reference_vs_siscowet	4	42	rfNC0523071	siptg000180l1	plus	4	19	rf_gene-dkk3a	si_gene-dkk3a	1e-100	rfNC0523071	62390244.5	siptg000180l1	1083197	rfNC0523071 | siptg000180l1
reference_vs_siscowet	4	42	rfNC0523071	siptg000180l1	plus	4	20	rf_gene-LOC120046792	si_gene-LOC120046792	1e-100	rfNC0523071	62403702	siptg000180l1	1096658	rfNC0523071 | siptg000180l1
reference_vs_siscowet	4	42	rfNC0523071	siptg000180l1	plus	4	21	rf_gene-LOC120056093	si_gene-LOC120056093	1e-100	rfNC0523071	62417316.5	siptg000180l1	1110276	rfNC0523071 | siptg000180l1
reference_vs_siscowet	4	42	rfNC0523071	siptg000180l1	plus	4	22	rf_gene-LOC120056103	si_gene-LOC120056103	1e-100	rfNC0523071	62439851.5	siptg000180l1	1132822.5	rfNC0523071 | siptg000180l1
reference_vs_siscowet	4	42	rfNC0523071	siptg000180l1	plus	4	23	rf_gene-LOC120056109	si_gene-LOC120056109	1e-100	rfNC0523071	62464845	siptg000180l1	1157854.5	rfNC0523071 | siptg000180l1
reference_vs_siscowet	4	42	rfNC0523071	siptg000180l1	plus	4	24	rf_gene-LOC120046805	si_gene-LOC120046805	1e-100	rfNC0523071	62471485.5	siptg000180l1	1164489.5	rfNC0523071 | siptg000180l1
reference_vs_siscowet	4	42	rfNC0523071	siptg000180l1	plus	4	25	rf_gene-LOC120046840	si_gene-LOC120046840	1e-100	rfNC0523071	62510057	siptg000180l1	1203079.5	rfNC0523071 | siptg000180l1
reference_vs_siscowet	4	42	rfNC0523071	siptg000180l1	plus	4	26	rf_gene-pkd1l2a	si_gene-pkd1l2a	1e-100	rfNC0523071	62563793	siptg000180l1	1256818	rfNC0523071 | siptg000180l1
reference_vs_siscowet	4	42	rfNC0523071	siptg000180l1	plus	4	27	rf_gene-LOC120046846	si_gene-LOC120046846	1e-100	rfNC0523071	62581154.5	siptg000180l1	1274184	rfNC0523071 | siptg000180l1
reference_vs_siscowet	4	42	rfNC0523071	siptg000180l1	plus	4	28	rf_gene-LOC120046856	si_gene-LOC120046856	1e-100	rfNC0523071	62612051.5	siptg000180l1	1305093.5	rfNC0523071 | siptg000180l1
reference_vs_siscowet	4	42	rfNC0523071	siptg000180l1	plus	4	29	rf_gene-LOC120046862	si_gene-LOC120046862	1e-100	rfNC0523071	62662963.5	siptg000180l1	1355974.5	rfNC0523071 | siptg000180l1
reference_vs_siscowet	4	42	rfNC0523071	siptg000180l1	plus	4	30	rf_gene-LOC120056115	si_gene-LOC120056115	1e-100	rfNC0523071	62678834	siptg000180l1	1371804.5	rfNC0523071 | siptg000180l1
reference_vs_siscowet	4	42	rfNC0523071	siptg000180l1	plus	4	31	rf_gene-LOC120046893	si_gene-LOC120046893	1e-100	rfNC0523071	62684759.5	siptg000180l1	1377730	rfNC0523071 | siptg000180l1
reference_vs_siscowet	4	42	rfNC0523071	siptg000180l1	plus	4	32	rf_gene-LOC120057354	si_gene-LOC120057354	1e-100	rfNC0523071	62685132.5	siptg000180l1	1378103	rfNC0523071 | siptg000180l1
reference_vs_siscowet	4	42	rfNC0523071	siptg000180l1	plus	4	33	rf_gene-LOC120057346	si_gene-LOC120057346	1e-100	rfNC0523071	62685876.5	siptg000180l1	1378847	rfNC0523071 | siptg000180l1
reference_vs_siscowet	4	42	rfNC0523071	siptg000180l1	plus	4	34	rf_gene-LOC120057361	si_gene-LOC120057361	1e-100	rfNC0523071	62686672	siptg000180l1	1379642.5	rfNC0523071 | siptg000180l1
reference_vs_siscowet	4	42	rfNC0523071	siptg000180l1	plus	4	35	rf_gene-LOC120052496	si_gene-LOC120052496	1e-100	rfNC0523071	62712931	siptg000180l1	1405903	rfNC0523071 | siptg000180l1
reference_vs_siscowet	4	42	rfNC0523071	siptg000180l1	plus	4	36	rf_gene-LOC120046908	si_gene-LOC120046908	1e-100	rfNC0523071	62844882	siptg000180l1	1538298.5	rfNC0523071 | siptg000180l1
reference_vs_siscowet	4	42	rfNC0523071	siptg000180l1	plus	4	37	rf_gene-LOC120046919	si_gene-LOC120046919	1e-100	rfNC0523071	62864207.5	siptg000180l1	1557621.5	rfNC0523071 | siptg000180l1
reference_vs_siscowet	4	42	rfNC0523071	siptg000180l1	plus	4	38	rf_gene-LOC120046944	si_gene-LOC120046944	1e-100	rfNC0523071	62901463	siptg000180l1	1594860.5	rfNC0523071 | siptg000180l1
reference_vs_siscowet	4	42	rfNC0523071	siptg000180l1	plus	4	39	rf_gene-LOC120056120	si_gene-LOC120056120	1e-100	rfNC0523071	62941543	siptg000180l1	1634962	rfNC0523071 | siptg000180l1
reference_vs_siscowet	4	42	rfNC0523071	siptg000180l1	plus	4	40	rf_gene-LOC120056127	si_gene-LOC120056127	1e-100	rfNC0523071	63055495	siptg000180l1	1748647	rfNC0523071 | siptg000180l1
reference_vs_siscowet	4	42	rfNC0523071	siptg000180l1	plus	4	41	rf_gene-LOC120052516	si_gene-LOC120052516	1e-100	rfNC0523071	63137750	siptg000180l1	1830836.5	rfNC0523071 | siptg000180l1
reference_vs_siscowet	5	9	rfNC0523071	siptg000221l1	plus	5	0	rf_gene-trnaf-gaa	si_gene-trnaf-gaa_8	1e-100	rfNC0523071	58608569	siptg000221l1	58367.5	rfNC0523071 | siptg000221l1
reference_vs_siscowet	5	9	rfNC0523071	siptg000221l1	plus	5	1	rf_gene-trnam-cau	si_gene-trnam-cau_28	1e-100	rfNC0523071	58609215.5	siptg000221l1	66964	rfNC0523071 | siptg000221l1
reference_vs_siscowet	5	9	rfNC0523071	siptg000221l1	plus	5	2	rf_gene-trnaf-gaa-2	si_gene-trnaf-gaa-2_13	1e-100	rfNC0523071	58609709	siptg000221l1	72170.5	rfNC0523071 | siptg000221l1
reference_vs_siscowet	5	9	rfNC0523071	siptg000221l1	plus	5	3	rf_gene-trnam-cau-2	si_gene-trnam-cau-2_12	1e-100	rfNC0523071	58610355.5	siptg000221l1	77224	rfNC0523071 | siptg000221l1
reference_vs_siscowet	5	9	rfNC0523071	siptg000221l1	plus	5	4	rf_gene-trnaf-gaa-3	si_gene-trnaf-gaa-3	1e-100	rfNC0523071	58610849	siptg000221l1	82799.5	rfNC0523071 | siptg000221l1
reference_vs_siscowet	5	9	rfNC0523071	siptg000221l1	plus	5	5	rf_gene-trnam-cau-3	si_gene-trnam-cau-3_15	1e-100	rfNC0523071	58611495.5	siptg000221l1	90499	rfNC0523071 | siptg000221l1
reference_vs_siscowet	5	9	rfNC0523071	siptg000221l1	plus	5	6	rf_gene-trnam-cau-4	si_gene-trnam-cau-4_14	1e-100	rfNC0523071	58612634.5	siptg000221l1	98845	rfNC0523071 | siptg000221l1
reference_vs_siscowet	5	9	rfNC0523071	siptg000221l1	plus	5	7	rf_gene-trnaf-gaa-6	si_gene-trnaf-gaa-6_1	1e-100	rfNC0523071	58614268	siptg000221l1	116591.5	rfNC0523071 | siptg000221l1
reference_vs_siscowet	5	9	rfNC0523071	siptg000221l1	plus	5	8	rf_gene-trnam-cau-6	si_gene-trnam-cau-6_29	1e-100	rfNC0523071	58696017.5	siptg000221l1	125066	rfNC0523071 | siptg000221l1
reference_vs_siscowet	6	8	rfNC0523071	siptg000221l1	plus	6	0	rf_gene-trnaf-gaa	si_gene-trnaf-gaa_20	1e-100	rfNC0523071	58608569	siptg000221l1	104051.5	rfNC0523071 | siptg000221l1
reference_vs_siscowet	6	8	rfNC0523071	siptg000221l1	plus	6	1	rf_gene-trnam-cau	si_gene-trnam-cau_12	1e-100	rfNC0523071	58609215.5	siptg000221l1	110245	rfNC0523071 | siptg000221l1
